game_id,Week,Day,Date,Year,Month,Day,Time,Winner/tie,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL,loser_is_home,start_latlong,end_latlong,start_lat,start_long,end_lat,end_long,Home,Away,Stadium,Dome,Grass,HOME_day_since_last_game,AWAY_day_since_last_game,Distance
2019_13_NE_HOU,13,Sun,43800,2019,December,1,8:20PM,Houston Texans,New England Patriots,28,22,276,0,448,1,FALSE,"42.090936,-71.264362","29.684873,-95.410645",42.090936,-71.264362,29.684873,-95.410645,Houston Texans,New England Patriots,NRG Stadium,Retractable,Hellas Matrix Turf,10,7,1591.811719
2019_13_MIN_SF,13,Mon,43801,2019,December,2,8:15PM,Seattle Seahawks,Minnesota Vikings,37,30,444,2,354,3,FALSE,"44.974552,-93.25975","47.593177,-122.331764",44.974552,-93.25975,47.593177,-122.331764,Seattle Seahawks,Minnesota Vikings,CenturyLink Field,No,FieldTurf Revolution 360,8,15,1391.602503
2019_14_DAL_CHI,14,Thu,43804,2019,December,5,8:20PM,Chicago Bears,Dallas Cowboys,31,24,382,2,408,0,FALSE,"32.904895,-97.035901","42.256007,-87.895355",32.904895,-97.035901,42.256007,-87.895355,Chicago Bears,Dallas Cowboys,Soldier Field,No,Kentucky Bluegrass,7,7,816.2121723
2019_14_CAR_ATL,14,Sun,43807,2019,December,8,1:00PM,Atlanta Falcons,Carolina Panthers,40,20,461,0,345,4,FALSE,"35.225647,-80.851339","33.755141,-84.401023",35.225647,-80.851339,33.755141,-84.401023,Atlanta Falcons,Carolina Panthers,Mercedes-Benz Stadium,Retractable,FieldTurfCORE,10,7,226.2237428
2019_14_BAL_BUF,14,Sun,43807,2019,December,8,1:00PM,Baltimore Ravens,Buffalo Bills,24,17,257,1,209,1,TRUE,"39.397151,-76.835177","42.773773,-78.787460",39.397151,-76.835177,42.773773,-78.78746,Buffalo Bills,Baltimore Ravens,Bills Stadium,No,A-Turf Titan,10,7,254.472853
2019_14_CIN_CLE,14,Sun,43807,2019,December,8,1:00PM,Cleveland Browns,Cincinnati Bengals,27,19,333,2,451,1,FALSE,"39.096375,-84.516402","41.506035,-81.700058",39.096375,-84.516402,41.506035,-81.700058,Cleveland Browns,Cincinnati Bengals,First Energy Stadium,No,Kentucky Bluegrass,7,7,223.0054308
2019_14_IND_TB,14,Sun,43807,2019,December,8,1:00PM,Tampa Bay Buccaneers,Indianapolis Colts,38,35,542,4,309,1,FALSE,"39.725523,-86.269762","27.979836,-82.49501",39.725523,-86.269762,27.979836,-82.49501,Tampa Bay Buccaneers,Indianapolis Colts,Raymond James Stadium,No,Bermuda Grass,7,7,839.7214286
2019_14_DEN_HOU,14,Sun,43807,2019,December,8,1:00PM,Denver Broncos,Houston Texans,38,24,391,1,414,3,TRUE,"39.579126,-104.830049","29.684873,-95.410645",39.579126,-104.830049,29.684873,-95.410645,Houston Texans,Denver Broncos,NRG Stadium,Retractable,Hellas Matrix Turf,7,7,867.2752879
2019_14_DET_MIN,14,Sun,43807,2019,December,8,1:00PM,Minnesota Vikings,Detroit Lions,20,7,354,0,231,2,FALSE,"42.339997,-83.045509","44.974552,-93.25975",42.339997,-83.045509,44.974552,-93.25975,Minnesota Vikings,Detroit Lions,U.S. Bank Stadium,Closed,UBU Speed Series S5-M (turf),6,10,541.6025861
2019_14_WAS_GB,14,Sun,43807,2019,December,8,1:00PM,Green Bay Packers,Washington Redskins,20,15,341,1,262,1,FALSE,"39.026703,-77.444067","44.501135,-88.062284",39.026703,-77.444067,44.501135,-88.062284,Green Bay Packers,Washington Redskins,Lambeau Field,No,Desso GrassMaster,7,7,664.3577776
2019_14_MIA_NYJ,14,Sun,43807,2019,December,8,1:00PM,New York Jets,Miami Dolphins,22,21,374,1,362,1,FALSE,"25.957866,-80.23877","40.813677,-74.082884",25.957866,-80.23877,40.813677,-74.082884,New York Jets,Miami Dolphins,MetLife Stadium,No,UBU Sports Speed Series S5-M,7,7,1085.371045
2019_14_SEA_NO,14,Sun,43807,2019,December,8,1:00PM,San Francisco 49ers,New Orleans Saints,48,46,516,1,465,1,TRUE,"37.40289,-121.96784","29.951439,-90.081970",37.40289,-121.96784,29.951439,-90.08197,New Orleans Saints,San Francisco 49ers,Mercedes-Benz Superdome,Closed,FieldTurf Revolution 360,10,7,1894.208662
2019_14_LAC_JAX,14,Sun,43807,2019,December,8,4:05PM,Los Angeles Chargers,Jacksonville Jaguars,45,10,525,0,252,0,TRUE,"33.864219,-118.260995","30.323721,-81.635996",33.864219,-118.260995,30.323721,-81.635996,Jacksonville Jaguars,Los Angeles Chargers,TIAA Bank Field,No,Bermuda Grass,7,7,2146.455017
2019_14_PIT_ARI,14,Sun,43807,2019,December,8,4:25PM,Pittsburgh Steelers,Arizona Cardinals,23,17,275,2,236,3,TRUE,"40.446739,-80.015837","33.5276,-112.2626",40.446739,-80.015837,33.5276,-112.2626,Arizona Cardinals,Pittsburgh Steelers,State Farm Stadium,Retractable,Bermuda Grass,7,7,1831.568593
2019_14_KC_NE,14,Sun,43807,2019,December,8,4:25PM,Kansas City Chiefs,New England Patriots,23,16,346,2,278,1,TRUE,"39.048172,-94.483084","42.090936,-71.264362",39.048172,-94.483084,42.090936,-71.264362,New England Patriots,Kansas City Chiefs,Gillette Stadium,No,FieldTurf CORE,7,7,1232.66494
2019_14_TEN_OAK,14,Sun,43807,2019,December,8,4:25PM,Tennessee Titans,Oakland Raiders,42,21,552,1,355,1,TRUE,"36.199207,-86.80447","37.751605,-122.200485",36.199207,-86.80447,37.751605,-122.200485,Oakland Raiders,Tennessee Titans,Oakland Coliseum,No,Kentucky Bluegrass,7,7,1945.094881
2019_14_SF_LV,14,Sun,43807,2019,December,8,8:20PM,Los Angeles Rams,Seattle Seahawks,28,12,455,2,308,1,FALSE,"47.593177,-122.331764","33.864219,-118.260995",47.593177,-122.331764,33.864219,-118.260995,Los Angeles Rams,Seattle Seahawks,SoFi Stadium,Closed,Hellas Matrix Turf,7,6,971.8645787
2019_14_NYG_PHI,14,Mon,43808,2019,December,9,8:15PM,Philadelphia Eagles,New York Giants,23,17,418,1,255,0,FALSE,"40.813677,-74.082884","39.907366,-75.178274",40.813677,-74.082884,39.907366,-75.178274,Philadelphia Eagles,New York Giants, Lincoln Financial Field,No,Desso GrassMaster,8,8,85.12842911
2019_15_NYJ_BAL,15,Thu,43811,2019,December,12,8:20PM,Baltimore Ravens,New York Jets,42,21,430,0,310,2,FALSE,"40.813677,-74.082884","39.397151,-76.835177",40.813677,-74.082884,39.397151,-76.835177,Baltimore Ravens,New York Jets,M&T Bank Stadium,No,Bermuda,4,4,175.2985404
2019_15_SF_CAR,15,Sun,43814,2019,December,15,1:00PM,Seattle Seahawks,Carolina Panthers,30,24,428,1,414,3,TRUE,"47.593177,-122.331764","35.225647,-80.851339",47.593177,-122.331764,35.225647,-80.851339,Carolina Panthers,Seattle Seahawks,Bank of America Stadium,No,FieldTurf,7,7,2280.46052
2019_15_CHI_GB,15,Sun,43814,2019,December,15,1:00PM,Green Bay Packers,Chicago Bears,21,13,292,0,415,3,FALSE,"42.256007,-87.895355","44.501135,-88.062284",42.256007,-87.895355,44.501135,-88.062284,Green Bay Packers,Chicago Bears,Lambeau Field,No,Desso GrassMaster,7,10,155.3495515
2019_15_NE_CIN,15,Sun,43814,2019,December,15,1:00PM,New England Patriots,Cincinnati Bengals,34,13,291,0,315,5,TRUE,"42.090936,-71.264362","39.096375,-84.516402",42.090936,-71.264362,39.096375,-84.516402,Cincinnati Bengals,New England Patriots,Paul Brown Stadium,No,UBU Speed Series S5-M Synthetic Turf,7,7,724.5344552
2019_15_DEN_KC,15,Sun,43814,2019,December,15,1:00PM,Kansas City Chiefs,Denver Broncos,23,3,419,1,251,1,FALSE,"39.579126,-104.830049","39.048172,-94.483084",39.579126,-104.830049,39.048172,-94.483084,Kansas City Chiefs,Denver Broncos,Arrowhead Stadium,No,Bermuda Grass,7,7,554.0228344
2019_15_TB_DET,15,Sun,43814,2019,December,15,1:00PM,Tampa Bay Buccaneers,Detroit Lions,38,17,495,1,295,3,TRUE,"27.979836,-82.49501","42.339997,-83.045509",27.979836,-82.49501,42.339997,-83.045509,Detroit Lions,Tampa Bay Buccaneers,Ford Field,Closed,FieldTurf Classic HD,7,7,992.6717523
2019_15_HOU_TEN,15,Sun,43814,2019,December,15,1:00PM,Houston Texans,Tennessee Titans,24,21,374,2,432,1,TRUE,"29.684873,-95.410645","36.199207,-86.80447",29.684873,-95.410645,36.199207,-86.80447,Tennessee Titans,Houston Texans,Nissan Stadium,No,Bermuda Grass,7,7,671.4670224
2019_15_MIA_NYG,15,Sun,43814,2019,December,15,1:00PM,New York Giants,Miami Dolphins,36,20,412,3,384,1,FALSE,"25.957866,-80.23877","40.813677,-74.082884",25.957866,-80.23877,40.813677,-74.082884,New York Giants,Miami Dolphins,MetLife Stadium,No,UBU Sports Speed Series S5-M,6,7,1085.371045
2019_15_PHI_WAS,15,Sun,43814,2019,December,15,1:00PM,Philadelphia Eagles,Washington Redskins,37,27,415,1,352,1,TRUE,"39.907366,-75.178274","39.026703,-77.444067",39.907366,-75.178274,39.026703,-77.444067,Washington Redskins,Philadelphia Eagles,FedExField,No,Bermuda Grass,7,6,135.3033337
2019_15_CLE_ARI,15,Sun,43814,2019,December,15,4:05PM,Arizona Cardinals,Cleveland Browns,38,24,445,1,393,2,FALSE,"41.506035,-81.700058","33.5276,-112.2626",41.506035,-81.700058,33.5276,-112.2626,Arizona Cardinals,Cleveland Browns,State Farm Stadium,Retractable,Bermuda Grass,7,7,1752.606594
2019_15_JAX_OAK,15,Sun,43814,2019,December,15,4:05PM,Jacksonville Jaguars,Oakland Raiders,20,16,262,0,364,0,TRUE,"30.323721,-81.635996","37.751605,-122.200485",30.323721,-81.635996,37.751605,-122.200485,Oakland Raiders,Jacksonville Jaguars,Oakland Coliseum,No,Kentucky Bluegrass,7,7,2359.42373
2019_15_MIN_LAC,15,Sun,43814,2019,December,15,4:05PM,Minnesota Vikings,Los Angeles Chargers,39,10,344,1,345,7,TRUE,"44.974552,-93.25975","33.864219,-118.260995",44.974552,-93.25975,33.864219,-118.260995,Los Angeles Chargers,Minnesota Vikings,SoFi Stadium,Closed,Hellas Matrix Turf,7,7,1530.244089
2019_15_ATL_SEA,15,Sun,43814,2019,December,15,4:25PM,Atlanta Falcons,San Francisco 49ers,29,22,290,1,313,2,TRUE,"33.755141,-84.401023","37.40289,-121.96784",33.755141,-84.401023,37.40289,-121.96784,San Francisco 49ers,Atlanta Falcons,Levi's Stadium,No,Bermuda Grass and Perennial Ryegrass mixture,7,7,2112.079751
2019_15_LV_DAL,15,Sun,43814,2019,December,15,4:25PM,Dallas Cowboys,Los Angeles Rams,44,21,475,0,289,1,FALSE,"33.864219,-118.260995","32.904895,-97.035901",33.864219,-118.260995,32.904895,-97.035901,Dallas Cowboys,Los Angeles Rams,AT&T Stadium,Retractable,Hellas Matrix Turf,10,7,1224.155203
2019_15_BUF_PIT,15,Sun,43814,2019,December,15,8:20PM,Buffalo Bills,Pittsburgh Steelers,17,10,261,2,229,5,TRUE,"42.773773,-78.787460","40.446739,-80.015837",42.773773,-78.78746,40.446739,-80.015837,Pittsburgh Steelers,Buffalo Bills,Heinz Field,No,Kentucky Bluegrass,7,7,172.8465313
2019_15_IND_NO,15,Mon,43815,2019,December,16,8:15PM,New Orleans Saints,Indianapolis Colts,34,7,424,0,205,0,FALSE,"39.725523,-86.269762","29.951439,-90.081970",39.725523,-86.269762,29.951439,-90.08197,New Orleans Saints,Indianapolis Colts,Mercedes-Benz Superdome,Closed,FieldTurf Revolution 360,8,8,708.8831282
2019_16_HOU_TB,16,Sat,43820,2019,December,21,1:00PM,Houston Texans,Tampa Bay Buccaneers,23,20,229,2,435,5,TRUE,"29.684873,-95.410645","27.979836,-82.49501",29.684873,-95.410645,27.979836,-82.49501,Tampa Bay Buccaneers,Houston Texans,Raymond James Stadium,No,Bermuda Grass,6,6,790.1490241
2019_16_BUF_NE,16,Sat,43820,2019,December,21,4:30PM,New England Patriots,Buffalo Bills,24,17,414,1,268,0,FALSE,"42.773773,-78.787460","42.090936,-71.264362",42.773773,-78.78746,42.090936,-71.264362,New England Patriots,Buffalo Bills,Gillette Stadium,No,FieldTurf CORE,6,6,386.4054649
2019_16_LV_SEA,16,Sat,43820,2019,December,21,8:15PM,San Francisco 49ers,Los Angeles Rams,34,31,334,2,395,1,FALSE,"33.864219,-118.260995","37.40289,-121.96784",33.864219,-118.260995,37.40289,-121.96784,San Francisco 49ers,Los Angeles Rams,Levi's Stadium,No,Bermuda Grass and Perennial Ryegrass mixture,6,6,321.0467105
2019_16_JAX_ATL,16,Sun,43821,2019,December,22,1:00PM,Atlanta Falcons,Jacksonville Jaguars,24,12,518,2,288,1,FALSE,"30.323721,-81.635996","33.755141,-84.401023",30.323721,-81.635996,33.755141,-84.401023,Atlanta Falcons,Jacksonville Jaguars,Mercedes-Benz Stadium,Retractable,FieldTurfCORE,7,7,287.0864823
2019_16_CAR_IND,16,Sun,43821,2019,December,22,1:00PM,Indianapolis Colts,Carolina Panthers,38,6,324,0,286,3,FALSE,"35.225647,-80.851339","39.725523,-86.269762",35.225647,-80.851339,39.725523,-86.269762,Indianapolis Colts,Carolina Panthers,Lucas Oil Stadium,Retractable,Shaw Sports Momentum Pro,6,7,429.8726116
2019_16_CIN_MIA,16,Sun,43821,2019,December,22,1:00PM,Miami Dolphins,Cincinnati Bengals,38,35,502,1,430,1,FALSE,"39.096375,-84.516402","25.957866,-80.23877",39.096375,-84.516402,25.957866,-80.23877,Miami Dolphins,Cincinnati Bengals,Hard Rock Stadium,No,Bermuda Grass,7,7,941.0384551
2019_16_BAL_CLE,16,Sun,43821,2019,December,22,1:00PM,Baltimore Ravens,Cleveland Browns,31,15,481,1,241,1,TRUE,"39.397151,-76.835177","41.506035,-81.700058",39.397151,-76.835177,41.506035,-81.700058,Cleveland Browns,Baltimore Ravens,First Energy Stadium,No,Kentucky Bluegrass,7,10,294.3038584
2019_16_NO_TEN,16,Sun,43821,2019,December,22,1:00PM,New Orleans Saints,Tennessee Titans,38,28,377,0,397,1,TRUE,"29.951439,-90.081970","36.199207,-86.80447",29.951439,-90.08197,36.199207,-86.80447,Tennessee Titans,New Orleans Saints,Nissan Stadium,No,Bermuda Grass,7,6,471.4557335
2019_16_NYG_WAS,16,Sun,43821,2019,December,22,1:00PM,New York Giants,Washington Redskins,41,35,552,0,361,0,TRUE,"40.813677,-74.082884","39.026703,-77.444067",40.813677,-74.082884,39.026703,-77.444067,Washington Redskins,New York Giants,FedExField,No,Bermuda Grass,7,7,216.6930568
2019_16_PIT_NYJ,16,Sun,43821,2019,December,22,1:00PM,New York Jets,Pittsburgh Steelers,16,10,259,1,260,2,FALSE,"40.446739,-80.015837","40.813677,-74.082884",40.446739,-80.015837,40.813677,-74.082884,New York Jets,Pittsburgh Steelers,MetLife Stadium,No,UBU Sports Speed Series S5-M,10,7,312.0762195
2019_16_DET_DEN,16,Sun,43821,2019,December,22,4:05PM,Denver Broncos,Detroit Lions,27,17,348,0,191,0,FALSE,"42.339997,-83.045509","39.579126,-104.830049",42.339997,-83.045509,39.579126,-104.830049,Denver Broncos,Detroit Lions,Empower Field at Mile High,No,Kentucky Bluegrass,7,7,1149.277604
2019_16_OAK_LAC,16,Sun,43821,2019,December,22,4:05PM,Oakland Raiders,Los Angeles Chargers,24,17,366,0,284,0,TRUE,"37.751605,-122.200485","33.864219,-118.260995",37.751605,-122.200485,33.864219,-118.260995,Los Angeles Chargers,Oakland Raiders,SoFi Stadium,Closed,Hellas Matrix Turf,7,7,347.5845592
2019_16_ARI_SF,16,Sun,43821,2019,December,22,4:25PM,Arizona Cardinals,Seattle Seahawks,27,13,412,0,224,1,TRUE,"33.5276,-112.2626","47.593177,-122.331764",33.5276,-112.2626,47.593177,-122.331764,Seattle Seahawks,Arizona Cardinals,CenturyLink Field,No,FieldTurf Revolution 360,7,7,1104.093049
2019_16_DAL_PHI,16,Sun,43821,2019,December,22,4:25PM,Philadelphia Eagles,Dallas Cowboys,17,9,431,0,311,1,FALSE,"32.904895,-97.035901","39.907366,-75.178274",32.904895,-97.035901,39.907366,-75.178274,Philadelphia Eagles,Dallas Cowboys, Lincoln Financial Field,No,Desso GrassMaster,7,7,1303.931505
2019_16_KC_CHI,16,Sun,43821,2019,December,22,8:20PM,Kansas City Chiefs,Chicago Bears,26,3,350,0,234,0,TRUE,"39.048172,-94.483084","42.256007,-87.895355",39.048172,-94.483084,42.256007,-87.895355,Chicago Bears,Kansas City Chiefs,Soldier Field,No,Kentucky Bluegrass,7,7,410.144855
2019_16_GB_MIN,16,Mon,43822,2019,December,23,8:15PM,Green Bay Packers,Minnesota Vikings,23,10,383,3,139,1,TRUE,"44.501135,-88.062284","44.974552,-93.25975",44.501135,-88.062284,44.974552,-93.25975,Minnesota Vikings,Green Bay Packers,U.S. Bank Stadium,Closed,UBU Speed Series S5-M (turf),8,8,257.1311809
2019_17_ATL_TB,17,Sun,43828,2019,December,29,1:00PM,Atlanta Falcons,Tampa Bay Buccaneers,28,22,373,1,329,3,TRUE,"33.755141,-84.401023","27.979836,-82.49501",33.755141,-84.401023,27.979836,-82.49501,Tampa Bay Buccaneers,Atlanta Falcons,Raymond James Stadium,No,Bermuda Grass,8,7,414.7095233
2019_17_NYJ_BUF,17,Sun,43828,2019,December,29,1:00PM,New York Jets,Buffalo Bills,13,6,271,1,309,3,TRUE,"40.813677,-74.082884","42.773773,-78.787460",40.813677,-74.082884,42.773773,-78.78746,Buffalo Bills,New York Jets,Bills Stadium,No,A-Turf Titan,8,7,277.5567372
2019_17_NO_CAR,17,Sun,43828,2019,December,29,1:00PM,New Orleans Saints,Carolina Panthers,42,10,379,0,329,3,TRUE,"29.951439,-90.081970","35.225647,-80.851339",29.951439,-90.08197,35.225647,-80.851339,Carolina Panthers,New Orleans Saints,Bank of America Stadium,No,FieldTurf,7,7,648.7837556
2019_17_CHI_MIN,17,Sun,43828,2019,December,29,1:00PM,Chicago Bears,Minnesota Vikings,21,19,337,1,300,3,TRUE,"42.256007,-87.895355","44.974552,-93.25975",42.256007,-87.895355,44.974552,-93.25975,Minnesota Vikings,Chicago Bears,U.S. Bank Stadium,Closed,UBU Speed Series S5-M (turf),6,7,327.4342834
2019_17_CLE_CIN,17,Sun,43828,2019,December,29,1:00PM,Cincinnati Bengals,Cleveland Browns,33,23,361,1,313,3,FALSE,"41.506035,-81.700058","39.096375,-84.516402",41.506035,-81.700058,39.096375,-84.516402,Cincinnati Bengals,Cleveland Browns,Paul Brown Stadium,No,UBU Speed Series S5-M Synthetic Turf,7,7,223.0054308
2019_17_GB_DET,17,Sun,43828,2019,December,29,1:00PM,Green Bay Packers,Detroit Lions,23,20,432,1,305,1,TRUE,"44.501135,-88.062284","42.339997,-83.045509",44.501135,-88.062284,42.339997,-83.045509,Detroit Lions,Green Bay Packers,Ford Field,Closed,FieldTurf Classic HD,7,6,292.6340725
2019_17_LAC_KC,17,Sun,43828,2019,December,29,1:00PM,Kansas City Chiefs,Los Angeles Chargers,31,21,336,1,366,2,FALSE,"33.864219,-118.260995","39.048172,-94.483084",33.864219,-118.260995,39.048172,-94.483084,Kansas City Chiefs,Los Angeles Chargers,Arrowhead Stadium,No,Bermuda Grass,7,7,1364.664077
2019_17_MIA_NE,17,Sun,43828,2019,December,29,1:00PM,Miami Dolphins,New England Patriots,27,24,389,0,352,2,TRUE,"25.957866,-80.23877","42.090936,-71.264362",25.957866,-80.23877,42.090936,-71.264362,New England Patriots,Miami Dolphins,Gillette Stadium,No,FieldTurf CORE,8,7,1225.690035
2019_17_IND_JAX,17,Sun,43828,2019,December,29,4:25PM,Jacksonville Jaguars,Indianapolis Colts,38,20,353,1,275,2,FALSE,"39.725523,-86.269762","30.323721,-81.635996",39.725523,-86.269762,30.323721,-81.635996,Jacksonville Jaguars,Indianapolis Colts,TIAA Bank Field,No,Bermuda Grass,7,7,700.2338187
2019_17_ARI_LV,17,Sun,43828,2019,December,29,4:25PM,Los Angeles Rams,Arizona Cardinals,31,24,424,0,393,5,FALSE,"33.5276,-112.2626","33.864219,-118.260995",33.5276,-112.2626,33.864219,-118.260995,Los Angeles Rams,Arizona Cardinals,SoFi Stadium,Closed,Hellas Matrix Turf,8,7,345.5528501
2019_17_WAS_DAL,17,Sun,43828,2019,December,29,4:25PM,Dallas Cowboys,Washington Redskins,47,16,517,1,271,2,FALSE,"39.026703,-77.444067","32.904895,-97.035901",39.026703,-77.444067,32.904895,-97.035901,Dallas Cowboys,Washington Redskins,AT&T Stadium,Retractable,Hellas Matrix Turf,7,7,1171.436949
2019_17_OAK_DEN,17,Sun,43828,2019,December,29,4:25PM,Denver Broncos,Oakland Raiders,16,15,238,1,477,1,FALSE,"37.751605,-122.200485","39.579126,-104.830049",37.751605,-122.200485,39.579126,-104.830049,Denver Broncos,Oakland Raiders,Empower Field at Mile High,No,Kentucky Bluegrass,7,7,944.0690396
2019_17_TEN_HOU,17,Sun,43828,2019,December,29,4:25PM,Tennessee Titans,Houston Texans,35,14,467,0,301,1,TRUE,"36.199207,-86.80447","29.684873,-95.410645",36.199207,-86.80447,29.684873,-95.410645,Houston Texans,Tennessee Titans,NRG Stadium,Retractable,Hellas Matrix Turf,8,7,671.4670224
2019_17_PHI_NYG,17,Sun,43828,2019,December,29,4:25PM,Philadelphia Eagles,New York Giants,34,17,400,0,397,2,TRUE,"39.907366,-75.178274","40.813677,-74.082884",39.907366,-75.178274,40.813677,-74.082884,New York Giants,Philadelphia Eagles,MetLife Stadium,No,UBU Sports Speed Series S5-M,7,7,85.12842911
2019_17_PIT_BAL,17,Sun,43828,2019,December,29,4:25PM,Baltimore Ravens,Pittsburgh Steelers,28,10,304,2,168,2,FALSE,"40.446739,-80.015837","39.397151,-76.835177",40.446739,-80.015837,39.397151,-76.835177,Baltimore Ravens,Pittsburgh Steelers,M&T Bank Stadium,No,Bermuda,7,7,183.464804
2019_17_SEA_SF,17,Sun,43828,2019,December,29,8:20PM,San Francisco 49ers,Seattle Seahawks,26,21,398,0,348,0,TRUE,"37.40289,-121.96784","47.593177,-122.331764",37.40289,-121.96784,47.593177,-122.331764,Seattle Seahawks,San Francisco 49ers,CenturyLink Field,No,FieldTurf Revolution 360,7,8,704.3223533
2019_18_BUF_HOU,WildCard,Sat,43834,2019,January,4,4:35PM,Houston Texans,Buffalo Bills,22,19,360,1,425,1,FALSE,"42.773773,-78.787460","29.684873,-95.410645",42.773773,-78.78746,29.684873,-95.410645,Houston Texans,Buffalo Bills,NRG Stadium,Retractable,Hellas Matrix Turf,6,6,1290.09462
2019_18_TEN_NE,WildCard,Sat,43834,2019,January,4,8:15PM,Tennessee Titans,New England Patriots,20,13,272,1,307,2,TRUE,"36.199207,-86.80447","42.090936,-71.264362",36.199207,-86.80447,42.090936,-71.264362,New England Patriots,Tennessee Titans,Gillette Stadium,No,FieldTurf CORE,6,6,924.9926614
2019_18_MIN_NO,WildCard,Sun,43835,2019,January,5,1:05PM,Minnesota Vikings,New Orleans Saints,26,20,362,1,324,2,TRUE,"44.974552,-93.25975","29.951439,-90.081970",44.974552,-93.25975,29.951439,-90.08197,New Orleans Saints,Minnesota Vikings,Mercedes-Benz Superdome,Closed,FieldTurf Revolution 360,7,7,1052.294627
2019_18_SF_PHI,WildCard,Sun,43835,2019,January,5,4:40PM,Seattle Seahawks,Philadelphia Eagles,17,9,382,0,282,0,TRUE,"47.593177,-122.331764","39.907366,-75.178274",47.593177,-122.331764,39.907366,-75.178274,Philadelphia Eagles,Seattle Seahawks, Lincoln Financial Field,No,Desso GrassMaster,7,7,2374.134208
2019_19_MIN_SEA,Division,Sat,43841,2019,January,11,4:35PM,San Francisco 49ers,Minnesota Vikings,27,10,308,2,147,2,FALSE,"44.974552,-93.25975","37.40289,-121.96784",44.974552,-93.25975,37.40289,-121.96784,San Francisco 49ers,Minnesota Vikings,Levi's Stadium,No,Bermuda Grass and Perennial Ryegrass mixture,13,6,1571.848578
2019_19_TEN_BAL,Division,Sat,43841,2019,January,11,8:15PM,Tennessee Titans,Baltimore Ravens,28,12,300,0,530,3,TRUE,"36.199207,-86.80447","39.397151,-76.835177",36.199207,-86.80447,39.397151,-76.835177,Baltimore Ravens,Tennessee Titans,M&T Bank Stadium,No,Bermuda,13,7,586.9981578
2019_19_HOU_KC,Division,Sun,43842,2019,January,12,3:05PM,Kansas City Chiefs,Houston Texans,51,31,434,1,442,1,FALSE,"29.684873,-95.410645","39.048172,-94.483084",29.684873,-95.410645,39.048172,-94.483084,Kansas City Chiefs,Houston Texans,Arrowhead Stadium,No,Bermuda Grass,14,8,649.0889896
2019_19_SF_GB,Division,Sun,43842,2019,January,12,6:40PM,Green Bay Packers,Seattle Seahawks,28,23,344,0,375,0,FALSE,"47.593177,-122.331764","44.501135,-88.062284",47.593177,-122.331764,44.501135,-88.062284,Green Bay Packers,Seattle Seahawks,Lambeau Field,No,Desso GrassMaster,14,7,1643.614627
2019_20_TEN_KC,ConfChamp,Sun,43849,2019,January,19,3:05PM,Kansas City Chiefs,Tennessee Titans,35,24,404,0,295,0,FALSE,"36.199207,-86.80447","39.048172,-94.483084",36.199207,-86.80447,39.048172,-94.483084,Kansas City Chiefs,Tennessee Titans,Arrowhead Stadium,No,Bermuda Grass,7,8,463.8132641
2019_20_GB_SEA,ConfChamp,Sun,43849,2019,January,19,6:40PM,San Francisco 49ers,Green Bay Packers,37,20,354,0,358,3,FALSE,"44.501135,-88.062284","37.40289,-121.96784",44.501135,-88.062284,37.40289,-121.96784,San Francisco 49ers,Green Bay Packers,Levi's Stadium,No,Bermuda Grass and Perennial Ryegrass mixture,8,7,1821.559318
2019_21_SEA_KC,SuperBowl,Sun,43863,2019,February,2,6:30PM,Kansas City Chiefs,San Francisco 49ers,31,20,397,2,351,2,FALSE,"37.40289,-121.96784","39.048172,-94.483084",37.40289,-121.96784,39.048172,-94.483084,Kansas City Chiefs,San Francisco 49ers,Neutral Site,Neutral Site,Neutral Site,14,14,1490.473983
2020_01_HOU_KC,1,Thu,44084,2020,September,10,8:20PM,Kansas City Chiefs,Houston Texans,34,20,369,0,360,1,FALSE,"29.684873,-95.410645","39.048172,-94.483084",29.684873,-95.410645,39.048172,-94.483084,Kansas City Chiefs,Houston Texans,Arrowhead Stadium,No,Bermuda Grass,0,0,649.0889896
2020_01_SF_ATL,1,Sun,44087,2020,September,13,1:00PM,Seattle Seahawks,Atlanta Falcons,38,25,383,0,506,2,TRUE,"47.593177,-122.331764","33.755141,-84.401023",47.593177,-122.331764,33.755141,-84.401023,Atlanta Falcons,Seattle Seahawks,Mercedes-Benz Stadium,Retractable,FieldTurfCORE,0,0,2177.273592
2020_01_NYJ_BUF,1,Sun,44087,2020,September,13,1:00PM,Buffalo Bills,New York Jets,27,17,404,2,254,2,FALSE,"40.813677,-74.082884","42.773773,-78.787460",40.813677,-74.082884,42.773773,-78.78746,Buffalo Bills,New York Jets,Bills Stadium,No,A-Turf Titan,0,0,277.5567372
2020_01_LA_CAR,1,Sun,44087,2020,September,13,1:00PM,Las Vegas Raiders,Carolina Panthers,34,30,372,0,388,0,TRUE,"36.088763,-115.184504","35.225647,-80.851339",36.088763,-115.184504,35.225647,-80.851339,Carolina Panthers,Las Vegas Raiders,Bank of America Stadium,No,FieldTurf,0,0,1918.311285
2020_01_CHI_DET,1,Sun,44087,2020,September,13,1:00PM,Chicago Bears,Detroit Lions,27,23,363,0,426,1,TRUE,"42.256007,-87.895355","42.339997,-83.045509",42.256007,-87.895355,42.339997,-83.045509,Detroit Lions,Chicago Bears,Ford Field,Closed,FieldTurf Classic HD,0,0,247.8865719
