game_id,Week,Day,Date,Year,Month,Day,Time,Winner/tie,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL,loser_is_home,start_latlong,end_latlong,start_lat,start_long,end_lat,end_long,Home,Away,Stadium,Dome,Grass,HOME_day_since_last_game,AWAY_day_since_last_game,Distance
2021_06_TB_PHI,6,Thu,44483,2021,October,14,8:20PM,Tampa Bay Buccaneers,Philadelphia Eagles,28,22,399,1,213,1,TRUE,"27.979836,-82.49501","39.907366,-75.178274",27.979836,-82.49501,39.907366,-75.178274,Philadelphia Eagles,Tampa Bay Buccaneers, Lincoln Financial Field,No,Desso GrassMaster,4,4,923.8345786
2021_06_MIA_JAX,6,Sun,44486,2021,October,17,9:30AM,Jacksonville Jaguars,Miami Dolphins,23,20,396,1,431,1,FALSE,"25.957866,-80.23877","30.323721,-81.635996",25.957866,-80.23877,30.323721,-81.635996,Jacksonville Jaguars,Miami Dolphins,TIAA Bank Field,No,Bermuda Grass,7,7,313.4223618
2021_06_MIN_CAR,6,Sun,44486,2021,October,17,1:00PM,Minnesota Vikings,Carolina Panthers,34,28,571,1,306,3,TRUE,"44.974552,-93.25975","35.225647,-80.851339",44.974552,-93.25975,35.225647,-80.851339,Carolina Panthers,Minnesota Vikings,Bank of America Stadium,No,FieldTurf,7,7,937.9942384
2021_06_GB_CHI,6,Sun,44486,2021,October,17,1:00PM,Green Bay Packers,Chicago Bears,24,14,323,0,277,1,TRUE,"44.501135,-88.062284","42.256007,-87.895355",44.501135,-88.062284,42.256007,-87.895355,Chicago Bears,Green Bay Packers,Soldier Field,No,Kentucky Bluegrass,7,7,155.3495515
2021_06_CIN_DET,6,Sun,44486,2021,October,17,1:00PM,Cincinnati Bengals,Detroit Lions,34,11,398,1,228,1,TRUE,"39.096375,-84.516402","42.339997,-83.045509",39.096375,-84.516402,42.339997,-83.045509,Detroit Lions,Cincinnati Bengals,Ford Field,Closed,FieldTurf Classic HD,7,7,236.9691859
2021_06_HOU_IND,6,Sun,44486,2021,October,17,1:00PM,Indianapolis Colts,Houston Texans,31,3,388,0,353,3,FALSE,"29.684873,-95.410645","39.725523,-86.269762",29.684873,-95.410645,39.725523,-86.269762,Indianapolis Colts,Houston Texans,Lucas Oil Stadium,Retractable,Shaw Sports Momentum Pro,6,7,865.4403537
2021_06_KC_WAS,6,Sun,44486,2021,October,17,1:00PM,Kansas City Chiefs,Washington Football Team,31,13,499,3,276,2,TRUE,"39.048172,-94.483084","39.026703,-77.444067",39.048172,-94.483084,39.026703,-77.444067,Washington Football Team,Kansas City Chiefs,FedExField,No,Bermuda Grass,7,7,913.093558
2021_06_LV_NYG,6,Sun,44486,2021,October,17,1:00PM,Los Angeles Rams,New York Giants,38,11,365,2,261,4,TRUE,"33.864219,-118.260995","40.813677,-74.082884",33.864219,-118.260995,40.813677,-74.082884,New York Giants,Los Angeles Rams,MetLife Stadium,No,UBU Sports Speed Series S5-M,7,10,2447.368281
2021_06_LAC_BAL,6,Sun,44486,2021,October,17,1:00PM,Baltimore Ravens,Los Angeles Chargers,34,6,327,2,208,1,FALSE,"33.864219,-118.260995","39.397151,-76.835177",33.864219,-118.260995,39.397151,-76.835177,Baltimore Ravens,Los Angeles Chargers,M&T Bank Stadium,No,Bermuda,6,7,2308.042132
2021_06_ARI_CLE,6,Sun,44486,2021,October,17,4:05PM,Arizona Cardinals,Cleveland Browns,37,14,352,0,290,3,TRUE,"33.5276,-112.2626","41.506035,-81.700058",33.5276,-112.2626,41.506035,-81.700058,Cleveland Browns,Arizona Cardinals,First Energy Stadium,No,Kentucky Bluegrass,7,7,1752.606594
2021_06_DAL_NE,6,Sun,44486,2021,October,17,4:25PM,Dallas Cowboys,New England Patriots,35,29,567,2,335,2,TRUE,"32.904895,-97.035901","42.090936,-71.264362",32.904895,-97.035901,42.090936,-71.264362,New England Patriots,Dallas Cowboys,Gillette Stadium,No,FieldTurf CORE,7,7,1540.827846
2021_06_LA_DEN,6,Sun,44486,2021,October,17,4:25PM,Las Vegas Raiders,Denver Broncos,34,24,426,0,421,4,TRUE,"36.088763,-115.184504","39.579126,-104.830049",36.088763,-115.184504,39.579126,-104.830049,Denver Broncos,Las Vegas Raiders,Empower Field at Mile High,No,Kentucky Bluegrass,7,7,613.8556408
2021_06_SF_PIT,6,Sun,44486,2021,October,17,8:20PM,Pittsburgh Steelers,Seattle Seahawks,23,20,345,1,309,1,FALSE,"47.593177,-122.331764","40.446739,-80.015837",47.593177,-122.331764,40.446739,-80.015837,Pittsburgh Steelers,Seattle Seahawks,Heinz Field,No,Kentucky Bluegrass,7,10,2131.55279
2021_06_BUF_TEN,6,Mon,44487,2021,October,18,8:15PM,Tennessee Titans,Buffalo Bills,34,31,362,1,417,1,FALSE,"42.773773,-78.787460","36.199207,-86.80447",42.773773,-78.78746,36.199207,-86.80447,Tennessee Titans,Buffalo Bills,Nissan Stadium,No,Bermuda Grass,8,8,623.2007264
2021_07_DEN_CLE,7,Thu,44490,2021,October,21,8:20PM,Cleveland Browns,Denver Broncos,17,14,376,0,223,1,FALSE,"39.579126,-104.830049","41.506035,-81.700058",39.579126,-104.830049,41.506035,-81.700058,Cleveland Browns,Denver Broncos,First Energy Stadium,No,Kentucky Bluegrass,4,4,1218.054217
2021_07_ATL_MIA,7,Sun,44493,2021,October,24,1:00PM,Atlanta Falcons,Miami Dolphins,30,28,397,2,413,2,TRUE,"33.755141,-84.401023","25.957866,-80.23877",33.755141,-84.401023,25.957866,-80.23877,Miami Dolphins,Atlanta Falcons,Hard Rock Stadium,No,Bermuda Grass,7,14,593.5063626
2021_07_CAR_NYG,7,Sun,44493,2021,October,24,1:00PM,New York Giants,Carolina Panthers,25,3,302,0,173,1,FALSE,"35.225647,-80.851339","40.813677,-74.082884",35.225647,-80.851339,40.813677,-74.082884,New York Giants,Carolina Panthers,MetLife Stadium,No,UBU Sports Speed Series S5-M,7,7,533.3260804
2021_07_CIN_BAL,7,Sun,44493,2021,October,24,1:00PM,Cincinnati Bengals,Baltimore Ravens,41,17,520,1,393,0,TRUE,"39.096375,-84.516402","39.397151,-76.835177",39.096375,-84.516402,39.397151,-76.835177,Baltimore Ravens,Cincinnati Bengals,M&T Bank Stadium,No,Bermuda,7,7,411.4060447
2021_07_WAS_GB,7,Sun,44493,2021,October,24,1:00PM,Green Bay Packers,Washington Football Team,24,10,304,1,430,2,FALSE,"39.026703,-77.444067","44.501135,-88.062284",39.026703,-77.444067,44.501135,-88.062284,Green Bay Packers,Washington Football Team,Lambeau Field,No,Desso GrassMaster,7,7,664.3577776
2021_07_KC_TEN,7,Sun,44493,2021,October,24,1:00PM,Tennessee Titans,Kansas City Chiefs,27,3,369,1,334,3,FALSE,"39.048172,-94.483084","36.199207,-86.80447",39.048172,-94.483084,36.199207,-86.80447,Tennessee Titans,Kansas City Chiefs,Nissan Stadium,No,Bermuda Grass,6,7,463.8132641
2021_07_NYJ_NE,7,Sun,44493,2021,October,24,1:00PM,New England Patriots,New York Jets,54,13,551,0,299,3,FALSE,"40.813677,-74.082884","42.090936,-71.264362",40.813677,-74.082884,42.090936,-71.264362,New England Patriots,New York Jets,Gillette Stadium,No,FieldTurf CORE,7,14,170.5505407
2021_07_DET_LV,7,Sun,44493,2021,October,24,4:05PM,Los Angeles Rams,Detroit Lions,28,19,374,0,415,2,FALSE,"42.339997,-83.045509","33.864219,-118.260995",42.339997,-83.045509,33.864219,-118.260995,Los Angeles Rams,Detroit Lions,SoFi Stadium,Closed,Hellas Matrix Turf,7,7,1986.227806
2021_07_PHI_LA,7,Sun,44493,2021,October,24,4:05PM,Las Vegas Raiders,Philadelphia Eagles,33,22,442,1,358,2,FALSE,"39.907366,-75.178274","36.088763,-115.184504",39.907366,-75.178274,36.088763,-115.184504,Las Vegas Raiders,Philadelphia Eagles,Allegiant Stadium,Closed,Bermuda Grass,7,10,2175.899714
2021_07_CHI_TB,7,Sun,44493,2021,October,24,4:25PM,Tampa Bay Buccaneers,Chicago Bears,38,3,408,1,311,5,FALSE,"42.256007,-87.895355","27.979836,-82.49501",42.256007,-87.895355,27.979836,-82.49501,Tampa Bay Buccaneers,Chicago Bears,Raymond James Stadium,No,Bermuda Grass,10,7,1031.934172
2021_07_HOU_ARI,7,Sun,44493,2021,October,24,4:25PM,Arizona Cardinals,Houston Texans,31,5,397,1,160,1,FALSE,"29.684873,-95.410645","33.5276,-112.2626",29.684873,-95.410645,33.5276,-112.2626,Arizona Cardinals,Houston Texans,State Farm Stadium,Retractable,Bermuda Grass,7,7,1025.238131
2021_07_IND_SEA,7,Sun,44493,2021,October,24,8:20PM,Indianapolis Colts,San Francisco 49ers,30,18,295,2,280,4,TRUE,"39.725523,-86.269762","37.40289,-121.96784",39.725523,-86.269762,37.40289,-121.96784,San Francisco 49ers,Indianapolis Colts,Levi's Stadium,No,Bermuda Grass and Perennial Ryegrass mixture,14,7,1922.51081
2021_07_NO_SF,7,Mon,44494,2021,October,25,8:15PM,New Orleans Saints,Seattle Seahawks,13,10,304,1,219,0,TRUE,"29.951439,-90.081970","47.593177,-122.331764",29.951439,-90.08197,47.593177,-122.331764,Seattle Seahawks,New Orleans Saints,CenturyLink Field,No,FieldTurf Revolution 360,8,15,2097.98999
2021_08_GB_ARI,8,Thu,44497,2021,October,28,8:20PM,Green Bay Packers,Arizona Cardinals,24,21,335,0,334,3,TRUE,"44.501135,-88.062284","33.5276,-112.2626",44.501135,-88.062284,33.5276,-112.2626,Arizona Cardinals,Green Bay Packers,State Farm Stadium,Retractable,Bermuda Grass,4,4,1495.779803
2021_08_CAR_ATL,8,Sun,44500,2021,October,31,1:00PM,Carolina Panthers,Atlanta Falcons,19,13,332,1,213,2,TRUE,"35.225647,-80.851339","33.755141,-84.401023",35.225647,-80.851339,33.755141,-84.401023,Atlanta Falcons,Carolina Panthers,Mercedes-Benz Stadium,Retractable,FieldTurfCORE,7,7,226.2237428
2021_08_MIA_BUF,8,Sun,44500,2021,October,31,1:00PM,Buffalo Bills,Miami Dolphins,26,11,351,0,262,2,FALSE,"25.957866,-80.23877","42.773773,-78.787460",25.957866,-80.23877,42.773773,-78.78746,Buffalo Bills,Miami Dolphins,Bills Stadium,No,A-Turf Titan,13,7,1164.760209
2021_08_SEA_CHI,8,Sun,44500,2021,October,31,1:00PM,San Francisco 49ers,Chicago Bears,33,22,467,0,324,1,TRUE,"37.40289,-121.96784","42.256007,-87.895355",37.40289,-121.96784,42.256007,-87.895355,Chicago Bears,San Francisco 49ers,Soldier Field,No,Kentucky Bluegrass,7,7,1826.132596
2021_08_CIN_NYJ,8,Sun,44500,2021,October,31,1:00PM,New York Jets,Cincinnati Bengals,34,31,511,3,318,1,FALSE,"39.096375,-84.516402","40.813677,-74.082884",39.096375,-84.516402,40.813677,-74.082884,New York Jets,Cincinnati Bengals,MetLife Stadium,No,UBU Sports Speed Series S5-M,7,7,564.8184528
2021_08_PIT_CLE,8,Sun,44500,2021,October,31,1:00PM,Pittsburgh Steelers,Cleveland Browns,15,10,370,0,306,1,TRUE,"40.446739,-80.015837","41.506035,-81.700058",40.446739,-80.015837,41.506035,-81.700058,Cleveland Browns,Pittsburgh Steelers,First Energy Stadium,No,Kentucky Bluegrass,10,14,114.3437731
2021_08_TEN_IND,8,Sun,44500,2021,October,31,1:00PM,Tennessee Titans,Indianapolis Colts,34,31,340,2,307,3,TRUE,"36.199207,-86.80447","39.725523,-86.269762",36.199207,-86.80447,39.725523,-86.269762,Indianapolis Colts,Tennessee Titans,Lucas Oil Stadium,Retractable,Shaw Sports Momentum Pro,7,7,245.3782111
2021_08_PHI_DET,8,Sun,44500,2021,October,31,1:00PM,Philadelphia Eagles,Detroit Lions,44,6,350,0,228,1,TRUE,"39.907366,-75.178274","42.339997,-83.045509",39.907366,-75.178274,42.339997,-83.045509,Detroit Lions,Philadelphia Eagles,Ford Field,Closed,FieldTurf Classic HD,7,7,442.4009056
2021_08_LV_HOU,8,Sun,44500,2021,October,31,1:00PM,Los Angeles Rams,Houston Texans,38,22,467,0,323,1,TRUE,"33.864219,-118.260995","29.684873,-95.410645",33.864219,-118.260995,29.684873,-95.410645,Houston Texans,Los Angeles Rams,NRG Stadium,Retractable,Hellas Matrix Turf,7,7,1369.830703
2021_08_JAX_SF,8,Sun,44500,2021,October,31,4:05PM,Seattle Seahawks,Jacksonville Jaguars,31,7,229,0,309,1,FALSE,"30.323721,-81.635996","47.593177,-122.331764",30.323721,-81.635996,47.593177,-122.331764,Seattle Seahawks,Jacksonville Jaguars,CenturyLink Field,No,FieldTurf Revolution 360,6,14,2452.568609
2021_08_NE_LAC,8,Sun,44500,2021,October,31,4:05PM,New England Patriots,Los Angeles Chargers,27,24,352,1,369,2,TRUE,"42.090936,-71.264362","33.864219,-118.260995",42.090936,-71.264362,33.864219,-118.260995,Los Angeles Chargers,New England Patriots,SoFi Stadium,Closed,Hellas Matrix Turf,14,7,2588.190896
2021_08_TB_NO,8,Sun,44500,2021,October,31,4:25PM,New Orleans Saints,Tampa Bay Buccaneers,36,27,361,0,421,3,FALSE,"27.979836,-82.49501","29.951439,-90.081970",27.979836,-82.49501,29.951439,-90.08197,New Orleans Saints,Tampa Bay Buccaneers,Mercedes-Benz Superdome,Closed,FieldTurf Revolution 360,6,7,478.3212915
2021_08_WAS_DEN,8,Sun,44500,2021,October,31,4:25PM,Denver Broncos,Washington Football Team,17,10,273,1,342,2,FALSE,"39.026703,-77.444067","39.579126,-104.830049",39.026703,-77.444067,39.579126,-104.830049,Denver Broncos,Washington Football Team,Empower Field at Mile High,No,Kentucky Bluegrass,10,7,1459.009468
2021_08_DAL_MIN,8,Sun,44500,2021,October,31,8:20PM,Dallas Cowboys,Minnesota Vikings,20,16,419,2,278,0,TRUE,"32.904895,-97.035901","44.974552,-93.25975",32.904895,-97.035901,44.974552,-93.25975,Minnesota Vikings,Dallas Cowboys,U.S. Bank Stadium,Closed,UBU Speed Series S5-M (turf),14,14,858.002535
2021_08_NYG_KC,8,Mon,44501,2021,November,1,8:15PM,Kansas City Chiefs,New York Giants,20,17,368,2,300,1,FALSE,"40.813677,-74.082884","39.048172,-94.483084",40.813677,-74.082884,39.048172,-94.483084,Kansas City Chiefs,New York Giants,Arrowhead Stadium,No,Bermuda Grass,8,8,1085.220796
2021_09_NYJ_IND,9,Thu,44504,2021,November,4,8:20PM,Indianapolis Colts,New York Jets,45,30,532,0,486,2,FALSE,"40.813677,-74.082884","39.725523,-86.269762",40.813677,-74.082884,39.725523,-86.269762,Indianapolis Colts,New York Jets,Lucas Oil Stadium,Retractable,Shaw Sports Momentum Pro,4,4,646.3298187
2021_09_ATL_NO,9,Sun,44507,2021,November,7,1:00PM,Atlanta Falcons,New Orleans Saints,27,25,366,0,376,1,TRUE,"33.755141,-84.401023","29.951439,-90.081970",33.755141,-84.401023,29.951439,-90.08197,New Orleans Saints,Atlanta Falcons,Mercedes-Benz Superdome,Closed,FieldTurf Revolution 360,7,7,424.3979381
2021_09_BUF_JAX,9,Sun,44507,2021,November,7,1:00PM,Jacksonville Jaguars,Buffalo Bills,9,6,218,1,301,3,FALSE,"42.773773,-78.787460","30.323721,-81.635996",42.773773,-78.78746,30.323721,-81.635996,Jacksonville Jaguars,Buffalo Bills,TIAA Bank Field,No,Bermuda Grass,7,7,874.4748745
2021_09_DEN_DAL,9,Sun,44507,2021,November,7,1:00PM,Denver Broncos,Dallas Cowboys,30,16,407,0,290,2,TRUE,"39.579126,-104.830049","32.904895,-97.035901",39.579126,-104.830049,32.904895,-97.035901,Dallas Cowboys,Denver Broncos,AT&T Stadium,Retractable,Hellas Matrix Turf,7,7,632.9618507
2021_09_MIN_BAL,9,Sun,44507,2021,November,7,1:00PM,Baltimore Ravens,Minnesota Vikings,34,31,500,2,318,0,FALSE,"44.974552,-93.25975","39.397151,-76.835177",44.974552,-93.25975,39.397151,-76.835177,Baltimore Ravens,Minnesota Vikings,M&T Bank Stadium,No,Bermuda,14,7,922.7386493
2021_09_NE_CAR,9,Sun,44507,2021,November,7,1:00PM,New England Patriots,Carolina Panthers,24,6,273,2,240,3,TRUE,"42.090936,-71.264362","35.225647,-80.851339",42.090936,-71.264362,35.225647,-80.851339,Carolina Panthers,New England Patriots,Bank of America Stadium,No,FieldTurf,7,7,700.9829869
2021_09_CLE_CIN,9,Sun,44507,2021,November,7,1:00PM,Cleveland Browns,Cincinnati Bengals,41,16,361,0,348,3,TRUE,"41.506035,-81.700058","39.096375,-84.516402",41.506035,-81.700058,39.096375,-84.516402,Cincinnati Bengals,Cleveland Browns,Paul Brown Stadium,No,UBU Speed Series S5-M Synthetic Turf,7,7,223.0054308
2021_09_HOU_MIA,9,Sun,44507,2021,November,7,1:00PM,Miami Dolphins,Houston Texans,17,9,262,5,272,4,FALSE,"29.684873,-95.410645","25.957866,-80.23877",29.684873,-95.410645,25.957866,-80.23877,Miami Dolphins,Houston Texans,Hard Rock Stadium,No,Bermuda Grass,7,7,961.3391531
2021_09_LA_NYG,9,Sun,44507,2021,November,7,1:00PM,New York Giants,Las Vegas Raiders,23,16,247,1,403,3,FALSE,"36.088763,-115.184504","40.813677,-74.082884",36.088763,-115.184504,40.813677,-74.082884,New York Giants,Las Vegas Raiders,MetLife Stadium,No,UBU Sports Speed Series S5-M,6,14,2227.216995
2021_09_LAC_PHI,9,Sun,44507,2021,November,7,4:05PM,Los Angeles Chargers,Philadelphia Eagles,27,24,445,0,331,0,TRUE,"33.864219,-118.260995","39.907366,-75.178274",33.864219,-118.260995,39.907366,-75.178274,Philadelphia Eagles,Los Angeles Chargers, Lincoln Financial Field,No,Desso GrassMaster,7,7,2393.671463
2021_09_ARI_SEA,9,Sun,44507,2021,November,7,4:25PM,Arizona Cardinals,San Francisco 49ers,31,17,437,0,337,3,TRUE,"33.5276,-112.2626","37.40289,-121.96784",33.5276,-112.2626,37.40289,-121.96784,San Francisco 49ers,Arizona Cardinals,Levi's Stadium,No,Bermuda Grass and Perennial Ryegrass mixture,7,10,607.8253008
2021_09_GB_KC,9,Sun,44507,2021,November,7,4:25PM,Kansas City Chiefs,Green Bay Packers,13,7,237,0,301,2,FALSE,"44.501135,-88.062284","39.048172,-94.483084",44.501135,-88.062284,39.048172,-94.483084,Kansas City Chiefs,Green Bay Packers,Arrowhead Stadium,No,Bermuda Grass,6,10,501.0792979
2021_09_TEN_LV,9,Sun,44507,2021,November,7,8:20PM,Tennessee Titans,Los Angeles Rams,28,16,194,1,347,2,TRUE,"36.199207,-86.80447","33.864219,-118.260995",36.199207,-86.80447,33.864219,-118.260995,Los Angeles Rams,Tennessee Titans,SoFi Stadium,Closed,Hellas Matrix Turf,7,7,1779.199384
2021_09_CHI_PIT,9,Mon,44508,2021,November,8,8:15PM,Pittsburgh Steelers,Chicago Bears,29,27,280,1,414,2,FALSE,"42.256007,-87.895355","40.446739,-80.015837",42.256007,-87.895355,40.446739,-80.015837,Pittsburgh Steelers,Chicago Bears,Heinz Field,No,Kentucky Bluegrass,8,8,427.1851989
2021_10_BAL_MIA,10,Thu,44511,2021,November,11,8:20PM,Miami Dolphins,Baltimore Ravens,22,10,350,0,304,2,FALSE,"39.397151,-76.835177","25.957866,-80.23877",39.397151,-76.835177,25.957866,-80.23877,Miami Dolphins,Baltimore Ravens,Hard Rock Stadium,No,Bermuda Grass,4,4,949.2144817
2021_10_ATL_DAL,10,Sun,44514,2021,November,14,1:00PM,Dallas Cowboys,Atlanta Falcons,43,3,431,1,214,3,FALSE,"33.755141,-84.401023","32.904895,-97.035901",33.755141,-84.401023,32.904895,-97.035901,Dallas Cowboys,Atlanta Falcons,AT&T Stadium,Retractable,Hellas Matrix Turf,7,7,731.2968499
2021_10_BUF_NYJ,10,Sun,44514,2021,November,14,1:00PM,Buffalo Bills,New York Jets,45,17,489,2,366,5,TRUE,"42.773773,-78.787460","40.813677,-74.082884",42.773773,-78.78746,40.813677,-74.082884,New York Jets,Buffalo Bills,MetLife Stadium,No,UBU Sports Speed Series S5-M,10,7,277.5567372
2021_10_DET_PIT,10,Sun,44514,2021,November,14,1:00PM,Pittsburgh Steelers,Detroit Lions,16,16,387,3,306,0,FALSE,"42.339997,-83.045509","40.446739,-80.015837",42.339997,-83.045509,40.446739,-80.015837,Pittsburgh Steelers,Detroit Lions,Heinz Field,No,Kentucky Bluegrass,6,14,204.3580361
2021_10_NO_TEN,10,Sun,44514,2021,November,14,1:00PM,Tennessee Titans,New Orleans Saints,23,21,264,0,373,1,FALSE,"29.951439,-90.081970","36.199207,-86.80447",29.951439,-90.08197,36.199207,-86.80447,Tennessee Titans,New Orleans Saints,Nissan Stadium,No,Bermuda Grass,7,7,471.4557335
2021_10_TB_WAS,10,Sun,44514,2021,November,14,1:00PM,Washington Football Team,Tampa Bay Buccaneers,29,19,320,1,273,2,FALSE,"27.979836,-82.49501","39.026703,-77.444067",27.979836,-82.49501,39.026703,-77.444067,Washington Football Team,Tampa Bay Buccaneers,FedExField,No,Bermuda Grass,14,14,816.4745713
2021_10_CLE_NE,10,Sun,44514,2021,November,14,1:00PM,New England Patriots,Cleveland Browns,45,7,452,0,217,1,FALSE,"41.506035,-81.700058","42.090936,-71.264362",41.506035,-81.700058,42.090936,-71.264362,New England Patriots,Cleveland Browns,Gillette Stadium,No,FieldTurf CORE,7,7,538.7076868
2021_10_JAX_IND,10,Sun,44514,2021,November,14,1:00PM,Indianapolis Colts,Jacksonville Jaguars,23,17,295,0,331,1,FALSE,"30.323721,-81.635996","39.725523,-86.269762",30.323721,-81.635996,39.725523,-86.269762,Indianapolis Colts,Jacksonville Jaguars,Lucas Oil Stadium,Retractable,Shaw Sports Momentum Pro,10,7,700.2338187
2021_10_MIN_LAC,10,Sun,44514,2021,November,14,4:05PM,Minnesota Vikings,Los Angeles Chargers,27,20,381,1,253,1,TRUE,"44.974552,-93.25975","33.864219,-118.260995",44.974552,-93.25975,33.864219,-118.260995,Los Angeles Chargers,Minnesota Vikings,SoFi Stadium,Closed,Hellas Matrix Turf,7,7,1530.244089
2021_10_CAR_ARI,10,Sun,44514,2021,November,14,4:05PM,Carolina Panthers,Arizona Cardinals,34,10,341,2,169,2,TRUE,"35.225647,-80.851339","33.5276,-112.2626",35.225647,-80.851339,33.5276,-112.2626,Arizona Cardinals,Carolina Panthers,State Farm Stadium,Retractable,Bermuda Grass,7,7,1787.654186
2021_10_PHI_DEN,10,Sun,44514,2021,November,14,4:25PM,Philadelphia Eagles,Denver Broncos,30,13,386,1,308,1,TRUE,"39.907366,-75.178274","39.579126,-104.830049",39.907366,-75.178274,39.579126,-104.830049,Denver Broncos,Philadelphia Eagles,Empower Field at Mile High,No,Kentucky Bluegrass,7,7,1568.177108
2021_10_SF_GB,10,Sun,44514,2021,November,14,4:25PM,Green Bay Packers,Seattle Seahawks,17,0,393,1,208,2,FALSE,"47.593177,-122.331764","44.501135,-88.062284",47.593177,-122.331764,44.501135,-88.062284,Green Bay Packers,Seattle Seahawks,Lambeau Field,No,Desso GrassMaster,7,14,1643.614627
2021_10_KC_LA,10,Sun,44514,2021,November,14,8:20PM,Kansas City Chiefs,Las Vegas Raiders,41,14,516,1,299,2,TRUE,"39.048172,-94.483084","36.088763,-115.184504",39.048172,-94.483084,36.088763,-115.184504,Las Vegas Raiders,Kansas City Chiefs,Allegiant Stadium,Closed,Bermuda Grass,7,7,1149.388821
2021_10_LV_SEA,10,Mon,44515,2021,November,15,8:15PM,San Francisco 49ers,Los Angeles Rams,31,10,335,0,278,2,FALSE,"33.864219,-118.260995","37.40289,-121.96784",33.864219,-118.260995,37.40289,-121.96784,San Francisco 49ers,Los Angeles Rams,Levi's Stadium,No,Bermuda Grass and Perennial Ryegrass mixture,8,8,321.0467105
2021_11_NE_ATL,11,Thu,44518,2021,November,18,8:20PM,New England Patriots,Atlanta Falcons,25,0,308,1,165,4,TRUE,"42.090936,-71.264362","33.755141,-84.401023",42.090936,-71.264362,33.755141,-84.401023,Atlanta Falcons,New England Patriots,Mercedes-Benz Stadium,Retractable,FieldTurfCORE,4,4,917.0359285
2021_11_IND_BUF,11,Sun,44521,2021,November,21,1:00PM,Indianapolis Colts,Buffalo Bills,41,15,370,0,311,4,TRUE,"39.725523,-86.269762","42.773773,-78.787460",39.725523,-86.269762,42.773773,-78.78746,Buffalo Bills,Indianapolis Colts,Bills Stadium,No,A-Turf Titan,7,7,441.8411537
2021_11_BAL_CHI,11,Sun,44521,2021,November,21,1:00PM,Baltimore Ravens,Chicago Bears,16,13,299,1,353,1,TRUE,"39.397151,-76.835177","42.256007,-87.895355",39.397151,-76.835177,42.256007,-87.895355,Chicago Bears,Baltimore Ravens,Soldier Field,No,Kentucky Bluegrass,13,10,610.5106994
2021_11_HOU_TEN,11,Sun,44521,2021,November,21,1:00PM,Houston Texans,Tennessee Titans,22,13,190,0,420,5,TRUE,"29.684873,-95.410645","36.199207,-86.80447",29.684873,-95.410645,36.199207,-86.80447,Tennessee Titans,Houston Texans,Nissan Stadium,No,Bermuda Grass,7,14,671.4670224
2021_11_SEA_JAX,11,Sun,44521,2021,November,21,1:00PM,San Francisco 49ers,Jacksonville Jaguars,30,10,333,0,200,2,TRUE,"37.40289,-121.96784","30.323721,-81.635996",37.40289,-121.96784,30.323721,-81.635996,Jacksonville Jaguars,San Francisco 49ers,TIAA Bank Field,No,Bermuda Grass,7,6,2346.665314
2021_11_NO_PHI,11,Sun,44521,2021,November,21,1:00PM,Philadelphia Eagles,New Orleans Saints,40,29,380,1,323,3,FALSE,"29.951439,-90.081970","39.907366,-75.178274",29.951439,-90.08197,39.907366,-75.178274,Philadelphia Eagles,New Orleans Saints, Lincoln Financial Field,No,Desso GrassMaster,7,7,1086.365191
2021_11_WAS_CAR,11,Sun,44521,2021,November,21,1:00PM,Washington Football Team,Carolina Panthers,27,21,369,1,297,0,TRUE,"39.026703,-77.444067","35.225647,-80.851339",39.026703,-77.444067,35.225647,-80.851339,Carolina Panthers,Washington Football Team,Bank of America Stadium,No,FieldTurf,7,7,322.7481099
2021_11_DET_CLE,11,Sun,44521,2021,November,21,1:00PM,Cleveland Browns,Detroit Lions,13,10,349,2,245,2,FALSE,"42.339997,-83.045509","41.506035,-81.700058",42.339997,-83.045509,41.506035,-81.700058,Cleveland Browns,Detroit Lions,First Energy Stadium,No,Kentucky Bluegrass,7,7,90.02197394
2021_11_GB_MIN,11,Sun,44521,2021,November,21,1:00PM,Minnesota Vikings,Green Bay Packers,34,31,408,0,467,0,FALSE,"44.501135,-88.062284","44.974552,-93.25975",44.501135,-88.062284,44.974552,-93.25975,Minnesota Vikings,Green Bay Packers,U.S. Bank Stadium,Closed,UBU Speed Series S5-M (turf),7,7,257.1311809
2021_11_MIA_NYJ,11,Sun,44521,2021,November,21,1:00PM,Miami Dolphins,New York Jets,24,17,388,1,380,1,TRUE,"25.957866,-80.23877","40.813677,-74.082884",25.957866,-80.23877,40.813677,-74.082884,New York Jets,Miami Dolphins,MetLife Stadium,No,UBU Sports Speed Series S5-M,7,10,1085.371045
2021_11_CIN_LA,11,Sun,44521,2021,November,21,4:05PM,Cincinnati Bengals,Las Vegas Raiders,32,13,288,1,278,2,TRUE,"39.096375,-84.516402","36.088763,-115.184504",39.096375,-84.516402,36.088763,-115.184504,Las Vegas Raiders,Cincinnati Bengals,Allegiant Stadium,Closed,Bermuda Grass,7,14,1683.746948
2021_11_DAL_KC,11,Sun,44521,2021,November,21,4:25PM,Kansas City Chiefs,Dallas Cowboys,19,9,370,2,276,3,FALSE,"32.904895,-97.035901","39.048172,-94.483084",32.904895,-97.035901,39.048172,-94.483084,Kansas City Chiefs,Dallas Cowboys,Arrowhead Stadium,No,Bermuda Grass,7,7,447.759451
