Date,year,Month,Day,Full_team_name,Team,Player,first_name,last_name,Notes,abbr,id,position,status
9/5/19,2019,September,5,Green Bay Packers,Packers,Darrius Shepherd,Darrius,Shepherd,hamstring injury (out),GB,Darrius-Shepherd-GB-2019,WR,NA
9/5/19,2019,September,5,Green Bay Packers,Packers,Oren Burks,Oren,Burks,chest injury (out),GB,Oren-Burks-GB-2019,LB,Active
9/6/19,2019,September,6,San Francisco 49ers,49ers,Jalen Hurd,Jalen,Hurd,back injury (out),SF,Jalen-Hurd-SF-2019,WR,NA
9/6/19,2019,September,6,San Francisco 49ers,49ers,Jimmie Ward,Jimmie,Ward,hand injury (out),SF,Jimmie-Ward-SF-2019,DB,Active
9/6/19,2019,September,6,San Francisco 49ers,49ers,Trent Taylor,Trent,Taylor,foot injury (out),SF,Trent-Taylor-SF-2019,WR,NA
9/6/19,2019,September,6,Cincinnati Bengals,Bengals,A.J. Green,A.J.,Green,ankle injury (out),CIN,A.J.-Green-CIN-2019,WR,NA
9/6/19,2019,September,6,Cincinnati Bengals,Bengals,Cordy Glenn,Cordy,Glenn,concussion (out),CIN,Cordy-Glenn-CIN-2019,OL,Active
9/6/19,2019,September,6,Cincinnati Bengals,Bengals,Trayveon Williams,Trayveon,Williams,foot injury (out),CIN,Trayveon-Williams-CIN-2019,RB,Active
9/6/19,2019,September,6,Buffalo Bills,Bills,Andre Roberts,Andre,Roberts,quadriceps injury (out),BUF,Andre-Roberts-BUF-2019,WR,Active
9/6/19,2019,September,6,Tampa Bay Buccaneers,Buccaneers,Blaine Gabbert,Blaine,Gabbert,left shoulder injury (out),TB,Blaine-Gabbert-TB-2019,QB,NA
9/6/19,2019,September,6,Tampa Bay Buccaneers,Buccaneers,Justin Evans,Justin,Evans,Achilles injury (out),TB,Justin-Evans-TB-2019,DB,NA
9/6/19,2019,September,6,Arizona Cardinals,Cardinals,Lamont Gaillard,Lamont,Gaillard,knee injury (out),ARI,Lamont-Gaillard-ARI-2019,OL,Active
9/6/19,2019,September,6,Arizona Cardinals,Cardinals,Marcus Gilbert,Marcus,Gilbert,knee injury (out),ARI,Marcus-Gilbert-ARI-2019,OL,NA
9/6/19,2019,September,6,Indianapolis Colts,Colts,Jabaal Sheard,Jabaal,Sheard,knee injury (out),IND,Jabaal-Sheard-IND-2019,DL,Active
9/6/19,2019,September,6,Indianapolis Colts,Colts,Jonathan Williams,Jonathan,Williams,rib injury (out),IND,Jonathan-Williams-IND-2019,RB,Active
9/6/19,2019,September,6,Dallas Cowboys,Cowboys,Darian Thompson,Darian,Thompson,ankle injury (out),DAL,Darian-Thompson-DAL-2019,DB,Active
9/6/19,2019,September,6,Dallas Cowboys,Cowboys,Donovan Wilson,Donovan,Wilson,ankle injury (out),DAL,Donovan-Wilson-DAL-2019,DB,Active
9/6/19,2019,September,6,Dallas Cowboys,Cowboys,Luke Gifford,Luke,Gifford,ankle injury (out),DAL,Luke-Gifford-DAL-2019,LB,NA
9/6/19,2019,September,6,Philadelphia Eagles,Eagles,Jordan Mailata,Jordan,Mailata,back injury (out),PHI,Jordan-Mailata-PHI-2019,OL,NA
9/6/19,2019,September,6,Philadelphia Eagles,Eagles,Kamu Grugier-Hill,Kamu,Grugier-Hill,knee injury (out),PHI,Kamu-Grugier-Hill-PHI-2019,LB,NA
9/6/19,2019,September,6,Philadelphia Eagles,Eagles,Nate Sudfeld,Nate,Sudfeld,left wrist injury (DTD),PHI,Nate-Sudfeld-PHI-2019,QB,Active
9/6/19,2019,September,6,Atlanta Falcons,Falcons,Matt Gono,Matt,Gono,back injury (out),ATL,Matt-Gono-ATL-2019,OL,Active
9/6/19,2019,September,6,New York Giants,Giants,Darius Slayton,Darius,Slayton,hamstring injury (out),NYG,Darius-Slayton-NYG-2019,WR,Active
9/6/19,2019,September,6,New York Giants,Giants,Garrett Dickerson,Garrett,Dickerson,quadriceps injury (out),NYG,Garrett-Dickerson-NYG-2019,TE,Active
9/6/19,2019,September,6,Jacksonville Jaguars,Jaguars,Cedric Ogbuehi,Cedric,Ogbuehi,hamstring injury (out),JAX,Cedric-Ogbuehi-JAX-2019,OL,Active
9/6/19,2019,September,6,Jacksonville Jaguars,Jaguars,Josh Oliver,Josh,Oliver,hamstring injury (out),JAX,Josh-Oliver-JAX-2019,TE,NA
9/6/19,2019,September,6,Carolina Panthers,Panthers,Bruce Irvin,Bruce,Irvin,hamstring injury (out),CAR,Bruce-Irvin-CAR-2019,LB,Active
9/6/19,2019,September,6,Carolina Panthers,Panthers,Greg Little,Greg,Little,concussion (out),CAR,Greg-Little-CAR-2019,OL,NA
9/6/19,2019,September,6,Washington Redskins,Redskins,Colt McCoy,Colt,McCoy,fibula injury (out),WAS,Colt-McCoy-WAS-2019,QB,Active
9/6/19,2019,September,6,Washington Redskins,Redskins,Fabian Moreau,Fabian,Moreau,ankle injury (out),WAS,Fabian-Moreau-WAS-2019,DB,Active
9/6/19,2019,September,6,Seattle Seahawks,Seahawks,David Moore,David,Moore,shoulder injury (out),SEA,David-Moore-SEA-2019,WR,Active
9/6/19,2019,September,6,Seattle Seahawks,Seahawks,Joey Hunt,Joey,Hunt,ankle injury (out),SEA,Joey-Hunt-SEA-2019,OL,Active
9/6/19,2019,September,6,Seattle Seahawks,Seahawks,L.J. Collier,L.J.,Collier,ankle injury (out),SEA,L.J.-Collier-SEA-2019,DL,Active
9/6/19,2019,September,6,Tennessee Titans,Titans,Reggie Gilbert,Reggie,Gilbert,knee injury (out),TEN,Reggie-Gilbert-TEN-2019,LB,Active
9/6/19,2019,September,6,Minnesota Vikings,Vikings,Mike Hughes,Mike,Hughes,knee injury (out),MIN,Mike-Hughes-MIN-2019,DB,NA
9/7/19,2019,September,7,Denver Broncos,Broncos,Andy Janovich,Andy,Janovich,pectoral muscle injury (out),DEN,Andy-Janovich-DEN-2019,RB,NA
9/7/19,2019,September,7,Denver Broncos,Broncos,Joseph Jones,Joe,Jones,triceps injury (out),DEN,Joe-Jones-DEN-2019,LB,Active
9/7/19,2019,September,7,Las Vegas Raiders,Raiders,Gabe Jackson,Gabe,Jackson,knee injury (out),LV,Gabe-Jackson-LV-2019,OL,Active
9/7/19,2019,September,7,New Orleans Saints,Saints,Mario Edwards Jr.,Mario,Edwards,hamstring injury (out),NO,Mario-Edwards-NO-2019,DL,Active
9/7/19,2019,September,7,New Orleans Saints,Saints,Sheldon Rankins,Sheldon,Rankins,Achilles injury (out),NO,Sheldon-Rankins-NO-2019,DL,NA
9/11/19,2019,September,11,Tampa Bay Buccaneers,Buccaneers,Blaine Gabbert,Blaine,Gabbert,left shoulder injury (out),TB,Blaine-Gabbert-TB-2019,QB,NA
9/11/19,2019,September,11,Carolina Panthers,Panthers,Bruce Irvin,Bruce,Irvin,hamstring injury (out),CAR,Bruce-Irvin-CAR-2019,LB,Active
9/13/19,2019,September,13,San Francisco 49ers,49ers,Jalen Hurd,Jalen,Hurd,back injury (out),SF,Jalen-Hurd-SF-2019,WR,NA
9/13/19,2019,September,13,San Francisco 49ers,49ers,Tevin Coleman,Tevin,Coleman,ankle injury (out),SF,Tevin-Coleman-SF-2019,RB,Active
9/13/19,2019,September,13,San Francisco 49ers,49ers,Trent Taylor,Trent,Taylor,foot injury (out),SF,Trent-Taylor-SF-2019,WR,NA
9/13/19,2019,September,13,Cincinnati Bengals,Bengals,A.J. Green,A.J.,Green,ankle injury (out),CIN,A.J.-Green-CIN-2019,WR,NA
9/13/19,2019,September,13,Cincinnati Bengals,Bengals,Cordy Glenn,Cordy,Glenn,concussion (out),CIN,Cordy-Glenn-CIN-2019,OL,Active
9/13/19,2019,September,13,Buffalo Bills,Bills,Andre Roberts,Andre,Roberts,quadriceps injury (out),BUF,Andre-Roberts-BUF-2019,WR,Active
9/13/19,2019,September,13,Buffalo Bills,Bills,Taron Johnson,Taron,Johnson,hamstring injury (out),BUF,Taron-Johnson-BUF-2019,DB,Active
9/13/19,2019,September,13,Denver Broncos,Broncos,Andy Janovich,Andy,Janovich,pectoral muscle injury (out),DEN,Andy-Janovich-DEN-2019,RB,NA
9/13/19,2019,September,13,Denver Broncos,Broncos,Ja'Wuan James,Ja'Wuan,James,knee injury (out),DEN,Ja'Wuan-James-DEN-2019,OL,Active
9/13/19,2019,September,13,Denver Broncos,Broncos,Joseph Jones,Joe,Jones,triceps injury (out),DEN,Joe-Jones-DEN-2019,LB,Active
9/13/19,2019,September,13,Arizona Cardinals,Cardinals,Lamont Gaillard,Lamont,Gaillard,knee injury (out),ARI,Lamont-Gaillard-ARI-2019,OL,Active
9/13/19,2019,September,13,Los Angeles Chargers,Chargers,Hunter Henry,Hunter,Henry,knee injury (out),LAC,Hunter-Henry-LAC-2019,TE,Active
9/13/19,2019,September,13,Kansas City Chiefs,Chiefs,Tyreek Hill,Tyreek,Hill,shoulder injury (out),KC,Tyreek-Hill-KC-2019,WR,Active
9/13/19,2019,September,13,Indianapolis Colts,Colts,Jabaal Sheard,Jabaal,Sheard,knee injury (out),IND,Jabaal-Sheard-IND-2019,DL,Active
9/13/19,2019,September,13,Indianapolis Colts,Colts,Jonathan Williams,Jonathan,Williams,rib injury (out),IND,Jonathan-Williams-IND-2019,RB,Active
9/13/19,2019,September,13,Dallas Cowboys,Cowboys,Luke Gifford,Luke,Gifford,ankle injury (out),DAL,Luke-Gifford-DAL-2019,LB,NA
9/13/19,2019,September,13,Dallas Cowboys,Cowboys,Tavon Austin,Tavon,Austin,concussion (out),DAL,Tavon-Austin-DAL-2019,WR,Active
9/13/19,2019,September,13,Miami Dolphins,Dolphins,Albert Wilson,Albert,Wilson,hip injury (out),MIA,Albert-Wilson-MIA-2019,WR,Active
9/13/19,2019,September,13,Miami Dolphins,Dolphins,Reshad Jones,Reshad,Jones,ankle injury (out),MIA,Reshad-Jones-MIA-2019,DB,NA
9/13/19,2019,September,13,Philadelphia Eagles,Eagles,Jordan Mailata,Jordan,Mailata,back injury (out),PHI,Jordan-Mailata-PHI-2019,OL,NA
9/13/19,2019,September,13,Philadelphia Eagles,Eagles,Kamu Grugier-Hill,Kamu,Grugier-Hill,knee injury (out),PHI,Kamu-Grugier-Hill-PHI-2019,LB,NA
9/13/19,2019,September,13,Atlanta Falcons,Falcons,Matt Gono,Matt,Gono,back injury (out),ATL,Matt-Gono-ATL-2019,OL,Active
9/13/19,2019,September,13,New York Giants,Giants,Darius Slayton,Darius,Slayton,hamstring injury (out),NYG,Darius-Slayton-NYG-2019,WR,Active
9/13/19,2019,September,13,New York Giants,Giants,Garrett Dickerson,Garrett,Dickerson,quadriceps injury (out),NYG,Garrett-Dickerson-NYG-2019,TE,Active
9/13/19,2019,September,13,New York Giants,Giants,Sterling Shepard,Sterling,Shepard,concussion (out),NYG,Sterling-Shepard-NYG-2019,WR,Active
9/13/19,2019,September,13,Jacksonville Jaguars,Jaguars,Cedric Ogbuehi,Cedric,Ogbuehi,hamstring injury (out),JAX,Cedric-Ogbuehi-JAX-2019,OL,Active
9/13/19,2019,September,13,Jacksonville Jaguars,Jaguars,Josh Oliver,Josh,Oliver,hamstring injury (out),JAX,Josh-Oliver-JAX-2019,TE,NA
9/13/19,2019,September,13,Jacksonville Jaguars,Jaguars,Yannick Ngakoue,Yannick,Ngakoue,hamstring injury (out),JAX,Yannick-Ngakoue-JAX-2019,DL,Active
9/13/19,2019,September,13,Green Bay Packers,Packers,Darrius Shepherd,Darrius,Shepherd,hamstring injury (out),GB,Darrius-Shepherd-GB-2019,WR,NA
9/13/19,2019,September,13,Green Bay Packers,Packers,Oren Burks,Oren,Burks,chest injury (out),GB,Oren-Burks-GB-2019,LB,Active
9/13/19,2019,September,13,Oakland Raiders,Raiders,Gabe Jackson,Gabe,Jackson,knee injury (out),LV,Gabe-Jackson-LV-2019,OL,Active
9/13/19,2019,September,13,Oakland Raiders,Raiders,J.J. Nelson,J.J.,Nelson,ankle injury (out),LV,J.J.-Nelson-LV-2019,WR,NA
9/13/19,2019,September,13,Baltimore Ravens,Ravens,Jimmy Smith,Jimmy,Smith,knee injury (out),BAL,Jimmy-Smith-BAL-2019,DB,Active
9/13/19,2019,September,13,Washington Redskins,Redskins,Colt McCoy,Colt,McCoy,fibula injury (out),WAS,Colt-McCoy-WAS-2019,QB,Active
9/13/19,2019,September,13,Washington Redskins,Redskins,Jonathan Allen,Jonathan,Allen,knee injury (out),WAS,Jonathan-Allen-WAS-2019,DL,Active
9/13/19,2019,September,13,Washington Redskins,Redskins,Jordan Reed,Jordan,Reed,concussion (out),WAS,Jordan-Reed-WAS-2019,TE,NA
9/13/19,2019,September,13,New Orleans Saints,Saints,Sheldon Rankins,Sheldon,Rankins,Achilles injury (out),NO,Sheldon-Rankins-NO-2019,DL,NA
9/13/19,2019,September,13,Seattle Seahawks,Seahawks,David Moore,David,Moore,shoulder injury (out),SEA,David-Moore-SEA-2019,WR,Active
9/13/19,2019,September,13,Seattle Seahawks,Seahawks,Joey Hunt,Joey,Hunt,ankle injury (out),SEA,Joey-Hunt-SEA-2019,OL,Active
9/13/19,2019,September,13,Pittsburgh Steelers,Steelers,Roosevelt Nix,Roosevelt,Nix,knee injury (out),PIT,Roosevelt-Nix-PIT-2019,RB,NA
9/13/19,2019,September,13,Tennessee Titans,Titans,Kevin Pamphile,Kevin,Pamphile,knee injury (out),TEN,Kevin-Pamphile-TEN-2019,OL,Active
9/13/19,2019,September,13,Tennessee Titans,Titans,Reggie Gilbert,Reggie,Gilbert,knee injury (out),TEN,Reggie-Gilbert-TEN-2019,LB,Active
9/13/19,2019,September,13,Minnesota Vikings,Vikings,Mackensie Alexander,Mackensie,Alexander,elbow injury (out),MIN,Mackensie-Alexander-MIN-2019,DB,Active
9/14/19,2019,September,14,Cleveland Browns,Browns,Adarius Taylor,Adarius,Taylor,ankle injury (out),CLE,Adarius-Taylor-CLE-2019,LB,Active
9/14/19,2019,September,14,Cleveland Browns,Browns,Damarious Randall,Damarious,Randall,hand injury (out),CLE,Damarious-Randall-CLE-2019,DB,Active
9/14/19,2019,September,14,Cleveland Browns,Browns,Dontrell Hilliard,Dontrell,Hilliard,concussion (out),CLE,Dontrell-Hilliard-CLE-2019,RB,NA
9/14/19,2019,September,14,Cleveland Browns,Browns,Kendall Lamm,Kendall,Lamm,knee injury (out),CLE,Kendall-Lamm-CLE-2019,OL,Active
9/14/19,2019,September,14,New York Jets,Jets,C.J. Mosley,C.J.,Mosley,groin injury (out),NYJ,C.J.-Mosley-NYJ-2019,LB,NA
9/14/19,2019,September,14,New York Jets,Jets,Quinnen Williams,Quinnen,Williams,ankle injury (out),NYJ,Quinnen-Williams-NYJ-2019,DL,Active
9/14/19,2019,September,14,New York Jets,Jets,Sam Darnold,Sam,Darnold,mononucleosis (out),NYJ,Sam-Darnold-NYJ-2019,QB,Active
9/18/19,2019,September,18,Jacksonville Jaguars,Jaguars,D.J. Alexander,D.J.,Alexander,hamstring injury (out),JAX,D.J.-Alexander-JAX-2019,LB,NA
9/18/19,2019,September,18,Jacksonville Jaguars,Jaguars,Josh Oliver,Josh,Oliver,hamstring injury (out),JAX,Josh-Oliver-JAX-2019,TE,NA
9/18/19,2019,September,18,Tennessee Titans,Titans,Chris Milton,Chris,Milton,collarbone injury (out),TEN,Chris-Milton-TEN-2019,DB,NA
9/18/19,2019,September,18,Tennessee Titans,Titans,David Fluellen,David,Fluellen,hamstring injury (out),TEN,David-Fluellen-TEN-2019,RB,NA
9/18/19,2019,September,18,Tennessee Titans,Titans,Kevin Pamphile,Kevin,Pamphile,knee injury (out),TEN,Kevin-Pamphile-TEN-2019,OL,Active
9/20/19,2019,September,20,San Francisco 49ers,49ers,Jalen Hurd,Jalen,Hurd,back injury (out),SF,Jalen-Hurd-SF-2019,WR,NA
9/20/19,2019,September,20,San Francisco 49ers,49ers,Joe Staley,Joe,Staley,fibula injury (out),SF,Joe-Staley-SF-2019,OL,Active
9/20/19,2019,September,20,San Francisco 49ers,49ers,Tevin Coleman,Tevin,Coleman,ankle injury (out),SF,Tevin-Coleman-SF-2019,RB,Active
9/20/19,2019,September,20,Cincinnati Bengals,Bengals,A.J. Green,A.J.,Green,ankle injury (out),CIN,A.J.-Green-CIN-2019,WR,NA
9/20/19,2019,September,20,Cincinnati Bengals,Bengals,B.W. Webb,B.W.,Webb,forearm injury (out),CIN,B.W.-Webb-CIN-2019,DB,Active
9/20/19,2019,September,20,Cincinnati Bengals,Bengals,Cordy Glenn,Cordy,Glenn,concussion (out),CIN,Cordy-Glenn-CIN-2019,OL,Active
9/20/19,2019,September,20,Cincinnati Bengals,Bengals,Kerry Wynn,Kerry,Wynn,concussion (out),CIN,Kerry-Wynn-CIN-2019,DL,NA
9/20/19,2019,September,20,Cincinnati Bengals,Bengals,Ryan Glasgow,Ryan,Glasgow,thigh injury (out),CIN,Ryan-Glasgow-CIN-2019,DL,NA
9/20/19,2019,September,20,Buffalo Bills,Bills,Devin Singletary,Devin,Singletary,hamstring injury (out),BUF,Devin-Singletary-BUF-2019,RB,Active
9/20/19,2019,September,20,Buffalo Bills,Bills,Taron Johnson,Taron,Johnson,hamstring injury (out),BUF,Taron-Johnson-BUF-2019,DB,Active
9/20/19,2019,September,20,Buffalo Bills,Bills,Tyler Kroft,Tyler,Kroft,foot injury (out),BUF,Tyler-Kroft-BUF-2019,TE,Active
9/20/19,2019,September,20,Denver Broncos,Broncos,Andy Janovich,Andy,Janovich,pectoral muscle injury (out),DEN,Andy-Janovich-DEN-2019,RB,NA
9/20/19,2019,September,20,Denver Broncos,Broncos,Ja'Wuan James,Ja'Wuan,James,knee injury (out),DEN,Ja'Wuan-James-DEN-2019,OL,Active
9/20/19,2019,September,20,Denver Broncos,Broncos,Joseph Jones,Joe,Jones,triceps injury (out),DEN,Joe-Jones-DEN-2019,LB,Active
9/20/19,2019,September,20,Cleveland Browns,Browns,Christian Kirksey,Christian,Kirksey,chest injury (out),CLE,Christian-Kirksey-CLE-2019,LB,NA
9/20/19,2019,September,20,Cleveland Browns,Browns,Damarious Randall,Damarious,Randall,concussion (out),CLE,Damarious-Randall-CLE-2019,DB,Active
9/20/19,2019,September,20,Cleveland Browns,Browns,Kendall Lamm,Kendall,Lamm,knee injury (out),CLE,Kendall-Lamm-CLE-2019,OL,Active
9/20/19,2019,September,20,Tampa Bay Buccaneers,Buccaneers,Blaine Gabbert,Blaine,Gabbert,left shoulder injury (out),TB,Blaine-Gabbert-TB-2019,QB,NA
9/20/19,2019,September,20,Tampa Bay Buccaneers,Buccaneers,Devin White,Devin,White,knee injury (out),TB,Devin-White-TB-2019,LB,Active
9/20/19,2019,September,20,Tampa Bay Buccaneers,Buccaneers,Jamel Dean,Jamel,Dean,ankle injury (out),TB,Jamel-Dean-TB-2019,DB,Active
9/20/19,2019,September,20,Arizona Cardinals,Cardinals,Lamont Gaillard,Lamont,Gaillard,knee injury (out),ARI,Lamont-Gaillard-ARI-2019,OL,Active
9/20/19,2019,September,20,Los Angeles Chargers,Chargers,Hunter Henry,Hunter,Henry,knee injury (out),LAC,Hunter-Henry-LAC-2019,TE,Active
9/20/19,2019,September,20,Kansas City Chiefs,Chiefs,Damien Williams,Damien,Williams,knee injury (out),KC,Damien-Williams-KC-2019,RB,Active
9/20/19,2019,September,20,Kansas City Chiefs,Chiefs,Eric Fisher,Eric,Fisher,groin injury (out),KC,Eric-Fisher-KC-2019,OL,Active
9/20/19,2019,September,20,Kansas City Chiefs,Chiefs,Tyreek Hill,Tyreek,Hill,shoulder injury (out),KC,Tyreek-Hill-KC-2019,WR,Active
9/20/19,2019,September,20,Indianapolis Colts,Colts,Shaquille Leonard,Shaquille,Leonard,concussion (out),IND,Shaquille-Leonard-IND-2019,LB,#N/A
9/20/19,2019,September,20,Indianapolis Colts,Colts,Jabaal Sheard,Jabaal,Sheard,knee injury (out),IND,Jabaal-Sheard-IND-2019,DL,Active
9/20/19,2019,September,20,Dallas Cowboys,Cowboys,Antwaun Woods,Antwaun,Woods,knee injury (out),DAL,Antwaun-Woods-DAL-2019,DL,Active
9/20/19,2019,September,20,Dallas Cowboys,Cowboys,Luke Gifford,Luke,Gifford,ankle injury (out),DAL,Luke-Gifford-DAL-2019,LB,NA
9/20/19,2019,September,20,Dallas Cowboys,Cowboys,Michael Gallup,Michael,Gallup,knee injury (out),DAL,Michael-Gallup-DAL-2019,WR,Active
9/20/19,2019,September,20,Dallas Cowboys,Cowboys,Tavon Austin,Tavon,Austin,concussion (out),DAL,Tavon-Austin-DAL-2019,WR,Active
9/20/19,2019,September,20,Dallas Cowboys,Cowboys,Tyrone Crawford,Tyrone,Crawford,hip injury (out),DAL,Tyrone-Crawford-DAL-2019,DL,NA
9/20/19,2019,September,20,Miami Dolphins,Dolphins,Albert Wilson,Albert,Wilson,hip injury (out),MIA,Albert-Wilson-MIA-2019,WR,Active
9/20/19,2019,September,20,Miami Dolphins,Dolphins,Reshad Jones,Reshad,Jones,ankle injury (out),MIA,Reshad-Jones-MIA-2019,DB,NA
9/20/19,2019,September,20,Philadelphia Eagles,Eagles,Corey Clement,Corey,Clement,shoulder injury (out),PHI,Corey-Clement-PHI-2019,RB,NA
9/20/19,2019,September,20,Philadelphia Eagles,Eagles,DeSean Jackson,DeSean,Jackson,abdominal injury (out),PHI,DeSean-Jackson-PHI-2019,WR,NA
9/20/19,2019,September,20,Philadelphia Eagles,Eagles,Jordan Mailata,Jordan,Mailata,back injury (out),PHI,Jordan-Mailata-PHI-2019,OL,NA
9/20/19,2019,September,20,Philadelphia Eagles,Eagles,Tim Jernigan,Timmy,Jernigan,foot injury (out),PHI,Timmy-Jernigan-PHI-2019,DL,Active
9/20/19,2019,September,20,Atlanta Falcons,Falcons,Matt Bosher,Matt,Bosher,right groin injury (out),ATL,Matt-Bosher-ATL-2019,SPEC,NA
9/20/19,2019,September,20,New York Giants,Giants,Cody Latimer,Cody,Latimer,concussion (out),NYG,Cody-Latimer-NYG-2019,WR,Active
9/20/19,2019,September,20,New York Jets,Jets,Jordan Jenkins,Jordan,Jenkins,calf injury (out),NYJ,Jordan-Jenkins-NYJ-2019,LB,Active
9/20/19,2019,September,20,New York Jets,Jets,Sam Darnold,Sam,Darnold,mononucleosis (out),NYJ,Sam-Darnold-NYJ-2019,QB,Active
9/20/19,2019,September,20,Green Bay Packers,Packers,Lane Taylor,Lane,Taylor,biceps injury (out),GB,Lane-Taylor-GB-2019,OL,NA
9/20/19,2019,September,20,Green Bay Packers,Packers,Oren Burks,Oren,Burks,chest injury (out),GB,Oren-Burks-GB-2019,LB,Active
9/20/19,2019,September,20,Carolina Panthers,Panthers,Brandon Greene,Brandon,Greene,neck injury (out),CAR,Brandon-Greene-CAR-2019,OL,NA
9/20/19,2019,September,20,Carolina Panthers,Panthers,Bruce Irvin,Bruce,Irvin,hamstring injury (out),CAR,Bruce-Irvin-CAR-2019,LB,Active
9/20/19,2019,September,20,Carolina Panthers,Panthers,Cam Newton,Cam,Newton,foot injury (out),CAR,Cam-Newton-CAR-2019,QB,NA
9/20/19,2019,September,20,New England Patriots,Patriots,James Develin,James,Develin,neck injury (out),NE,James-Develin-NE-2019,RB,NA
9/20/19,2019,September,20,Oakland Raiders,Raiders,Dwayne Harris,Dwayne,Harris,ankle injury (out),LV,Dwayne-Harris-LV-2019,WR,NA
9/20/19,2019,September,20,Oakland Raiders,Raiders,Gabe Jackson,Gabe,Jackson,knee injury (out),LV,Gabe-Jackson-LV-2019,OL,Active
9/20/19,2019,September,20,Los Angeles Rams,Rams,Tyler Higbee,Tyler,Higbee,chest injury (out),LA,Tyler-Higbee-LA-2019,TE,Active
9/20/19,2019,September,20,Baltimore Ravens,Ravens,Brynden Trawick,Brynden,Trawick,elbow injury (out),BAL,Brynden-Trawick-BAL-2019,DB,Active
9/20/19,2019,September,20,Baltimore Ravens,Ravens,Jimmy Smith,Jimmy,Smith,knee injury (out),BAL,Jimmy-Smith-BAL-2019,DB,Active
9/20/19,2019,September,20,New Orleans Saints,Saints,Drew Brees,Drew,Brees,right thumb injury (out),NO,Drew-Brees-NO-2019,QB,Active
9/20/19,2019,September,20,New Orleans Saints,Saints,Sheldon Rankins,Sheldon,Rankins,Achilles injury (out),NO,Sheldon-Rankins-NO-2019,DL,NA
9/20/19,2019,September,20,New Orleans Saints,Saints,Tre'Quan Smith,Tre'Quan,Smith,ankle injury (out),NO,Tre'Quan-Smith-NO-2019,WR,Active
9/20/19,2019,September,20,Pittsburgh Steelers,Steelers,Anthony Chickillo,Anthony,Chickillo,foot injury (out),PIT,Anthony-Chickillo-PIT-2019,LB,Active
9/20/19,2019,September,20,Pittsburgh Steelers,Steelers,Roosevelt Nix,Roosevelt,Nix,knee injury (out),PIT,Roosevelt-Nix-PIT-2019,RB,NA
9/20/19,2019,September,20,Pittsburgh Steelers,Steelers,Vince Williams,Vince,Williams,hamstring injury (out),PIT,Vince-Williams-PIT-2019,LB,Active
9/20/19,2019,September,20,Minnesota Vikings,Vikings,Mackensie Alexander,Mackensie,Alexander,elbow injury (out),MIN,Mackensie-Alexander-MIN-2019,DB,Active
9/21/19,2019,September,21,Chicago Bears,Bears,Bilal Nichols,Bilal,Nichols,fractured hand (out),CHI,Bilal-Nichols-CHI-2019,DL,Active
9/21/19,2019,September,21,Washington Redskins,Redskins,Cassanova McKinzy,Cassanova,McKinzy,hip injury (out),WAS,Cassanova-McKinzy-WAS-2019,LB,NA
9/21/19,2019,September,21,Washington Redskins,Redskins,Colt McCoy,Colt,McCoy,fibula injury (out),WAS,Colt-McCoy-WAS-2019,QB,Active
9/21/19,2019,September,21,Washington Redskins,Redskins,Jordan Reed,Jordan,Reed,concussion (out),WAS,Jordan-Reed-WAS-2019,TE,NA
9/25/19,2019,September,25,Philadelphia Eagles,Eagles,DeSean Jackson,DeSean,Jackson,abdominal injury (out),PHI,DeSean-Jackson-PHI-2019,WR,NA
9/25/19,2019,September,25,Philadelphia Eagles,Eagles,Ronald Darby,Ronald,Darby,hamstring injury (out),PHI,Ronald-Darby-PHI-2019,DB,NA
9/25/19,2019,September,25,Philadelphia Eagles,Eagles,Tim Jernigan,Timmy,Jernigan,foot injury (out),PHI,Timmy-Jernigan-PHI-2019,DL,Active
9/25/19,2019,September,25,Green Bay Packers,Packers,Montravius Adams,Montravius,Adams,shoulder injury (out),GB,Montravius-Adams-GB-2019,DL,Active
9/25/19,2019,September,25,Green Bay Packers,Packers,Oren Burks,Oren,Burks,chest injury (out),GB,Oren-Burks-GB-2019,LB,Active
9/26/19,2019,September,26,Atlanta Falcons,Falcons,Keanu Neal,Keanu,Neal,surgery to repair torn left Achilles tendon (out for season),ATL,Keanu-Neal-ATL-2019,DB,NA
9/27/19,2019,September,27,Chicago Bears,Bears,Bilal Nichols,Bilal,Nichols,fractured hand (out),CHI,Bilal-Nichols-CHI-2019,DL,Active
9/27/19,2019,September,27,Chicago Bears,Bears,Taylor Gabriel,Taylor,Gabriel,concussion (out),CHI,Taylor-Gabriel-CHI-2019,WR,Active
9/27/19,2019,September,27,Buffalo Bills,Bills,Corey Thompson,Corey,Thompson,ankle injury (out),BUF,Corey-Thompson-BUF-2019,LB,Active
9/27/19,2019,September,27,Buffalo Bills,Bills,Tyler Kroft,Tyler,Kroft,ankle injury (out),BUF,Tyler-Kroft-BUF-2019,TE,Active
9/27/19,2019,September,27,Denver Broncos,Broncos,Bryce Callahan,Bryce,Callahan,foot injury (out),DEN,Bryce-Callahan-DEN-2019,DB,NA
9/27/19,2019,September,27,Denver Broncos,Broncos,Ja'Wuan James,Ja'Wuan,James,knee injury (out),DEN,Ja'Wuan-James-DEN-2019,OL,Active
9/27/19,2019,September,27,Cleveland Browns,Browns,Kendall Lamm,Kendall,Lamm,knee injury (out),CLE,Kendall-Lamm-CLE-2019,OL,Active
