Date,year,Month,Day,Full_team_name,Team,Player,first_name,last_name,Notes,abbr,id,position,status
10/1/21,2021,October,1,Pittsburgh Steelers,Steelers,Carlos Davis,Carlos,Davis,knee injury (out),PIT,Carlos-Davis-PIT-2021,DL,Active
10/1/21,2021,October,1,Pittsburgh Steelers,Steelers,Chukwuma Okorafor,Chukwuma,Okorafor,concussion (out),PIT,Chukwuma-Okorafor-PIT-2021,OL,Active
10/1/21,2021,October,1,Pittsburgh Steelers,Steelers,Rashaad Coward,Rashaad,Coward,ankle injury (out),PIT,Rashaad-Coward-PIT-2021,OL,PS/Vet Pro
10/1/21,2021,October,1,Houston Texans,Texans,Danny Amendola,Danny,Amendola,thigh injury (out),HOU,Danny-Amendola-HOU-2021,WR,Active
10/1/21,2021,October,1,Houston Texans,Texans,Scottie Phillips,Scottie,Phillips,illness (out),HOU,Scottie-Phillips-HOU-2021,RB,R/Injured
10/1/21,2021,October,1,Tennessee Titans,Titans,A.J. Brown,A.J.,Brown,hamstring injury (out),TEN,A.J.-Brown-TEN-2021,WR,Active
10/1/21,2021,October,1,Tennessee Titans,Titans,Brett Kern,Brett,Kern,right groin injury (out),TEN,Brett-Kern-TEN-2021,SPEC,Active
10/1/21,2021,October,1,Tennessee Titans,Titans,Bud Dupree,Bud,Dupree,knee injury (out),TEN,Bud-Dupree-TEN-2021,LB,Active
10/1/21,2021,October,1,Tennessee Titans,Titans,Caleb Farley,Caleb,Farley,shoulder injury (out),TEN,Caleb-Farley-TEN-2021,DB,R/Injured
10/1/21,2021,October,1,Tennessee Titans,Titans,Julio Jones,Julio,Jones,hamstring injury (out),TEN,Julio-Jones-TEN-2021,WR,Active
10/1/21,2021,October,1,Minnesota Vikings,Vikings,Ihmir Smith-Marsette,Ihmir,Smith-Marsette,toe injury (out),MIN,Ihmir-Smith-Marsette-MIN-2021,WR,Active
10/1/21,2021,October,1,Washington Football Team,Washington,Benjamin St-Juste,Benjamin,St-Juste,concussion (out),WAS,Benjamin-St-Juste-WAS-2021,DB,R/Injured
10/2/21,2021,October,2,Los Angeles Chargers,Chargers,Justin Jones,Justin,Jones,calf injury (out),LAC,Justin-Jones-LAC-2021,DL,Active
10/2/21,2021,October,2,Houston Texans,Texans,Jimmy Moreland,Jimmy,Moreland,illness (out),HOU,Jimmy-Moreland-HOU-2021,DB,Active
10/6/21,2021,October,6,Seattle Seahawks,Seahawks,D'Wayne Eskridge,D'Wayne,Eskridge,concussion (out),SEA,D'Wayne-Eskridge-SEA-2021,WR,Active
10/8/21,2021,October,8,San Francisco 49ers,49ers,Jimmy Garoppolo,Jimmy,Garoppolo,calf injury (out),SF,Jimmy-Garoppolo-SF-2021,QB,Active
10/8/21,2021,October,8,San Francisco 49ers,49ers,K'Waun Williams,K'Waun,Williams,calf injury (out),SF,K'Waun-Williams-SF-2021,DB,Active
10/8/21,2021,October,8,Chicago Bears,Bears,David Montgomery,David,Montgomery,knee injury (out),CHI,David-Montgomery-CHI-2021,RB,Active
10/8/21,2021,October,8,Chicago Bears,Bears,J.P. Holtz,J.P.,Holtz,quadriceps injury (out),CHI,J.P.-Holtz-CHI-2021,TE,Active
10/8/21,2021,October,8,Chicago Bears,Bears,Joel Iyiegbuniwe,Joel,Iyiegbuniwe,hamstring injury (out),CHI,Joel-Iyiegbuniwe-CHI-2021,LB,Active
10/8/21,2021,October,8,Cincinnati Bengals,Bengals,Xavier Su'a-Filo,Xavier,Su'a-Filo,knee injury (out),CIN,Xavier-Su'a-Filo-CIN-2021,OL,PS; Vet
10/8/21,2021,October,8,Denver Broncos,Broncos,Albert Okwuegbunam,Albert,Okwuegbunam,hamstring injury (out),DEN,Albert-Okwuegbunam-DEN-2021,TE,Active
10/8/21,2021,October,8,Cleveland Browns,Browns,Chris Hubbard,Christopher,Hubbard,triceps injury (out),CLE,Christopher-Hubbard-CLE-2021,OL,R/Injured
10/8/21,2021,October,8,Cleveland Browns,Browns,Greg Newsome II,Greg,Newsome,calf injury (out),CLE,Greg-Newsome-CLE-2021,DB,Active
10/8/21,2021,October,8,Tampa Bay Buccaneers,Buccaneers,Antoine Winfield Jr.,Antoine,Winfield,concussion (out),TB,Antoine-Winfield-TB-2021,DB,Active
10/8/21,2021,October,8,Tampa Bay Buccaneers,Buccaneers,Patrick O'Connor,Pat,O'Connor,calf injury (out),TB,Pat-O'Connor-TB-2021,DL,R/Injured
10/8/21,2021,October,8,Tampa Bay Buccaneers,Buccaneers,Rob Gronkowski,Rob,Gronkowski,ribs injury (out),TB,Rob-Gronkowski-TB-2021,TE,Active
10/8/21,2021,October,8,Arizona Cardinals,Cardinals,Byron Murphy Jr.,Byron,Murphy,ribs injury (out),ARI,Byron-Murphy-ARI-2021,DB,Active
10/8/21,2021,October,8,Dallas Cowboys,Cowboys,Donovan Wilson,Donovan,Wilson,groin injury (out),DAL,Donovan-Wilson-DAL-2021,DB,Active
10/8/21,2021,October,8,Dallas Cowboys,Cowboys,Dorance Armstrong Jr.,Dorance,Armstrong,ankle injury (out),DAL,Dorance-Armstrong-DAL-2021,DL,Active
10/8/21,2021,October,8,Atlanta Falcons,Falcons,Marlon Davidson,Marlon,Davidson,ankle injury (out),ATL,Marlon-Davidson-ATL-2021,DL,Active
10/8/21,2021,October,8,Atlanta Falcons,Falcons,Russell Gage,Russell,Gage,ankle injury (out),ATL,Russell-Gage-ATL-2021,WR,Active
10/8/21,2021,October,8,New York Giants,Giants,Ben Bredeson,Ben,Bredeson,hand injury (out),NYG,Ben-Bredeson-NYG-2021,OL,Active
10/8/21,2021,October,8,New York Giants,Giants,Darius Slayton,Darius,Slayton,hamstring injury (out),NYG,Darius-Slayton-NYG-2021,WR,Active
10/8/21,2021,October,8,New York Giants,Giants,Jabrill Peppers,Jabrill,Peppers,hamstring injury (out),NYG,Jabrill-Peppers-NYG-2021,DB,R/Injured
10/8/21,2021,October,8,New York Giants,Giants,Sterling Shepard,Sterling,Shepard,hamstring injury (out),NYG,Sterling-Shepard-NYG-2021,WR,R/Injured
10/8/21,2021,October,8,Jacksonville Jaguars,Jaguars,Roy Robertson-Harris,Roy,Robertson-Harris,"ankle injury, illness (out)",JAX,Roy-Robertson-Harris-JAX-2021,DL,Active
10/8/21,2021,October,8,New York Jets,Jets,Adrian Colbert,Adrian,Colbert,concussion (out),CLE,Adrian-Colbert-CLE-2021,DB,Active
10/8/21,2021,October,8,New York Jets,Jets,Jeff Smith,Jeff,Smith,concussion (out),NYJ,Jeff-Smith-NYJ-2021,WR,Active
10/8/21,2021,October,8,New York Jets,Jets,Marcus Maye,Marcus,Maye,ankle injury (out),NYJ,Marcus-Maye-NYJ-2021,DB,R/Injured
10/8/21,2021,October,8,New York Jets,Jets,Tyler Kroft,Tyler,Kroft,back injury (out),NYJ,Tyler-Kroft-NYJ-2021,TE,Active
10/8/21,2021,October,8,Green Bay Packers,Packers,Jaire Alexander,Jaire,Alexander,shoulder injury (out),GB,Jaire-Alexander-GB-2021,DB,Active
10/8/21,2021,October,8,Green Bay Packers,Packers,Josh Myers,Josh,Myers,finger injury (out),GB,Josh-Myers-GB-2021,OL,Active
10/8/21,2021,October,8,Carolina Panthers,Panthers,Cameron Erving,Cameron,Erving,neck injury (out),CAR,Cameron-Erving-CAR-2021,OL,R/Injured
10/8/21,2021,October,8,Carolina Panthers,Panthers,Shaq Thompson,Shaq,Thompson,foot injury (out),CAR,Shaq-Thompson-CAR-2021,LB,Active
10/8/21,2021,October,8,New England Patriots,Patriots,Shaquille Mason,Shaquille,Mason,abdominal injury (out),NE,Shaquille-Mason-NE-2021,OL,Active
10/8/21,2021,October,8,New England Patriots,Patriots,Shaun Wade,Shaun,Wade,concussion (out),NE,Shaun-Wade-NE-2021,DB,R/COVID-19
10/8/21,2021,October,8,New England Patriots,Patriots,Trent Brown,Trenton,Brown,calf injury (out),NE,Trenton-Brown-NE-2021,OL,Active
10/8/21,2021,October,8,Las Vegas Raiders,Raiders,Damon Arnette,Damon,Arnette,groin injury (out),MIA,Damon-Arnette-MIA-2021,DB,PS; Exc
10/8/21,2021,October,8,Las Vegas Raiders,Raiders,Derek Carrier,Derek,Carrier,pectoral injury (out),LV,Derek-Carrier-LV-2021,TE,Active
10/8/21,2021,October,8,Las Vegas Raiders,Raiders,Trayvon Mullen,Trayvon,Mullen,toe injury (out),LV,Trayvon-Mullen-LV-2021,DB,R/Injured
10/8/21,2021,October,8,New Orleans Saints,Saints,Erik McCoy,Erik,McCoy,calf injury (out),NO,Erik-McCoy-NO-2021,OL,Active
10/8/21,2021,October,8,New Orleans Saints,Saints,Terron Armstead,Terron,Armstead,elbow injury (out),NO,Terron-Armstead-NO-2021,OL,Active
10/8/21,2021,October,8,Pittsburgh Steelers,Steelers,Cameron Sutton,Cameron,Sutton,groin injury (out),PIT,Cameron-Sutton-PIT-2021,DB,Active
10/8/21,2021,October,8,Pittsburgh Steelers,Steelers,Carlos Davis,Carlos,Davis,knee injury (out),PIT,Carlos-Davis-PIT-2021,DL,Active
10/8/21,2021,October,8,Pittsburgh Steelers,Steelers,James Washington,James,Washington,groin injury (out),PIT,James-Washington-PIT-2021,WR,Active
10/8/21,2021,October,8,Pittsburgh Steelers,Steelers,Rashaad Coward,Rashaad,Coward,ankle injury (out),PIT,Rashaad-Coward-PIT-2021,OL,PS/Vet Pro
10/8/21,2021,October,8,Houston Texans,Texans,Rex Burkhead,Rex,Burkhead,hip injury (out),HOU,Rex-Burkhead-HOU-2021,RB,Active
10/8/21,2021,October,8,Tennessee Titans,Titans,Brett Kern,Brett,Kern,right groin injury (out),TEN,Brett-Kern-TEN-2021,SPEC,Active
10/8/21,2021,October,8,Tennessee Titans,Titans,Julio Jones,Julio,Jones,hamstring injury (out),TEN,Julio-Jones-TEN-2021,WR,Active
10/8/21,2021,October,8,Minnesota Vikings,Vikings,Ihmir Smith-Marsette,Ihmir,Smith-Marsette,toe injury (out),MIN,Ihmir-Smith-Marsette-MIN-2021,WR,Active
10/8/21,2021,October,8,Minnesota Vikings,Vikings,Michael Pierce,Michael,Pierce,elbow injury (out),MIN,Michael-Pierce-MIN-2021,DL,Active
10/8/21,2021,October,8,Washington Football Team,Washington,Brandon Scherff,Brandon,Scherff,knee injury (out),WAS,Brandon-Scherff-WAS-2021,OL,Active
10/8/21,2021,October,8,Washington Football Team,Washington,Cam Sims,Cam,Sims,hamstring injury (out),WAS,Cam-Sims-WAS-2021,WR,Active
10/8/21,2021,October,8,Washington Football Team,Washington,Dyami Brown,Dyami,Brown,knee injury (out),WAS,Dyami-Brown-WAS-2021,WR,Active
10/9/21,2021,October,9,Indianapolis Colts,Colts,Braden Smith,Braden,Smith,"foot, thumb injuries (out)",IND,Braden-Smith-IND-2021,OL,Active
10/9/21,2021,October,9,Indianapolis Colts,Colts,Kwity Paye,Kwity,Paye,hamstring injury (out),IND,Kwity-Paye-IND-2021,DL,Active
10/9/21,2021,October,9,Indianapolis Colts,Colts,Rock Ya-Sin,Rock,Ya-Sin,ankle injury (out),IND,Rock-Ya-Sin-IND-2021,DB,Active
10/13/21,2021,October,13,Tampa Bay Buccaneers,Buccaneers,Antoine Winfield Jr.,Antoine,Winfield,concussion (out),TB,Antoine-Winfield-TB-2021,DB,Active
10/13/21,2021,October,13,Tampa Bay Buccaneers,Buccaneers,Lavonte David,Lavonte,David,ankle injury (out),TB,Lavonte-David-TB-2021,LB,Active
10/13/21,2021,October,13,Tampa Bay Buccaneers,Buccaneers,Rob Gronkowski,Rob,Gronkowski,ribs injury (out),TB,Rob-Gronkowski-TB-2021,TE,Active
10/15/21,2021,October,15,Chicago Bears,Bears,Caleb Johnson,Caleb,Johnson,knee injury (out),CHI,Caleb-Johnson-CHI-2021,LB,Active
10/15/21,2021,October,15,Chicago Bears,Bears,J.P. Holtz,J.P.,Holtz,quadriceps injury (out),CHI,J.P.-Holtz-CHI-2021,TE,Active
10/15/21,2021,October,15,Cincinnati Bengals,Bengals,D'Ante Smith,D'Ante,Smith,knee injury (out),CIN,D'Ante-Smith-CIN-2021,OL,Active
10/15/21,2021,October,15,Denver Broncos,Broncos,Michael Ford,Mike,Ford,knee injury (out),DEN,Mike-Ford-DEN-2021,DB,Active
10/15/21,2021,October,15,Cleveland Browns,Browns,Malcolm Smith,Malcolm,Smith,abdominal injury (out),CLE,Malcolm-Smith-CLE-2021,LB,R/COVID-19
10/15/21,2021,October,15,Cleveland Browns,Browns,Nick Chubb,Nick,Chubb,calf injury (out),CLE,Nick-Chubb-CLE-2021,RB,Active
10/15/21,2021,October,15,Arizona Cardinals,Cardinals,Rodney Hudson,Rodney,Hudson,"ribs, shoulder injuries (out)",ARI,Rodney-Hudson-ARI-2021,OL,Active
10/15/21,2021,October,15,Arizona Cardinals,Cardinals,Tanner Vallejo,Tanner,Vallejo,hand injury (out),ARI,Tanner-Vallejo-ARI-2021,LB,Active
10/15/21,2021,October,15,Los Angeles Chargers,Chargers,Drue Tranquill,Drue,Tranquill,chest injury (out),LAC,Drue-Tranquill-LAC-2021,LB,Active
10/15/21,2021,October,15,Kansas City Chiefs,Chiefs,Blake Bell,Blake,Bell,back injury (out),KC,Blake-Bell-KC-2021,TE,Active
10/15/21,2021,October,15,Kansas City Chiefs,Chiefs,Charvarius Ward,Charvarius,Ward,quadriceps injury (out),KC,Charvarius-Ward-KC-2021,DB,Active
10/15/21,2021,October,15,Kansas City Chiefs,Chiefs,Chris Jones,Chris,Jones,wrist injury (out),KC,Chris-Jones-KC-2021,DL,Active
10/15/21,2021,October,15,Indianapolis Colts,Colts,Andrew Sendejo,Andrew,Sendejo,concussion (out),IND,Andrew-Sendejo-IND-2021,DB,R/COVID-19
10/15/21,2021,October,15,Indianapolis Colts,Colts,Braden Smith,Braden,Smith,"foot, thumb injuries (out)",IND,Braden-Smith-IND-2021,OL,Active
10/15/21,2021,October,15,Indianapolis Colts,Colts,Kemoko Turay,Kemoko,Turay,groin injury (out),IND,Kemoko-Turay-IND-2021,DL,Active
10/15/21,2021,October,15,Indianapolis Colts,Colts,Rodrigo Blankenship,Rodrigo,Blankenship,right hip injury (out),IND,Rodrigo-Blankenship-IND-2021,SPEC,R/Injured
10/15/21,2021,October,15,Dallas Cowboys,Cowboys,Dorance Armstrong Jr.,Dorance,Armstrong,ankle injury (out),DAL,Dorance-Armstrong-DAL-2021,DL,Active
10/15/21,2021,October,15,Miami Dolphins,Dolphins,DeVante Parker,DeVante,Parker,"hamstring, shoulder injuries (out)",MIA,DeVante-Parker-MIA-2021,WR,Active
10/15/21,2021,October,15,Miami Dolphins,Dolphins,Xavien Howard,Xavien,Howard,"groin, shoulder injuries (out)",MIA,Xavien-Howard-MIA-2021,DB,Active
10/15/21,2021,October,15,New York Giants,Giants,Kenny Golladay,Kenny,Golladay,knee injury (out),NYG,Kenny-Golladay-NYG-2021,WR,Active
10/15/21,2021,October,15,New York Giants,Giants,Saquon Barkley,Saquon,Barkley,ankle injury (out),NYG,Saquon-Barkley-NYG-2021,RB,Active
10/15/21,2021,October,15,Jacksonville Jaguars,Jaguars,Myles Jack,Myles,Jack,back injury (out),JAX,Myles-Jack-JAX-2021,LB,Active
10/15/21,2021,October,15,Jacksonville Jaguars,Jaguars,Rashaad Coward,Rashaad,Coward,ankle injury (out),PIT,Rashaad-Coward-PIT-2021,OL,PS/Vet Pro
10/15/21,2021,October,15,Green Bay Packers,Packers,Kevin King,Kevin,King,shoulder injury (out),GB,Kevin-King-GB-2021,DB,Active
10/15/21,2021,October,15,Carolina Panthers,Panthers,Christian McCaffrey,Christian,McCaffrey,hamstring injury (out),CAR,Christian-McCaffrey-CAR-2021,RB,R/Injured
10/15/21,2021,October,15,Carolina Panthers,Panthers,Kamal Martin,Kamal,Martin,concussion (out),CAR,Kamal-Martin-CAR-2021,LB,Active
10/15/21,2021,October,15,Carolina Panthers,Panthers,Shaq Thompson,Shaq,Thompson,foot injury (out),CAR,Shaq-Thompson-CAR-2021,LB,Active
10/15/21,2021,October,15,New England Patriots,Patriots,Shaquille Mason,Shaquille,Mason,abdominal injury (out),NE,Shaquille-Mason-NE-2021,OL,Active
10/15/21,2021,October,15,New England Patriots,Patriots,Shaun Wade,Shaun,Wade,concussion (out),NE,Shaun-Wade-NE-2021,DB,R/COVID-19
10/15/21,2021,October,15,Baltimore Ravens,Ravens,Ronnie Stanley,Ronnie,Stanley,ankle injury (out),BAL,Ronnie-Stanley-BAL-2021,OL,R/Injured
10/15/21,2021,October,15,Baltimore Ravens,Ravens,Sammy Watkins,Sammy,Watkins,thigh injury (out),BAL,Sammy-Watkins-BAL-2021,WR,Active
10/15/21,2021,October,15,Seattle Seahawks,Seahawks,Cedric Ogbuehi,Cedric,Ogbuehi,"biceps, chest injuries (out)",SEA,Cedric-Ogbuehi-SEA-2021,OL,#N/A
10/15/21,2021,October,15,Pittsburgh Steelers,Steelers,Carlos Davis,Carlos,Davis,knee injury (out),PIT,Carlos-Davis-PIT-2021,DL,Active
10/15/21,2021,October,15,Pittsburgh Steelers,Steelers,JuJu Smith-Schuster,JuJu,Smith-Schuster,shoulder injury (out),PIT,JuJu-Smith-Schuster-PIT-2021,WR,Active
10/15/21,2021,October,15,Houston Texans,Texans,Laremy Tunsil,Laremy,Tunsil,thumb injury (out),HOU,Laremy-Tunsil-HOU-2021,OL,R/Injured
10/15/21,2021,October,15,Minnesota Vikings,Vikings,Ben Ellefson,Ben,Ellefson,knee injury (out),MIN,Ben-Ellefson-MIN-2021,TE,Active
10/15/21,2021,October,15,Minnesota Vikings,Vikings,Michael Pierce,Michael,Pierce,elbow injury (out),MIN,Michael-Pierce-MIN-2021,DL,Active
10/15/21,2021,October,15,Washington Football Team,Washington,Brandon Scherff,Brandon,Scherff,knee injury (out),WAS,Brandon-Scherff-WAS-2021,OL,Active
10/15/21,2021,October,15,Washington Football Team,Washington,Cam Sims,Cam,Sims,hamstring injury (out),WAS,Cam-Sims-WAS-2021,WR,Active
10/15/21,2021,October,15,Washington Football Team,Washington,Curtis Samuel,Curtis,Samuel,groin injury (out),WAS,Curtis-Samuel-WAS-2021,WR,Active
10/15/21,2021,October,15,Washington Football Team,Washington,Samuel Cosmi,Samuel,Cosmi,ankle injury (out),WAS,Samuel-Cosmi-WAS-2021,OL,Active
10/16/21,2021,October,16,Tennessee Titans,Titans,Kristian Fulton,Kristian,Fulton,hamstring injury (out),TEN,Kristian-Fulton-TEN-2021,DB,Active
10/16/21,2021,October,16,Tennessee Titans,Titans,Monty Rice,Monty,Rice,groin injury (out),TEN,Monty-Rice-TEN-2021,LB,R/Injured
10/20/21,2021,October,20,Denver Broncos,Broncos,Aaron Patrick,Aaron,Patrick,ankle injury (out),DEN,Aaron-Patrick-DEN-2021,LB,Active
10/20/21,2021,October,20,Denver Broncos,Broncos,Baron Browning,Baron,Browning,concussion (out),DEN,Baron-Browning-DEN-2021,LB,Active
10/20/21,2021,October,20,Cleveland Browns,Browns,Baker Mayfield,Baker,Mayfield,left shoulder injury (out),CLE,Baker-Mayfield-CLE-2021,QB,R/Injured
10/20/21,2021,October,20,Cleveland Browns,Browns,Nick Chubb,Nick,Chubb,calf injury (out),CLE,Nick-Chubb-CLE-2021,RB,Active
10/20/21,2021,October,20,Arizona Cardinals,Cardinals,A.J. Green,A.J.,Green,shoulder injury (out),ARI,A.J.-Green-ARI-2021,WR,Active
10/22/21,2021,October,22,San Francisco 49ers,49ers,Javon Kinlaw,Javon,Kinlaw,knee injury (out),SF,Javon-Kinlaw-SF-2021,DL,R/Injured
10/22/21,2021,October,22,San Francisco 49ers,49ers,Maurice Hurst Jr.,Maurice,Hurst,calf injury (out),SF,Maurice-Hurst-SF-2021,DL,Active
10/22/21,2021,October,22,San Francisco 49ers,49ers,Trey Lance,Trey,Lance,knee injury (out),SF,Trey-Lance-SF-2021,QB,Active
10/22/21,2021,October,22,Chicago Bears,Bears,Tashaun Gipson,Tashaun,Gipson,hip injury (out),CHI,Tashaun-Gipson-CHI-2021,DB,Active
10/22/21,2021,October,22,Tampa Bay Buccaneers,Buccaneers,Antonio Brown,Antonio,Brown,ankle injury (out),TB,Antonio-Brown-TB-2021,WR,#N/A
10/22/21,2021,October,22,Tampa Bay Buccaneers,Buccaneers,Lavonte David,Lavonte,David,ankle injury (out),TB,Lavonte-David-TB-2021,LB,Active
10/22/21,2021,October,22,Tampa Bay Buccaneers,Buccaneers,Richard Sherman,Richard,Sherman,hamstring injury (out),TB,Richard-Sherman-TB-2021,DB,R/Injured
10/22/21,2021,October,22,Tampa Bay Buccaneers,Buccaneers,Rob Gronkowski,Rob,Gronkowski,ribs injury (out),TB,Rob-Gronkowski-TB-2021,TE,Active
10/22/21,2021,October,22,Arizona Cardinals,Cardinals,Darrell Daniels,Darrell,Daniels,hamstring injury (out),ARI,Darrell-Daniels-ARI-2021,TE,Active
10/22/21,2021,October,22,Arizona Cardinals,Cardinals,Rashard Lawrence,Rashard,Lawrence,calf injury (out),ARI,Rashard-Lawrence-ARI-2021,DL,Active
10/22/21,2021,October,22,Kansas City Chiefs,Chiefs,Anthony Hitchens,Anthony,Hitchens,triceps injury (out),KC,Anthony-Hitchens-KC-2021,LB,Active
10/22/21,2021,October,22,Kansas City Chiefs,Chiefs,Jody Fortson Jr.,Jody,Fortson,Achilles injury (out),KC,Jody-Fortson-KC-2021,TE,#N/A
10/22/21,2021,October,22,Kansas City Chiefs,Chiefs,Michael Burton,Michael,Burton,pectoral injury (out),KC,Michael-Burton-KC-2021,RB,Active
10/22/21,2021,October,22,Indianapolis Colts,Colts,Braden Smith,Braden,Smith,"foot, thumb injuries (out)",IND,Braden-Smith-IND-2021,OL,Active
10/22/21,2021,October,22,Indianapolis Colts,Colts,Jordan Wilkins,Jordan,Wilkins,illness (out),IND,Jordan-Wilkins-IND-2021,RB,#N/A
10/22/21,2021,October,22,Indianapolis Colts,Colts,Julian Blackmon,Julian,Blackmon,Achilles injury (out),IND,Julian-Blackmon-IND-2021,DB,R/Injured
10/22/21,2021,October,22,Indianapolis Colts,Colts,Kemoko Turay,Kemoko,Turay,groin injury (out),IND,Kemoko-Turay-IND-2021,DL,Active
10/22/21,2021,October,22,Indianapolis Colts,Colts,Rock Ya-Sin,Rock,Ya-Sin,ankle injury (out),IND,Rock-Ya-Sin-IND-2021,DB,Active
10/22/21,2021,October,22,New York Giants,Giants,Kadarius Toney,Kadarius,Toney,ankle injury (out),NYG,Kadarius-Toney-NYG-2021,WR,Active
10/22/21,2021,October,22,New York Giants,Giants,Kenny Golladay,Kenny,Golladay,knee injury (out),NYG,Kenny-Golladay-NYG-2021,WR,Active
10/22/21,2021,October,22,New York Giants,Giants,Saquon Barkley,Saquon,Barkley,ankle injury (out),NYG,Saquon-Barkley-NYG-2021,RB,Active
10/22/21,2021,October,22,New York Jets,Jets,Tyler Kroft,Tyler,Kroft,back injury (out),NYJ,Tyler-Kroft-NYJ-2021,TE,Active
10/22/21,2021,October,22,Green Bay Packers,Packers,Dennis Kelly,Dennis,Kelly,back injury (out),GB,Dennis-Kelly-GB-2021,OL,Active
10/22/21,2021,October,22,Green Bay Packers,Packers,Josh Myers,Josh,Myers,knee injury (out),GB,Josh-Myers-GB-2021,OL,Active
10/22/21,2021,October,22,Carolina Panthers,Panthers,Giovanni Ricci,Giovanni,Ricci,concussion (out),CAR,Giovanni-Ricci-CAR-2021,RB,Active
10/22/21,2021,October,22,Carolina Panthers,Panthers,Shaq Thompson,Shaq,Thompson,foot injury (out),CAR,Shaq-Thompson-CAR-2021,LB,Active
10/22/21,2021,October,22,Carolina Panthers,Panthers,Terrace Marshall Jr.,Terrace,Marshall,concussion (out),CAR,Terrace-Marshall-CAR-2021,WR,R/Injured
10/22/21,2021,October,22,New England Patriots,Patriots,Jonathan Jones,Jonathan,Jones,shoulder injury (out),NE,Jonathan-Jones-NE-2021,DB,R/Injured
10/22/21,2021,October,22,New England Patriots,Patriots,Shaun Wade,Shaun,Wade,concussion (out),NE,Shaun-Wade-NE-2021,DB,R/COVID-19
10/22/21,2021,October,22,Las Vegas Raiders,Raiders,Nick Bowers,Nick,Bowers,neck injury (out),LV,Nick-Bowers-LV-2021,TE,Active
10/22/21,2021,October,22,Baltimore Ravens,Ravens,Latavius Murray,Latavius,Murray,ankle injury (out),BAL,Latavius-Murray-BAL-2021,RB,Active
10/22/21,2021,October,22,Baltimore Ravens,Ravens,Sammy Watkins,Sammy,Watkins,thigh injury (out),BAL,Sammy-Watkins-BAL-2021,WR,Active
10/22/21,2021,October,22,Houston Texans,Texans,Jaleel Johnson,Jaleel,Johnson,back injury (out),HOU,Jaleel-Johnson-HOU-2021,DL,Active
10/22/21,2021,October,22,Tennessee Titans,Titans,Chester Rogers,Chester,Rogers,groin injury (out),TEN,Chester-Rogers-TEN-2021,WR,Active
10/22/21,2021,October,22,Tennessee Titans,Titans,Monty Rice,Monty,Rice,groin injury (out),TEN,Monty-Rice-TEN-2021,LB,R/Injured
10/22/21,2021,October,22,Tennessee Titans,Titans,Taylor Lewan,Taylor,Lewan,concussion (out),TEN,Taylor-Lewan-TEN-2021,OL,Active
10/22/21,2021,October,22,Washington Football Team,Washington,Brandon Scherff,Brandon,Scherff,knee injury (out),WAS,Brandon-Scherff-WAS-2021,OL,Active
10/22/21,2021,October,22,Washington Football Team,Washington,Cam Sims,Cam,Sims,hamstring injury (out),WAS,Cam-Sims-WAS-2021,WR,Active
10/22/21,2021,October,22,Washington Football Team,Washington,Curtis Samuel,Curtis,Samuel,groin injury (out),WAS,Curtis-Samuel-WAS-2021,WR,Active
10/22/21,2021,October,22,Washington Football Team,Washington,Samuel Cosmi,Samuel,Cosmi,ankle injury (out),WAS,Samuel-Cosmi-WAS-2021,OL,Active
10/23/21,2021,October,23,New Orleans Saints,Saints,Deonte Harris,Deonte,Harris,hamstring injury (out),NO,Deonte-Harris-NO-2021,WR,Active
10/23/21,2021,October,23,New Orleans Saints,Saints,Dwayne Washington,Dwayne,Washington,neck injury (out),NO,Dwayne-Washington-NO-2021,RB,Active
10/23/21,2021,October,23,New Orleans Saints,Saints,Payton Turner,Payton,Turner,calf injury (out),NO,Payton-Turner-NO-2021,DL,R/Injured
10/23/21,2021,October,23,New Orleans Saints,Saints,Taysom Hill,Taysom,Hill,concussion (out),NO,Taysom-Hill-NO-2021,QB,Active
10/27/21,2021,October,27,Arizona Cardinals,Cardinals,J.J. Watt,J.J.,Watt,shoulder injury (out),ARI,J.J.-Watt-ARI-2021,DL,R/Injured; DFR
10/28/21,2021,October,28,Green Bay Packers,Packers,Robert Tonyan Jr.,Robert,Tonyan,torn ACL in knee (out for season),GB,Robert-Tonyan-GB-2021,TE,R/Injured
10/29/21,2021,October,29,San Francisco 49ers,49ers,Jaquiski Tartt,Jaquiski,Tartt,knee injury (out),SF,Jaquiski-Tartt-SF-2021,DB,Active
10/29/21,2021,October,29,San Francisco 49ers,49ers,Javon Kinlaw,Javon,Kinlaw,knee injury (out),SF,Javon-Kinlaw-SF-2021,DL,R/Injured
10/29/21,2021,October,29,San Francisco 49ers,49ers,Maurice Hurst Jr.,Maurice,Hurst,calf injury (out),SF,Maurice-Hurst-SF-2021,DL,Active
10/29/21,2021,October,29,Chicago Bears,Bears,Khalil Mack,Khalil,Mack,foot injury (out),CHI,Khalil-Mack-CHI-2021,LB,R/Injured
10/29/21,2021,October,29,Cincinnati Bengals,Bengals,Chris Evans,Chris,Evans,hamstring injury (out),CIN,Chris-Evans-CIN-2021,RB,Active
10/29/21,2021,October,29,Buffalo Bills,Bills,Dawson Knox,Dawson,Knox,hand injury (out),BUF,Dawson-Knox-BUF-2021,TE,Active
10/29/21,2021,October,29,Denver Broncos,Broncos,Mike Purcell,Mike,Purcell,thumb injury (out),DEN,Mike-Purcell-DEN-2021,DL,Active
