Team,Date,Relinquished,Notes,first_name,last_name,season,team_abbreviation,player_id
Chiefs,10/30/20,Mitchell Schwartz,back injury (out),Mitchell,Schwartz,2020,KC,2020_Schwartz_KC
Chiefs,9/10/21,Austin Blythe,abdominal injury (out),Austin,Blythe,2021,KC,2021_Blythe_KC
Chiefs,1/14/22,Clyde Edwards-Helaire,shoulder injury (out),Clyde,Edwards-Helaire,2021,KC,2021_Edwards-Helaire_KC
Chiefs,12/20/19,Morris Claiborne,shoulder injury (out),Morris,Claiborne,2019,KC,2019_Claiborne_KC
Chiefs,9/27/19,Eric Fisher,groin injury (out),Eric,Fisher,2019,KC,2019_Fisher_KC
Chiefs,9/27/19,Tyreek Hill,shoulder injury (out),Tyreek,Hill,2019,KC,2019_Hill_KC
Chiefs,10/23/20,Alex Okafor,hamstring injury (out),Alex,Okafor,2020,KC,2020_Okafor_KC
Chiefs,12/25/20,Clyde Edwards-Helaire,ankle injury (out),Clyde,Edwards-Helaire,2020,KC,2020_Edwards-Helaire_KC
Chiefs,1/1/21,Clyde Edwards-Helaire,ankle injury (out),Clyde,Edwards-Helaire,2020,KC,2020_Edwards-Helaire_KC
Chiefs,9/20/19,Damien Williams,knee injury (out),Damien,Williams,2019,KC,2019_Williams_KC
Chiefs,9/26/20,Alex Okafor,hamstring injury (out),Alex,Okafor,2020,KC,2020_Okafor_KC
Chiefs,1/6/22,Clyde Edwards-Helaire,shoulder injury (out),Clyde,Edwards-Helaire,2021,KC,2021_Edwards-Helaire_KC
Chiefs,11/16/19,Emmanuel Ogbah,torn pectoral muscle (out),Emmanuel,Ogbah,2019,KC,2019_Ogbah_KC
Chiefs,10/11/19,Eric Fisher,groin injury (out),Eric,Fisher,2019,KC,2019_Fisher_KC
Chiefs,1/1/21,Sammy Watkins,calf injury (out),Sammy,Watkins,2020,KC,2020_Watkins_KC
Chiefs,12/10/21,Chris Lammons,ankle injury (out),Chris,Lammons,2021,KC,2021_Lammons_KC
Chiefs,12/13/19,Morris Claiborne,shoulder injury (out),Morris,Claiborne,2019,KC,2019_Claiborne_KC
Chiefs,12/6/19,Damien Williams,rib injury (out),Damien,Williams,2019,KC,2019_Williams_KC
Chiefs,12/27/19,Morris Claiborne,shoulder injury (out),Morris,Claiborne,2019,KC,2019_Claiborne_KC
Chiefs,11/6/20,Mitchell Schwartz,back injury (out),Mitchell,Schwartz,2020,KC,2020_Schwartz_KC
Chiefs,10/22/21,Jody Fortson Jr. ,Achilles injury (out),Jody,Fortson,2021,KC,2021_Fortson_KC
Chiefs,1/1/21,Ben Niemann,hamstring injury (out),Ben,Niemann,2020,KC,2020_Niemann_KC
Chiefs,10/11/19,Dorian O'Daniel,hamstring injury (out),Dorian,O'Daniel,2019,KC,2019_O'Daniel_KC
Colts,10/16/20,Chaz Green,back injury (out),Chaz,Green,2020,IND,2020_Green_IND
Colts,11/8/19,T.Y. Hilton,calf injury (out),T.Y.,Hilton,2019,IND,2019_Hilton_IND
Colts,9/17/21,Xavier Rhodes,calf injury (out),Xavier,Rhodes,2021,IND,2021_Rhodes_IND
Colts,12/31/21,Andrew Sendejo,concussion (out),Andrew,Sendejo,2021,IND,2021_Sendejo_IND
Colts,12/6/19,Kenny Moore II,ankle injury (out),Kenny,Moore,2019,IND,2019_Moore_IND
Colts,12/6/19,T.Y. Hilton,calf injury (out),T.Y.,Hilton,2019,IND,2019_Hilton_IND
Colts,12/4/20,Bobby Okereke,ankle injury (out),Bobby,Okereke,2020,IND,2020_Okereke_IND
Colts,1/7/21,Will Holden,ankle injury (out),Will,Holden,2020,IND,2020_Holden_IND
Colts,9/17/21,Braden Smith,foot injury (out),Braden,Smith,2021,IND,2021_Smith_IND
Colts,10/15/21,Braden Smith,"foot, thumb injuries (out)",Braden,Smith,2021,IND,2021_Smith_IND
Colts,11/29/19,T.Y. Hilton,calf injury (out),T.Y.,Hilton,2019,IND,2019_Hilton_IND
Colts,10/25/19,Carl Davis,hamstring injury (out),Carl,Davis,2019,IND,2019_Davis_IND
Colts,10/16/20,Mo Alie-Cox,knee injury (out),Mo,Alie-Cox,2020,IND,2020_Alie-Cox_IND
Colts,11/29/19,Marlon Mack,hand injury (out),Marlon,Mack,2019,IND,2019_Mack_IND
Colts,10/22/21,Kemoko Turay,groin injury (out),Kemoko,Turay,2021,IND,2021_Turay_IND
Colts,12/4/20,Anthony Castonzo,knee injury (out),Anthony,Castonzo,2020,IND,2020_Castonzo_IND
Colts,12/20/19,Quincy Wilson ,shoulder injury (out),Quincy,Wilson,2019,IND,2019_Wilson_IND
Colts,1/7/21,Rock Ya-Sin,concussion (out),Rock,Ya-Sin,2020,IND,2020_Ya-Sin_IND
Colts,10/4/19,Tyquan Lewis,ankle injury (out),Tyquan,Lewis,2019,IND,2019_Lewis_IND
Colts,10/22/21,Julian Blackmon,Achilles injury (out),Julian,Blackmon,2021,IND,2021_Blackmon_IND
Colts,10/29/21,Thakarius Keyes ,hamstring injury (out),Thakarius,Keyes,2021,IND,2021_Keyes_IND
Colts,11/8/19,Parris Campbell,hand injury (out),Parris,Campbell,2019,IND,2019_Campbell_IND
Colts,12/6/19,Adam Vinatieri,left knee injury (out),Adam,Vinatieri,2019,IND,2019_Vinatieri_IND
Colts,10/4/19,Malik Hooker,knee injury (out),Malik,Hooker,2019,IND,2019_Hooker_IND
Colts,10/15/21,Andrew Sendejo,concussion (out),Andrew,Sendejo,2021,IND,2021_Sendejo_IND
Colts,9/24/21,Braden Smith,"foot, thumb injuries (out)",Braden,Smith,2021,IND,2021_Smith_IND
Colts,1/1/21,Rock Ya-Sin,concussion (out),Rock,Ya-Sin,2020,IND,2020_Ya-Sin_IND
Colts,12/11/20,Rigoberto Sanchez,illness (out),Rigoberto,Sanchez,2020,IND,2020_Sanchez_IND
Colts,12/20/19,Kenny Moore II,ankle injury (out),Kenny,Moore,2019,IND,2019_Moore_IND
Colts,1/1/21,Khari Willis,concussion (out),Khari,Willis,2020,IND,2020_Willis_IND
Colts,9/13/19,Jabaal Sheard,knee injury (out),Jabaal,Sheard,2019,IND,2019_Sheard_IND
Colts,12/4/20,Rigoberto Sanchez,illness (out),Rigoberto,Sanchez,2020,IND,2020_Sanchez_IND
Colts,10/4/19,Parris Campbell,abdominal injury (out),Parris,Campbell,2019,IND,2019_Campbell_IND
Colts,11/15/19,Parris Campbell,hand injury (out),Parris,Campbell,2019,IND,2019_Campbell_IND
Colts,9/20/19,Jabaal Sheard,knee injury (out),Jabaal,Sheard,2019,IND,2019_Sheard_IND
Colts,11/27/20,Bobby Okereke,ankle injury (out),Bobby,Okereke,2020,IND,2020_Okereke_IND
Colts,10/9/20,Darius Leonard ,groin injury (out),Darius,Leonard,2020,IND,2020_Leonard_IND
Colts,11/20/19,Shakial Taylor,ankle injury (out),Shakial,Taylor,2019,IND,2019_Taylor_IND
Colts,11/20/19,Khari Willis,concussion (out),Khari,Willis,2019,IND,2019_Willis_IND
Colts,11/3/21,T.Y. Hilton,concussion (out),T.Y.,Hilton,2021,IND,2021_Hilton_IND
Colts,12/4/20,Khari Willis,back injury (out),Khari,Willis,2020,IND,2020_Willis_IND
Colts,10/4/19,Clayton Geathers,concussion (out),Clayton,Geathers,2019,IND,2019_Geathers_IND
Colts,9/13/19,Jonathan Williams ,rib injury (out),Jonathan,Williams,2019,IND,2019_Williams_IND
Colts,11/20/19,Marlon Mack,hand injury (out),Marlon,Mack,2019,IND,2019_Mack_IND
Colts,9/20/19,Darius Leonard ,concussion (out),Darius,Leonard,2019,IND,2019_Leonard_IND
Colts,11/15/19,T.Y. Hilton,calf injury (out),T.Y.,Hilton,2019,IND,2019_Hilton_IND
Colts,1/1/21,Will Holden,ankle injury (out),Will,Holden,2020,IND,2020_Holden_IND
Colts,10/4/19,Darius Leonard ,concussion (out),Darius,Leonard,2019,IND,2019_Leonard_IND
Colts,10/18/19,Kenny Moore II,knee injury (out),Kenny,Moore,2019,IND,2019_Moore_IND
Colts,11/1/19,T.Y. Hilton,calf injury (out),T.Y.,Hilton,2019,IND,2019_Hilton_IND
Colts,10/15/21,Jordan Wilkins,illness (out),Jordan,Wilkins,2021,IND,2021_Wilkins_IND
Colts,10/1/21,Braden Smith,"foot, thumb injuries (out)",Braden,Smith,2021,IND,2021_Smith_IND
Colts,10/22/21,Jordan Wilkins,illness (out),Jordan,Wilkins,2021,IND,2021_Wilkins_IND
Colts,11/20/19,Parris Campbell,hand injury (out),Parris,Campbell,2019,IND,2019_Campbell_IND
Colts,10/1/21,Kwity Paye,hamstring injury (out),Kwity,Paye,2021,IND,2021_Paye_IND
Colts,1/7/22,Xavier Rhodes,hamstring injury (out),Xavier,Rhodes,2021,IND,2021_Rhodes_IND
Colts,11/12/21,Xavier Rhodes,calf injury (out),Xavier,Rhodes,2021,IND,2021_Rhodes_IND
Colts,11/6/20,Ashton Dulin,knee injury (out),Ashton,Dulin,2020,IND,2020_Dulin_IND
Colts,10/9/20,Anthony Castonzo,rib injury (out),Anthony,Castonzo,2020,IND,2020_Castonzo_IND
Colts,9/27/19,Tyquan Lewis,ankle injury (out),Tyquan,Lewis,2019,IND,2019_Lewis_IND
Colts,10/1/21,Quenton Nelson,"ankle, knee injuries (out)",Quenton,Nelson,2021,IND,2021_Nelson_IND
Colts,10/2/20,Michael Pittman Jr.,calf injury (out),Michael,Pittman,2020,IND,2020_Pittman_IND
Colts,9/27/19,Malik Hooker,knee injury (out),Malik,Hooker,2019,IND,2019_Hooker_IND
Colts,10/18/19,Parris Campbell,abdominal injury (out),Parris,Campbell,2019,IND,2019_Campbell_IND
Colts,12/14/19,Kenny Moore II,ankle injury (out),Kenny,Moore,2019,IND,2019_Moore_IND
Colts,9/10/21,Kemoko Turay,groin injury (out),Kemoko,Turay,2021,IND,2021_Turay_IND
Colts,10/1/21,Khari Willis,"ankle, groin injuries (out)",Khari,Willis,2021,IND,2021_Willis_IND
Colts,10/1/21,Rock Ya-Sin,ankle injury (out),Rock,Ya-Sin,2021,IND,2021_Ya-Sin_IND
Colts,12/25/21,Andrew Sendejo,concussion (out),Andrew,Sendejo,2021,IND,2021_Sendejo_IND
Colts,12/25/20,Marcus Johnson ,quadriceps injury (out),Marcus,Johnson,2020,IND,2020_Johnson_IND
Colts,10/22/21,Braden Smith,"foot, thumb injuries (out)",Braden,Smith,2021,IND,2021_Smith_IND
Colts,10/18/19,Tyquan Lewis,ankle injury (out),Tyquan,Lewis,2019,IND,2019_Lewis_IND
Colts,12/20/19,Denico Autry,concussion (out),Denico,Autry,2019,IND,2019_Autry_IND
Colts,9/18/20,Jack Doyle,ankle injury (out),Jack,Doyle,2020,IND,2020_Doyle_IND
Colts,11/11/20,Jack Doyle,concussion (out),Jack,Doyle,2020,IND,2020_Doyle_IND
Colts,11/3/21,Khari Willis,calf injury (out),Khari,Willis,2021,IND,2021_Willis_IND
Colts,10/15/21,Rodrigo Blankenship,right hip injury (out),Rodrigo,Blankenship,2021,IND,2021_Blankenship_IND
Colts,10/2/20,Travis Carrie ,hamstring injury (out),Travis,Carrie,2020,IND,2020_Carrie_IND
Colts,9/10/21,Eric Fisher,Achilles injury (out),Eric,Fisher,2021,IND,2021_Fisher_IND
Colts,9/27/19,Darius Leonard ,concussion (out),Darius,Leonard,2019,IND,2019_Leonard_IND
Colts,9/25/20,Rock Ya-Sin,illness (out),Rock,Ya-Sin,2020,IND,2020_Ya-Sin_IND
Colts,12/23/21,Andrew Sendejo,concussion (out),Andrew,Sendejo,2021,IND,2021_Sendejo_IND
Colts,10/15/21,Kemoko Turay,groin injury (out),Kemoko,Turay,2021,IND,2021_Turay_IND
Colts,10/9/21,Braden Smith,"foot, thumb injuries (out)",Braden,Smith,2021,IND,2021_Smith_IND
Colts,10/9/21,Jordan Wilkins,illness (out),Jordan,Wilkins,2021,IND,2021_Wilkins_IND
Colts,9/10/21,Xavier Rhodes,calf injury (out),Xavier,Rhodes,2021,IND,2021_Rhodes_IND
Colts,12/27/19,Jordan Wilkins,ankle injury (out),Jordan,Wilkins,2019,IND,2019_Wilkins_IND
Colts,10/9/21,Rock Ya-Sin,ankle injury (out),Rock,Ya-Sin,2021,IND,2021_Ya-Sin_IND
Colts,10/9/21,Kwity Paye,hamstring injury (out),Kwity,Paye,2021,IND,2021_Paye_IND
Colts,12/27/19,Quincy Wilson ,shoulder injury (out),Quincy,Wilson,2019,IND,2019_Wilson_IND
Colts,10/22/21,Rock Ya-Sin,ankle injury (out),Rock,Ya-Sin,2021,IND,2021_Ya-Sin_IND
Colts,9/25/20,Matthew Adams ,ankle injury (out),Matthew,Adams,2020,IND,2020_Adams_IND
Colts,12/16/21,Antwaun Woods,calf injury (out),Antwaun,Woods,2021,IND,2021_Woods_IND
Commanders,9/11/22,Kamren Curl,thumb injury (out),Kamren,Curl,2022,WAS,2022_Curl_WAS
Commanders,1/6/23,Antonio Gibson ,surgery on foot (out indefinitely) (date approximate),Antonio,Gibson,2022,WAS,2022_Gibson_WAS
Commanders,10/17/22,Carson Wentz,surgery on right ring finger to repair fracture (out indefinitely),Carson,Wentz,2022,WAS,2022_Wentz_WAS
Cowboys,9/13/19,Tavon Austin,concussion (out),Tavon,Austin,2019,DAL,2019_Austin_DAL
Cowboys,12/20/19,Leighton Vander Esch,neck injury (out),Leighton,Vander Esch,2019,DAL,2019_Vander Esch_DAL
Cowboys,11/8/19,Cameron Fleming,calf injury (out),Cameron,Fleming,2019,DAL,2019_Fleming_DAL
Cowboys,9/27/19,Tyrone Crawford,hip injury (out),Tyrone,Crawford,2019,DAL,2019_Crawford_DAL
Cowboys,10/1/21,Dorance Armstrong Jr.,ankle injury (out),Dorance,Armstrong,2021,DAL,2021_Armstrong_DAL
Cowboys,9/11/22,Dak Prescott,right thumb injury (out indefinitely),Dak,Prescott,2022,DAL,2022_Prescott_DAL
Cowboys,9/20/19,Luke Gifford,ankle injury (out),Luke,Gifford,2019,DAL,2019_Gifford_DAL
Cowboys,12/24/21,Tyron Smith,ankle injury (out),Tyron,Smith,2021,DAL,2021_Smith_DAL
Cowboys,9/20/19,Tyrone Crawford,hip injury (out),Tyrone,Crawford,2019,DAL,2019_Crawford_DAL
Cowboys,9/25/21,Ty Nsekhe,illness (out),Ty,Nsekhe,2021,DAL,2021_Nsekhe_DAL
Cowboys,11/12/21,Tyron Smith,ankle injury (out),Tyron,Smith,2021,DAL,2021_Smith_DAL
Cowboys,9/27/19,Michael Gallup,knee injury (out),Michael,Gallup,2019,DAL,2019_Gallup_DAL
Cowboys,9/12/22,Dak Prescott,surgery on right thumb (out indefinitely),Dak,Prescott,2022,DAL,2022_Prescott_DAL
Cowboys,9/11/20,Jourdan Lewis,ankle injury (out),Jourdan,Lewis,2020,DAL,2020_Lewis_DAL
Cowboys,12/17/21,Tyron Smith,ankle injury (out),Tyron,Smith,2021,DAL,2021_Smith_DAL
Cowboys,1/1/21,Rashard Robinson,knee injury (out),Rashard,Robinson,2020,DAL,2020_Robinson_DAL
Cowboys,11/2/19,Cameron Fleming,calf injury (out),Cameron,Fleming,2019,DAL,2019_Fleming_DAL
Cowboys,9/25/21,Carlos Watkins,knee injury (out),Carlos,Watkins,2021,DAL,2021_Watkins_DAL
Cowboys,12/13/19,Leighton Vander Esch,neck injury (out),Leighton,Vander Esch,2019,DAL,2019_Vander Esch_DAL
Cowboys,10/4/19,Tyron Smith,ankle injury (out),Tyron,Smith,2019,DAL,2019_Smith_DAL
Cowboys,10/15/21,Dorance Armstrong Jr.,ankle injury (out),Dorance,Armstrong,2021,DAL,2021_Armstrong_DAL
Cowboys,9/20/19,Michael Gallup,knee injury (out),Michael,Gallup,2019,DAL,2019_Gallup_DAL
Cowboys,12/4/19,Jeff Heath,shoulder injury (out),Jeff,Heath,2019,DAL,2019_Heath_DAL
Cowboys,1/1/21,Leighton Vander Esch,ankle injury (out),Leighton,Vander Esch,2020,DAL,2020_Vander Esch_DAL
Cowboys,9/25/21,Dorance Armstrong Jr.,ankle injury (out),Dorance,Armstrong,2021,DAL,2021_Armstrong_DAL
Cowboys,10/1/21,Ty Nsekhe,illness (out),Ty,Nsekhe,2021,DAL,2021_Nsekhe_DAL
Cowboys,9/20/19,Antwaun Woods,knee injury (out),Antwaun,Woods,2019,DAL,2019_Woods_DAL
Cowboys,9/20/19,Tavon Austin,concussion (out),Tavon,Austin,2019,DAL,2019_Austin_DAL
Cowboys,10/18/19,Anthony Brown ,hamstring injury (out),Anthony,Brown,2019,DAL,2019_Brown_DAL
Cowboys,10/9/20,Joe Looney,knee injury (out),Joe,Looney,2020,DAL,2020_Looney_DAL
Cowboys,11/5/21,Blake Jarwin,hip injury (out),Blake,Jarwin,2021,DAL,2021_Jarwin_DAL
Cowboys,11/5/21,Tyron Smith,ankle injury (out),Tyron,Smith,2021,DAL,2021_Smith_DAL
Cowboys,11/15/19,Connor Williams,knee injury (out),Connor,Williams,2019,DAL,2019_Williams_DAL
Cowboys,12/27/19,Joe Thomas ,knee injury (out),Joe,Thomas,2019,DAL,2019_Thomas_DAL
Cowboys,10/8/21,Donovan Wilson,groin injury (out),Donovan,Wilson,2021,DAL,2021_Wilson_DAL
Cowboys,12/25/20,Rashard Robinson,knee injury (out),Rashard,Robinson,2020,DAL,2020_Robinson_DAL
Cowboys,10/8/21,Dorance Armstrong Jr.,ankle injury (out),Dorance,Armstrong,2021,DAL,2021_Armstrong_DAL
Cowboys,1/14/22,Keanu Neal,"chest, elbow injuries (out)",Keanu,Neal,2021,DAL,2021_Neal_DAL
Cowboys,10/23/20,Zack Martin,concussion (out),Zack,Martin,2020,DAL,2020_Martin_DAL
Cowboys,10/9/20,Tyron Smith,neck injury (out for season),Tyron,Smith,2020,DAL,2020_Smith_DAL
Cowboys,9/25/20,Chidobe Awuzie,hamstring injury (out),Chidobe,Awuzie,2020,DAL,2020_Awuzie_DAL
Cowboys,12/4/19,Leighton Vander Esch,neck injury (out),Leighton,Vander Esch,2019,DAL,2019_Vander Esch_DAL
Cowboys,9/13/19,Luke Gifford,ankle injury (out),Luke,Gifford,2019,DAL,2019_Gifford_DAL
Cowboys,9/27/19,Antwaun Woods,knee injury (out),Antwaun,Woods,2019,DAL,2019_Woods_DAL
Cowboys,12/25/20,Leighton Vander Esch,ankle injury (out),Leighton,Vander Esch,2020,DAL,2020_Vander Esch_DAL
Cowboys,11/20/20,Tyler Biadasz,hamstring injury (out),Tyler,Biadasz,2020,DAL,2020_Biadasz_DAL
Cowboys,12/1/21,Cedrick Wilson Jr. ,ankle injury (out),Cedrick,Wilson,2021,DAL,2021_Wilson_DAL
Cowboys,10/1/21,Donovan Wilson,groin injury (out),Donovan,Wilson,2021,DAL,2021_Wilson_DAL
Cowboys,10/23/20,Brandon Knight,knee injury (out),Brandon,Knight,2020,DAL,2020_Knight_DAL
Cowboys,10/1/21,Carlos Watkins,knee injury (out),Carlos,Watkins,2021,DAL,2021_Watkins_DAL
Cowboys,11/23/19,Leighton Vander Esch,neck injury (out),Leighton,Vander Esch,2019,DAL,2019_Vander Esch_DAL
Cowboys,12/25/20,Antwaun Woods,ankle injury (out),Antwaun,Woods,2020,DAL,2020_Woods_DAL
Cowboys,8/1/22,James Washington ,fractured fifth metatarsal in foot (out indefinitely),James,Washington,2022,DAL,2022_Washington_DAL
Cowboys,11/6/20,Chris Jones ,abdominal injury (out),Chris,Jones,2020,DAL,2020_Jones_DAL
Cowboys,11/27/19,Antwaun Woods,knee injury (out),Antwaun,Woods,2019,DAL,2019_Woods_DAL
Cowboys,11/27/19,Leighton Vander Esch,neck injury (out),Leighton,Vander Esch,2019,DAL,2019_Vander Esch_DAL
Cowboys,12/18/20,Deante Burton,shoulder injury (out),Deante,Burton,2020,DAL,2020_Burton_DAL
Cowboys,1/23/23,Tony Pollard,fractured fibula in left leg (out indefinitely),Tony,Pollard,2022,DAL,2022_Pollard_DAL
Cowboys,12/25/20,Xavier Woods ,rib injury (out),Xavier,Woods,2020,DAL,2020_Woods_DAL
Cowboys,9/17/21,Ty Nsekhe,illness (out),Ty,Nsekhe,2021,DAL,2021_Nsekhe_DAL
Cowboys,12/4/19,Antwaun Woods,knee injury (out),Antwaun,Woods,2019,DAL,2019_Woods_DAL
Dolphins,9/20/19,Reshad Jones,ankle injury (out),Reshad,Jones,2019,MIA,2019_Jones_MIA
Dolphins,10/30/21,Sheldrick Redwine,undisclosed (out),Sheldrick,Redwine,2021,MIA,2021_Redwine_MIA
Dolphins,9/13/19,Albert Wilson,hip injury (out),Albert,Wilson,2019,MIA,2019_Wilson_MIA
Dolphins,11/26/21,Elijah Campbell,"knee, toe injuries (out)",Elijah,Campbell,2021,MIA,2021_Campbell_MIA
Dolphins,11/26/21,Trill Williams,hamstring injury (out),Trill,Williams,2021,MIA,2021_Williams_MIA
Dolphins,10/26/19,Reshad Jones,chest injury (out),Reshad,Jones,2019,MIA,2019_Jones_MIA
Dolphins,9/23/20,Byron Jones ,groin injury (out),Byron,Jones,2020,MIA,2020_Jones_MIA
Dolphins,11/1/19,Kendarius Webster ,ankle injury (out),Kendarius,Webster,2019,MIA,2019_Webster_MIA
Dolphins,10/9/20,Durham Smythe,knee injury (out),Durham,Smythe,2020,MIA,2020_Smythe_MIA
Dolphins,9/27/19,Jomal Wiltz,groin injury (out),Jomal,Wiltz,2019,MIA,2019_Wiltz_MIA
Dolphins,12/11/20,Ereck Flowers,ankle injury (out),Ereck,Flowers,2020,MIA,2020_Flowers_MIA
Dolphins,10/18/19,Daniel Kilgore,knee injury (out),Daniel,Kilgore,2019,MIA,2019_Kilgore_MIA
Dolphins,11/27/20,Solomon Kindley,foot injury (out),Solomon,Kindley,2020,MIA,2020_Kindley_MIA
Dolphins,9/27/19,Jamal Perry,groin injury (out),Jamal,Perry,2019,MIA,2019_Perry_MIA
Dolphins,9/27/19,Allen Hurns,concussion (out),Allen,Hurns,2019,MIA,2019_Hurns_MIA
Dolphins,12/27/19,Jomal Wiltz,shoulder injury (out),Jomal,Wiltz,2019,MIA,2019_Wiltz_MIA
Dolphins,12/27/19,Jamal Perry,shoulder injury (out),Jamal,Perry,2019,MIA,2019_Perry_MIA
Dolphins,10/9/20,Shaq Lawson,shoulder injury (out),Shaq,Lawson,2020,MIA,2020_Lawson_MIA
Dolphins,10/30/21,Preston Williams,out,Preston,Williams,2021,MIA,2021_Williams_MIA
Dolphins,10/26/19,Daniel Kilgore,knee injury (out),Daniel,Kilgore,2019,MIA,2019_Kilgore_MIA
Dolphins,9/13/19,Reshad Jones,ankle injury (out),Reshad,Jones,2019,MIA,2019_Jones_MIA
Dolphins,12/25/20,Solomon Kindley,knee injury (out),Solomon,Kindley,2020,MIA,2020_Kindley_MIA
Dolphins,11/8/19,Kendarius Webster ,ankle injury (out),Kendarius,Webster,2019,MIA,2019_Webster_MIA
Dolphins,10/30/20,Jamal Perry,foot injury (out),Jamal,Perry,2020,MIA,2020_Perry_MIA
Dolphins,11/27/20,Salvon Ahmed,shoulder injury (out),Salvon,Ahmed,2020,MIA,2020_Ahmed_MIA
Dolphins,10/1/21,Michael Deiter,"foot, quadriceps injuries (out)",Michael,Deiter,2021,MIA,2021_Deiter_MIA
Dolphins,10/15/21,Xavien Howard,"groin, shoulder injuries (out)",Xavien,Howard,2021,MIA,2021_Howard_MIA
Dolphins,11/15/19,Kendarius Webster ,ankle injury (out),Kendarius,Webster,2019,MIA,2019_Webster_MIA
Dolphins,11/6/20,Matt Breida,hamstring injury (out),Matt,Breida,2020,MIA,2020_Breida_MIA
Dolphins,11/8/19,Reshad Jones,chest injury (out),Reshad,Jones,2019,MIA,2019_Jones_MIA
Dolphins,12/11/20,Salvon Ahmed,shoulder injury (out),Salvon,Ahmed,2020,MIA,2020_Ahmed_MIA
Dolphins,12/25/20,Shaq Lawson,shoulder injury (out),Shaq,Lawson,2020,MIA,2020_Lawson_MIA
Dolphins,10/18/19,Avery Moss,ankle injury (out),Avery,Moss,2019,MIA,2019_Moss_MIA
Dolphins,9/20/19,Albert Wilson,hip injury (out),Albert,Wilson,2019,MIA,2019_Wilson_MIA
Dolphins,10/15/21,DeVante Parker,"hamstring, shoulder injuries (out)",DeVante,Parker,2021,MIA,2021_Parker_MIA
Dolphins,11/26/21,Adam Shaheen,knee injury (out),Adam,Shaheen,2021,MIA,2021_Shaheen_MIA
Dolphins,9/24/21,Tua Tagovailoa,ribs injury (out),Tua,Tagovailoa,2021,MIA,2021_Tagovailoa_MIA
Dolphins,10/18/19,Reshad Jones,chest injury (out),Reshad,Jones,2019,MIA,2019_Jones_MIA
Dolphins,9/18/20,Elandon Roberts,concussion (out),Elandon,Roberts,2020,MIA,2020_Roberts_MIA
Eagles,1/1/21,Richard Rodgers ,ankle injury (out),Richard,Rodgers,2020,PHI,2020_Rodgers_PHI
Eagles,9/20/19,Tim Jernigan ,foot injury (out),Tim,Jernigan,2019,PHI,2019_Jernigan_PHI
Eagles,9/25/21,Jordan Mailata,knee injury (out),Jordan,Mailata,2021,PHI,2021_Mailata_PHI
Eagles,9/20/19,DeSean Jackson,abdominal injury (out),DeSean,Jackson,2019,PHI,2019_Jackson_PHI
Eagles,9/20/19,Jordan Mailata,back injury (out),Jordan,Mailata,2019,PHI,2019_Mailata_PHI
Eagles,10/16/20,Alshon Jeffery,foot injury (out),Alshon,Jeffery,2020,PHI,2020_Jeffery_PHI
Eagles,1/8/22,Miles Sanders,hand injury (out),Miles,Sanders,2021,PHI,2021_Sanders_PHI
Eagles,11/1/19,Nigel Bradham,ankle injury (out),Nigel,Bradham,2019,PHI,2019_Bradham_PHI
Eagles,12/27/19,Nelson Agholor,knee injury (out),Nelson,Agholor,2019,PHI,2019_Agholor_PHI
Eagles,12/20/19,Lane Johnson,ankle injury (out),Lane,Johnson,2019,PHI,2019_Johnson_PHI
Eagles,9/25/21,Rodney McLeod,knee injury (out),Rodney,McLeod,2021,PHI,2021_McLeod_PHI
Eagles,12/31/21,Miles Sanders,hand injury (out),Miles,Sanders,2021,PHI,2021_Sanders_PHI
Eagles,12/4/20,Johnathan Ford ,hamstring injury (out),Johnathan,Ford,2020,PHI,2020_Ford_PHI
Eagles,10/25/19,DeSean Jackson,abdominal injury (out),DeSean,Jackson,2019,PHI,2019_Jackson_PHI
Eagles,10/21/20,Zach Ertz,ankle injury (out),Zach,Ertz,2020,PHI,2020_Ertz_PHI
Eagles,1/1/21,Miles Sanders,knee injury (out),Miles,Sanders,2020,PHI,2020_Sanders_PHI
Eagles,1/1/21,Fletcher Cox,neck injury (out),Fletcher,Cox,2020,PHI,2020_Cox_PHI
Eagles,12/27/19,Zach Ertz,rib injury (out),Zach,Ertz,2019,PHI,2019_Ertz_PHI
Eagles,9/11/20,Javon Hargrave,pectoral injury (out),Javon,Hargrave,2020,PHI,2020_Hargrave_PHI
Eagles,9/11/20,Alshon Jeffery,foot injury (out),Alshon,Jeffery,2020,PHI,2020_Jeffery_PHI
Eagles,11/26/21,Jordan Howard,knee injury (out),Jordan,Howard,2021,PHI,2021_Howard_PHI
Eagles,9/13/19,Kamu Grugier-Hill,knee injury (out),Kamu,Grugier-Hill,2019,PHI,2019_Grugier-Hill_PHI
Eagles,11/15/19,Nigel Bradham,ankle injury (out),Nigel,Bradham,2019,PHI,2019_Bradham_PHI
Eagles,1/1/21,Derek Barnett,calf injury (out),Derek,Barnett,2020,PHI,2020_Barnett_PHI
Eagles,12/11/20,Jason Peters,toe injury (out),Jason,Peters,2020,PHI,2020_Peters_PHI
Eagles,10/4/19,Ronald Darby,hamstring injury (out),Ronald,Darby,2019,PHI,2019_Darby_PHI
Eagles,10/2/20,Trevor Williams,rib injury (out),Trevor,Williams,2020,PHI,2020_Williams_PHI
