game_id,num_plays
2022_10_DET_CHI,179
2022_10_HOU_NYG,182
2022_10_IND_LV,173
2022_10_JAX_KC,167
2022_10_LAC_SF,175
2022_10_MIN_BUF,215
2022_10_NO_PIT,171
2022_10_SEA_TB,166
2022_10_WAS_PHI,177
2022_11_CAR_BAL,171
2022_11_CHI_ATL,167
2022_11_CIN_PIT,199
2022_11_CLE_BUF,190
2022_11_DAL_MIN,175
2022_11_DET_NYG,185
2022_11_KC_LAC,177
2022_11_LAR_NO,170
2022_11_LV_DEN,179
2022_11_NYJ_NE,164
2022_11_PHI_IND,175
2022_11_SF_ARI,168
2022_11_TEN_GB,164
2022_11_WAS_HOU,168
2022_12_ATL_WAS,158
2022_12_BAL_JAX,182
2022_12_BUF_DET,189
2022_12_CHI_NYJ,159
2022_12_CIN_TEN,172
2022_12_DEN_CAR,172
2022_12_GB_PHI,178
2022_12_HOU_MIA,182
2022_12_LAR_KC,171
2022_12_LAC_ARI,177
2022_12_LV_SEA,194
2022_12_NE_MIN,174
2022_12_NO_SF,160
2022_12_NYG_DAL,184
2022_12_PIT_IND,173
2022_12_TB_CLE,201
2022_13_BUF_NE,168
2022_13_CLE_HOU,175
2022_13_DEN_BAL,170
2022_13_GB_CHI,172
2022_13_IND_DAL,183
2022_13_JAX_DET,173
2022_13_KC_CIN,166
2022_13_LAC_LV,184
2022_13_MIA_SF,180
2022_13_NO_TB,181
2022_13_NYJ_MIN,202
2022_13_PIT_ATL,163
2022_13_SEA_LAR,179
2022_13_TEN_PHI,180
2022_13_WAS_NYG,204
2022_14_BAL_PIT,151
2022_14_CAR_SEA,170
2022_14_CLE_CIN,180
2022_14_HOU_DAL,184
2022_14_JAX_TEN,183
2022_14_KC_DEN,190
2022_14_LV_LAR,166
2022_14_MIA_LAC,180
2022_14_MIN_DET,183
2022_14_NE_ARI,179
2022_14_NYJ_BUF,181
2022_14_PHI_NYG,176
2022_14_TB_SF,177
2022_15_ARI_DEN,179
2022_15_ATL_NO,170
2022_15_BAL_CLE,163
2022_15_CIN_TB,182
2022_15_DAL_JAX,198
2022_15_DET_NYJ,174
2022_15_IND_MIN,243
2022_15_KC_HOU,186
2022_15_LAR_GB,156
2022_15_MIA_BUF,188
2022_15_NE_LV,191
2022_15_NYG_WAS,171
2022_15_PHI_CHI,190
2022_15_PIT_CAR,158
2022_15_SF_SEA,172
2022_15_TEN_LAC,179
2022_16_ATL_BAL,158
2022_16_BUF_CHI,179
2022_16_CIN_NE,187
2022_16_DEN_LAR,172
2022_16_DET_CAR,181
2022_16_GB_MIA,162
2022_16_HOU_TEN,170
2022_16_JAX_NYJ,174
2022_16_LAC_IND,154
2022_16_LV_PIT,158
2022_16_NO_CLE,162
2022_16_NYG_MIN,187
2022_16_PHI_DAL,191
2022_16_SEA_KC,172
2022_16_TB_ARI,211
2022_16_WAS_SF,172
2022_17_ARI_ATL,182
2022_17_CAR_TB,195
2022_17_CHI_DET,168
2022_17_CLE_WAS,165
2022_17_DAL_TEN,184
2022_17_DEN_KC,172
2022_17_IND_NYG,156
2022_17_JAX_HOU,170
2022_17_LAR_LAC,150
2022_17_MIA_NE,181
2022_17_MIN_GB,168
2022_17_NO_PHI,170
2022_17_NYJ_SEA,187
2022_17_PIT_BAL,161
2022_17_SF_LV,187
2022_18_ARI_SF,155
2022_18_BAL_CIN,189
2022_18_CAR_NO,154
2022_18_CLE_PIT,177
2022_18_DAL_WAS,179
2022_18_DET_GB,167
2022_18_HOU_IND,185
2022_18_KC_LV,167
2022_18_LAR_SEA,187
2022_18_LAC_DEN,178
2022_18_MIN_CHI,184
2022_18_NE_BUF,166
2022_18_NYG_PHI,186
2022_18_NYJ_MIA,162
2022_18_TB_ATL,164
2022_18_TEN_JAX,167
2022_19_BAL_CIN,167
2022_19_DAL_TB,190
2022_19_LAC_JAX,191
2022_19_MIA_BUF,205
2022_19_NYG_MIN,169
2022_19_SEA_SF,176
2022_20_CIN_BUF,177
2022_20_DAL_SF,174
2022_20_JAX_KC,174
2022_20_NYG_PHI,167
2022_21_CIN_KC,181
2022_21_SF_PHI,157
2022_22_PHI_KC,178
