Team,Date,Relinquished,Notes,first_name,last_name,season,team_abbreviation,player_id
Colts,2019-10-04,Tyquan Lewis,ankle injury (out),Tyquan,Lewis,2019,IND,2019_Lewis_IND
Colts,2021-10-22,Julian Blackmon,Achilles injury (out),Julian,Blackmon,2021,IND,2021_Blackmon_IND
Colts,2021-10-29,Thakarius Keyes ,hamstring injury (out),Thakarius,Keyes,2021,IND,2021_Keyes_IND
Colts,2019-11-08,Parris Campbell,hand injury (out),Parris,Campbell,2019,IND,2019_Campbell_IND
Colts,2019-12-06,Adam Vinatieri,left knee injury (out),Adam,Vinatieri,2019,IND,2019_Vinatieri_IND
Colts,2019-10-04,Malik Hooker,knee injury (out),Malik,Hooker,2019,IND,2019_Hooker_IND
Colts,2021-10-15,Andrew Sendejo,concussion (out),Andrew,Sendejo,2021,IND,2021_Sendejo_IND
Colts,2021-09-24,Braden Smith,"foot, thumb injuries (out)",Braden,Smith,2021,IND,2021_Smith_IND
Colts,2021-01-01,Rock Ya-Sin,concussion (out),Rock,Ya-Sin,2020,IND,2020_Ya-Sin_IND
Colts,2020-12-11,Rigoberto Sanchez,illness (out),Rigoberto,Sanchez,2020,IND,2020_Sanchez_IND
Colts,2019-12-20,Kenny Moore II,ankle injury (out),Kenny,Moore,2019,IND,2019_Moore_IND
Colts,2021-01-01,Khari Willis,concussion (out),Khari,Willis,2020,IND,2020_Willis_IND
Colts,2019-09-13,Jabaal Sheard,knee injury (out),Jabaal,Sheard,2019,IND,2019_Sheard_IND
Colts,2020-12-04,Rigoberto Sanchez,illness (out),Rigoberto,Sanchez,2020,IND,2020_Sanchez_IND
Colts,2019-10-04,Parris Campbell,abdominal injury (out),Parris,Campbell,2019,IND,2019_Campbell_IND
Colts,2019-11-15,Parris Campbell,hand injury (out),Parris,Campbell,2019,IND,2019_Campbell_IND
Colts,2019-09-20,Jabaal Sheard,knee injury (out),Jabaal,Sheard,2019,IND,2019_Sheard_IND
Colts,2020-11-27,Bobby Okereke,ankle injury (out),Bobby,Okereke,2020,IND,2020_Okereke_IND
Colts,2020-10-09,Darius Leonard ,groin injury (out),Darius,Leonard,2020,IND,2020_Leonard_IND
Colts,2019-11-20,Shakial Taylor,ankle injury (out),Shakial,Taylor,2019,IND,2019_Taylor_IND
Colts,2019-11-20,Khari Willis,concussion (out),Khari,Willis,2019,IND,2019_Willis_IND
Colts,2021-11-03,T.Y. Hilton,concussion (out),T.Y.,Hilton,2021,IND,2021_Hilton_IND
Colts,2020-12-04,Khari Willis,back injury (out),Khari,Willis,2020,IND,2020_Willis_IND
Colts,2019-10-04,Clayton Geathers,concussion (out),Clayton,Geathers,2019,IND,2019_Geathers_IND
Colts,2019-09-13,Jonathan Williams ,rib injury (out),Jonathan,Williams,2019,IND,2019_Williams_IND
Colts,2019-11-20,Marlon Mack,hand injury (out),Marlon,Mack,2019,IND,2019_Mack_IND
Colts,2019-09-20,Darius Leonard ,concussion (out),Darius,Leonard,2019,IND,2019_Leonard_IND
Colts,2019-11-15,T.Y. Hilton,calf injury (out),T.Y.,Hilton,2019,IND,2019_Hilton_IND
Colts,2021-01-01,Will Holden,ankle injury (out),Will,Holden,2020,IND,2020_Holden_IND
Colts,2019-10-04,Darius Leonard ,concussion (out),Darius,Leonard,2019,IND,2019_Leonard_IND
Colts,2019-10-18,Kenny Moore II,knee injury (out),Kenny,Moore,2019,IND,2019_Moore_IND
Colts,2019-11-01,T.Y. Hilton,calf injury (out),T.Y.,Hilton,2019,IND,2019_Hilton_IND
Colts,2021-10-15,Jordan Wilkins,illness (out),Jordan,Wilkins,2021,IND,2021_Wilkins_IND
Colts,2021-10-01,Braden Smith,"foot, thumb injuries (out)",Braden,Smith,2021,IND,2021_Smith_IND
Colts,2021-10-22,Jordan Wilkins,illness (out),Jordan,Wilkins,2021,IND,2021_Wilkins_IND
Colts,2019-11-20,Parris Campbell,hand injury (out),Parris,Campbell,2019,IND,2019_Campbell_IND
Colts,2021-10-01,Kwity Paye,hamstring injury (out),Kwity,Paye,2021,IND,2021_Paye_IND
Colts,2022-01-07,Xavier Rhodes,hamstring injury (out),Xavier,Rhodes,2021,IND,2021_Rhodes_IND
Colts,2021-11-12,Xavier Rhodes,calf injury (out),Xavier,Rhodes,2021,IND,2021_Rhodes_IND
Colts,2020-11-06,Ashton Dulin,knee injury (out),Ashton,Dulin,2020,IND,2020_Dulin_IND
Colts,2020-10-09,Anthony Castonzo,rib injury (out),Anthony,Castonzo,2020,IND,2020_Castonzo_IND
Colts,2019-09-27,Tyquan Lewis,ankle injury (out),Tyquan,Lewis,2019,IND,2019_Lewis_IND
Colts,2021-10-01,Quenton Nelson,"ankle, knee injuries (out)",Quenton,Nelson,2021,IND,2021_Nelson_IND
Colts,2020-10-02,Michael Pittman Jr.,calf injury (out),Michael,Pittman,2020,IND,2020_Pittman_IND
Colts,2019-09-27,Malik Hooker,knee injury (out),Malik,Hooker,2019,IND,2019_Hooker_IND
Colts,2019-10-18,Parris Campbell,abdominal injury (out),Parris,Campbell,2019,IND,2019_Campbell_IND
Colts,2019-12-14,Kenny Moore II,ankle injury (out),Kenny,Moore,2019,IND,2019_Moore_IND
Colts,2021-09-10,Kemoko Turay,groin injury (out),Kemoko,Turay,2021,IND,2021_Turay_IND
Colts,2021-10-01,Khari Willis,"ankle, groin injuries (out)",Khari,Willis,2021,IND,2021_Willis_IND
Colts,2021-10-01,Rock Ya-Sin,ankle injury (out),Rock,Ya-Sin,2021,IND,2021_Ya-Sin_IND
Colts,2021-12-25,Andrew Sendejo,concussion (out),Andrew,Sendejo,2021,IND,2021_Sendejo_IND
Colts,2020-12-25,Marcus Johnson ,quadriceps injury (out),Marcus,Johnson,2020,IND,2020_Johnson_IND
Colts,2021-10-22,Braden Smith,"foot, thumb injuries (out)",Braden,Smith,2021,IND,2021_Smith_IND
Colts,2019-10-18,Tyquan Lewis,ankle injury (out),Tyquan,Lewis,2019,IND,2019_Lewis_IND
Colts,2019-12-20,Denico Autry,concussion (out),Denico,Autry,2019,IND,2019_Autry_IND
Colts,2020-09-18,Jack Doyle,ankle injury (out),Jack,Doyle,2020,IND,2020_Doyle_IND
Colts,2020-11-11,Jack Doyle,concussion (out),Jack,Doyle,2020,IND,2020_Doyle_IND
Colts,2021-11-03,Khari Willis,calf injury (out),Khari,Willis,2021,IND,2021_Willis_IND
Colts,2021-10-15,Rodrigo Blankenship,right hip injury (out),Rodrigo,Blankenship,2021,IND,2021_Blankenship_IND
Colts,2020-10-02,Travis Carrie ,hamstring injury (out),Travis,Carrie,2020,IND,2020_Carrie_IND
Colts,2021-09-10,Eric Fisher,Achilles injury (out),Eric,Fisher,2021,IND,2021_Fisher_IND
Colts,2019-09-27,Darius Leonard ,concussion (out),Darius,Leonard,2019,IND,2019_Leonard_IND
Colts,2020-09-25,Rock Ya-Sin,illness (out),Rock,Ya-Sin,2020,IND,2020_Ya-Sin_IND
Colts,2021-12-23,Andrew Sendejo,concussion (out),Andrew,Sendejo,2021,IND,2021_Sendejo_IND
Colts,2021-10-15,Kemoko Turay,groin injury (out),Kemoko,Turay,2021,IND,2021_Turay_IND
Colts,2021-10-09,Braden Smith,"foot, thumb injuries (out)",Braden,Smith,2021,IND,2021_Smith_IND
Colts,2021-10-09,Jordan Wilkins,illness (out),Jordan,Wilkins,2021,IND,2021_Wilkins_IND
Colts,2021-09-10,Xavier Rhodes,calf injury (out),Xavier,Rhodes,2021,IND,2021_Rhodes_IND
Colts,2019-12-27,Jordan Wilkins,ankle injury (out),Jordan,Wilkins,2019,IND,2019_Wilkins_IND
Colts,2021-10-09,Rock Ya-Sin,ankle injury (out),Rock,Ya-Sin,2021,IND,2021_Ya-Sin_IND
Colts,2021-10-09,Kwity Paye,hamstring injury (out),Kwity,Paye,2021,IND,2021_Paye_IND
Colts,2019-12-27,Quincy Wilson ,shoulder injury (out),Quincy,Wilson,2019,IND,2019_Wilson_IND
Colts,2021-10-22,Rock Ya-Sin,ankle injury (out),Rock,Ya-Sin,2021,IND,2021_Ya-Sin_IND
Colts,2020-09-25,Matthew Adams ,ankle injury (out),Matthew,Adams,2020,IND,2020_Adams_IND
Colts,2021-12-16,Antwaun Woods,calf injury (out),Antwaun,Woods,2021,IND,2021_Woods_IND
Commanders,2022-09-11,Kamren Curl,thumb injury (out),Kamren,Curl,2022,WAS,2022_Curl_WAS
Commanders,2023-01-06,Antonio Gibson ,surgery on foot (out indefinitely) (date approximate),Antonio,Gibson,2022,WAS,2022_Gibson_WAS
Commanders,2022-10-17,Carson Wentz,surgery on right ring finger to repair fracture (out indefinitely),Carson,Wentz,2022,WAS,2022_Wentz_WAS
Cowboys,2019-09-13,Tavon Austin,concussion (out),Tavon,Austin,2019,DAL,2019_Austin_DAL
Cowboys,2019-12-20,Leighton Vander Esch,neck injury (out),Leighton,Esch,2019,DAL,2019_Esch_DAL
Cowboys,2019-11-08,Cameron Fleming,calf injury (out),Cameron,Fleming,2019,DAL,2019_Fleming_DAL
Cowboys,2019-09-27,Tyrone Crawford,hip injury (out),Tyrone,Crawford,2019,DAL,2019_Crawford_DAL
Cowboys,2021-10-01,Dorance Armstrong Jr.,ankle injury (out),Dorance,Armstrong,2021,DAL,2021_Armstrong_DAL
Cowboys,2022-09-11,Dak Prescott,right thumb injury (out indefinitely),Dak,Prescott,2022,DAL,2022_Prescott_DAL
Cowboys,2019-09-20,Luke Gifford,ankle injury (out),Luke,Gifford,2019,DAL,2019_Gifford_DAL
Cowboys,2021-12-24,Tyron Smith,ankle injury (out),Tyron,Smith,2021,DAL,2021_Smith_DAL
Cowboys,2019-09-20,Tyrone Crawford,hip injury (out),Tyrone,Crawford,2019,DAL,2019_Crawford_DAL
Cowboys,2021-09-25,Ty Nsekhe,illness (out),Ty,Nsekhe,2021,DAL,2021_Nsekhe_DAL
Cowboys,2021-11-12,Tyron Smith,ankle injury (out),Tyron,Smith,2021,DAL,2021_Smith_DAL
Cowboys,2019-09-27,Michael Gallup,knee injury (out),Michael,Gallup,2019,DAL,2019_Gallup_DAL
Cowboys,2022-09-12,Dak Prescott,surgery on right thumb (out indefinitely),Dak,Prescott,2022,DAL,2022_Prescott_DAL
Cowboys,2020-09-11,Jourdan Lewis,ankle injury (out),Jourdan,Lewis,2020,DAL,2020_Lewis_DAL
Cowboys,2021-12-17,Tyron Smith,ankle injury (out),Tyron,Smith,2021,DAL,2021_Smith_DAL
Cowboys,2021-01-01,Rashard Robinson,knee injury (out),Rashard,Robinson,2020,DAL,2020_Robinson_DAL
Cowboys,2019-11-02,Cameron Fleming,calf injury (out),Cameron,Fleming,2019,DAL,2019_Fleming_DAL
Cowboys,2021-09-25,Carlos Watkins,knee injury (out),Carlos,Watkins,2021,DAL,2021_Watkins_DAL
Cowboys,2019-12-13,Leighton Vander Esch,neck injury (out),Leighton,Esch,2019,DAL,2019_Esch_DAL
Cowboys,2019-10-04,Tyron Smith,ankle injury (out),Tyron,Smith,2019,DAL,2019_Smith_DAL
Cowboys,2021-10-15,Dorance Armstrong Jr.,ankle injury (out),Dorance,Armstrong,2021,DAL,2021_Armstrong_DAL
Cowboys,2019-09-20,Michael Gallup,knee injury (out),Michael,Gallup,2019,DAL,2019_Gallup_DAL
Cowboys,2019-12-04,Jeff Heath,shoulder injury (out),Jeff,Heath,2019,DAL,2019_Heath_DAL
Cowboys,2021-01-01,Leighton Vander Esch,ankle injury (out),Leighton,Esch,2020,DAL,2020_Esch_DAL
Cowboys,2021-09-25,Dorance Armstrong Jr.,ankle injury (out),Dorance,Armstrong,2021,DAL,2021_Armstrong_DAL
Cowboys,2021-10-01,Ty Nsekhe,illness (out),Ty,Nsekhe,2021,DAL,2021_Nsekhe_DAL
Cowboys,2019-09-20,Antwaun Woods,knee injury (out),Antwaun,Woods,2019,DAL,2019_Woods_DAL
Cowboys,2019-09-20,Tavon Austin,concussion (out),Tavon,Austin,2019,DAL,2019_Austin_DAL
Cowboys,2019-10-18,Anthony Brown ,hamstring injury (out),Anthony,Brown,2019,DAL,2019_Brown_DAL
Cowboys,2020-10-09,Joe Looney,knee injury (out),Joe,Looney,2020,DAL,2020_Looney_DAL
Cowboys,2021-11-05,Blake Jarwin,hip injury (out),Blake,Jarwin,2021,DAL,2021_Jarwin_DAL
Cowboys,2021-11-05,Tyron Smith,ankle injury (out),Tyron,Smith,2021,DAL,2021_Smith_DAL
Cowboys,2019-11-15,Connor Williams,knee injury (out),Connor,Williams,2019,DAL,2019_Williams_DAL
Cowboys,2019-12-27,Joe Thomas ,knee injury (out),Joe,Thomas,2019,DAL,2019_Thomas_DAL
Cowboys,2021-10-08,Donovan Wilson,groin injury (out),Donovan,Wilson,2021,DAL,2021_Wilson_DAL
Cowboys,2020-12-25,Rashard Robinson,knee injury (out),Rashard,Robinson,2020,DAL,2020_Robinson_DAL
Cowboys,2021-10-08,Dorance Armstrong Jr.,ankle injury (out),Dorance,Armstrong,2021,DAL,2021_Armstrong_DAL
Cowboys,2022-01-14,Keanu Neal,"chest, elbow injuries (out)",Keanu,Neal,2021,DAL,2021_Neal_DAL
Cowboys,2020-10-23,Zack Martin,concussion (out),Zack,Martin,2020,DAL,2020_Martin_DAL
Cowboys,2020-10-09,Tyron Smith,neck injury (out for season),Tyron,Smith,2020,DAL,2020_Smith_DAL
Cowboys,2020-09-25,Chidobe Awuzie,hamstring injury (out),Chidobe,Awuzie,2020,DAL,2020_Awuzie_DAL
Cowboys,2019-12-04,Leighton Vander Esch,neck injury (out),Leighton,Esch,2019,DAL,2019_Esch_DAL
Cowboys,2019-09-13,Luke Gifford,ankle injury (out),Luke,Gifford,2019,DAL,2019_Gifford_DAL
Cowboys,2019-09-27,Antwaun Woods,knee injury (out),Antwaun,Woods,2019,DAL,2019_Woods_DAL
Cowboys,2020-12-25,Leighton Vander Esch,ankle injury (out),Leighton,Esch,2020,DAL,2020_Esch_DAL
Cowboys,2020-11-20,Tyler Biadasz,hamstring injury (out),Tyler,Biadasz,2020,DAL,2020_Biadasz_DAL
Cowboys,2021-12-01,Cedrick Wilson Jr. ,ankle injury (out),Cedrick,Wilson,2021,DAL,2021_Wilson_DAL
Cowboys,2021-10-01,Donovan Wilson,groin injury (out),Donovan,Wilson,2021,DAL,2021_Wilson_DAL
Cowboys,2020-10-23,Brandon Knight,knee injury (out),Brandon,Knight,2020,DAL,2020_Knight_DAL
Cowboys,2021-10-01,Carlos Watkins,knee injury (out),Carlos,Watkins,2021,DAL,2021_Watkins_DAL
Cowboys,2019-11-23,Leighton Vander Esch,neck injury (out),Leighton,Esch,2019,DAL,2019_Esch_DAL
Cowboys,2020-12-25,Antwaun Woods,ankle injury (out),Antwaun,Woods,2020,DAL,2020_Woods_DAL
Cowboys,2022-08-01,James Washington ,fractured fifth metatarsal in foot (out indefinitely),James,Washington,2022,DAL,2022_Washington_DAL
Cowboys,2020-11-06,Chris Jones ,abdominal injury (out),Chris,Jones,2020,DAL,2020_Jones_DAL
Cowboys,2019-11-27,Antwaun Woods,knee injury (out),Antwaun,Woods,2019,DAL,2019_Woods_DAL
Cowboys,2019-11-27,Leighton Vander Esch,neck injury (out),Leighton,Esch,2019,DAL,2019_Esch_DAL
Cowboys,2020-12-18,Deante Burton,shoulder injury (out),Deante,Burton,2020,DAL,2020_Burton_DAL
Cowboys,2023-01-23,Tony Pollard,fractured fibula in left leg (out indefinitely),Tony,Pollard,2022,DAL,2022_Pollard_DAL
Cowboys,2020-12-25,Xavier Woods ,rib injury (out),Xavier,Woods,2020,DAL,2020_Woods_DAL
Cowboys,2021-09-17,Ty Nsekhe,illness (out),Ty,Nsekhe,2021,DAL,2021_Nsekhe_DAL
Cowboys,2019-12-04,Antwaun Woods,knee injury (out),Antwaun,Woods,2019,DAL,2019_Woods_DAL
Dolphins,2019-09-20,Reshad Jones,ankle injury (out),Reshad,Jones,2019,MIA,2019_Jones_MIA
Dolphins,2021-10-30,Sheldrick Redwine,undisclosed (out),Sheldrick,Redwine,2021,MIA,2021_Redwine_MIA
Dolphins,2019-09-13,Albert Wilson,hip injury (out),Albert,Wilson,2019,MIA,2019_Wilson_MIA
Dolphins,2021-11-26,Elijah Campbell,"knee, toe injuries (out)",Elijah,Campbell,2021,MIA,2021_Campbell_MIA
Dolphins,2021-11-26,Trill Williams,hamstring injury (out),Trill,Williams,2021,MIA,2021_Williams_MIA
Dolphins,2019-10-26,Reshad Jones,chest injury (out),Reshad,Jones,2019,MIA,2019_Jones_MIA
Dolphins,2020-09-23,Byron Jones ,groin injury (out),Byron,Jones,2020,MIA,2020_Jones_MIA
Dolphins,2019-11-01,Kendarius Webster ,ankle injury (out),Kendarius,Webster,2019,MIA,2019_Webster_MIA
Dolphins,2020-10-09,Durham Smythe,knee injury (out),Durham,Smythe,2020,MIA,2020_Smythe_MIA
Dolphins,2019-09-27,Jomal Wiltz,groin injury (out),Jomal,Wiltz,2019,MIA,2019_Wiltz_MIA
Dolphins,2020-12-11,Ereck Flowers,ankle injury (out),Ereck,Flowers,2020,MIA,2020_Flowers_MIA
Dolphins,2019-10-18,Daniel Kilgore,knee injury (out),Daniel,Kilgore,2019,MIA,2019_Kilgore_MIA
Dolphins,2020-11-27,Solomon Kindley,foot injury (out),Solomon,Kindley,2020,MIA,2020_Kindley_MIA
Dolphins,2019-09-27,Jamal Perry,groin injury (out),Jamal,Perry,2019,MIA,2019_Perry_MIA
Dolphins,2019-09-27,Allen Hurns,concussion (out),Allen,Hurns,2019,MIA,2019_Hurns_MIA
Dolphins,2019-12-27,Jomal Wiltz,shoulder injury (out),Jomal,Wiltz,2019,MIA,2019_Wiltz_MIA
Dolphins,2019-12-27,Jamal Perry,shoulder injury (out),Jamal,Perry,2019,MIA,2019_Perry_MIA
Dolphins,2020-10-09,Shaq Lawson,shoulder injury (out),Shaq,Lawson,2020,MIA,2020_Lawson_MIA
Dolphins,2021-10-30,Preston Williams,out,Preston,Williams,2021,MIA,2021_Williams_MIA
Dolphins,2019-10-26,Daniel Kilgore,knee injury (out),Daniel,Kilgore,2019,MIA,2019_Kilgore_MIA
Dolphins,2019-09-13,Reshad Jones,ankle injury (out),Reshad,Jones,2019,MIA,2019_Jones_MIA
Dolphins,2020-12-25,Solomon Kindley,knee injury (out),Solomon,Kindley,2020,MIA,2020_Kindley_MIA
Dolphins,2019-11-08,Kendarius Webster ,ankle injury (out),Kendarius,Webster,2019,MIA,2019_Webster_MIA
Dolphins,2020-10-30,Jamal Perry,foot injury (out),Jamal,Perry,2020,MIA,2020_Perry_MIA
Dolphins,2020-11-27,Salvon Ahmed,shoulder injury (out),Salvon,Ahmed,2020,MIA,2020_Ahmed_MIA
Dolphins,2021-10-01,Michael Deiter,"foot, quadriceps injuries (out)",Michael,Deiter,2021,MIA,2021_Deiter_MIA
Dolphins,2021-10-15,Xavien Howard,"groin, shoulder injuries (out)",Xavien,Howard,2021,MIA,2021_Howard_MIA
Dolphins,2019-11-15,Kendarius Webster ,ankle injury (out),Kendarius,Webster,2019,MIA,2019_Webster_MIA
Dolphins,2020-11-06,Matt Breida,hamstring injury (out),Matt,Breida,2020,MIA,2020_Breida_MIA
Dolphins,2019-11-08,Reshad Jones,chest injury (out),Reshad,Jones,2019,MIA,2019_Jones_MIA
Dolphins,2020-12-11,Salvon Ahmed,shoulder injury (out),Salvon,Ahmed,2020,MIA,2020_Ahmed_MIA
Dolphins,2020-12-25,Shaq Lawson,shoulder injury (out),Shaq,Lawson,2020,MIA,2020_Lawson_MIA
Dolphins,2019-10-18,Avery Moss,ankle injury (out),Avery,Moss,2019,MIA,2019_Moss_MIA
Dolphins,2019-09-20,Albert Wilson,hip injury (out),Albert,Wilson,2019,MIA,2019_Wilson_MIA
Dolphins,2021-10-15,DeVante Parker,"hamstring, shoulder injuries (out)",DeVante,Parker,2021,MIA,2021_Parker_MIA
Dolphins,2021-11-26,Adam Shaheen,knee injury (out),Adam,Shaheen,2021,MIA,2021_Shaheen_MIA
Dolphins,2021-09-24,Tua Tagovailoa,ribs injury (out),Tua,Tagovailoa,2021,MIA,2021_Tagovailoa_MIA
Dolphins,2019-10-18,Reshad Jones,chest injury (out),Reshad,Jones,2019,MIA,2019_Jones_MIA
Dolphins,2020-09-18,Elandon Roberts,concussion (out),Elandon,Roberts,2020,MIA,2020_Roberts_MIA
Eagles,2021-01-01,Richard Rodgers ,ankle injury (out),Richard,Rodgers,2020,PHI,2020_Rodgers_PHI
Eagles,2019-09-20,Tim Jernigan ,foot injury (out),Tim,Jernigan,2019,PHI,2019_Jernigan_PHI
Eagles,2021-09-25,Jordan Mailata,knee injury (out),Jordan,Mailata,2021,PHI,2021_Mailata_PHI
Eagles,2019-09-20,DeSean Jackson,abdominal injury (out),DeSean,Jackson,2019,PHI,2019_Jackson_PHI
Eagles,2019-09-20,Jordan Mailata,back injury (out),Jordan,Mailata,2019,PHI,2019_Mailata_PHI
Eagles,2020-10-16,Alshon Jeffery,foot injury (out),Alshon,Jeffery,2020,PHI,2020_Jeffery_PHI
Eagles,2022-01-08,Miles Sanders,hand injury (out),Miles,Sanders,2021,PHI,2021_Sanders_PHI
Eagles,2019-11-01,Nigel Bradham,ankle injury (out),Nigel,Bradham,2019,PHI,2019_Bradham_PHI
Eagles,2019-12-27,Nelson Agholor,knee injury (out),Nelson,Agholor,2019,PHI,2019_Agholor_PHI
Eagles,2019-12-20,Lane Johnson,ankle injury (out),Lane,Johnson,2019,PHI,2019_Johnson_PHI
Eagles,2021-09-25,Rodney McLeod,knee injury (out),Rodney,McLeod,2021,PHI,2021_McLeod_PHI
Eagles,2021-12-31,Miles Sanders,hand injury (out),Miles,Sanders,2021,PHI,2021_Sanders_PHI
Eagles,2020-12-04,Johnathan Ford ,hamstring injury (out),Johnathan,Ford,2020,PHI,2020_Ford_PHI
Eagles,2019-10-25,DeSean Jackson,abdominal injury (out),DeSean,Jackson,2019,PHI,2019_Jackson_PHI
Eagles,2020-10-21,Zach Ertz,ankle injury (out),Zach,Ertz,2020,PHI,2020_Ertz_PHI
Eagles,2021-01-01,Miles Sanders,knee injury (out),Miles,Sanders,2020,PHI,2020_Sanders_PHI
Eagles,2021-01-01,Fletcher Cox,neck injury (out),Fletcher,Cox,2020,PHI,2020_Cox_PHI
Eagles,2019-12-27,Zach Ertz,rib injury (out),Zach,Ertz,2019,PHI,2019_Ertz_PHI
Eagles,2020-09-11,Javon Hargrave,pectoral injury (out),Javon,Hargrave,2020,PHI,2020_Hargrave_PHI
Eagles,2020-09-11,Alshon Jeffery,foot injury (out),Alshon,Jeffery,2020,PHI,2020_Jeffery_PHI
Eagles,2021-11-26,Jordan Howard,knee injury (out),Jordan,Howard,2021,PHI,2021_Howard_PHI
Eagles,2019-09-13,Kamu Grugier-Hill,knee injury (out),Kamu,Grugier-Hill,2019,PHI,2019_Grugier-Hill_PHI
Eagles,2019-11-15,Nigel Bradham,ankle injury (out),Nigel,Bradham,2019,PHI,2019_Bradham_PHI
Eagles,2021-01-01,Derek Barnett,calf injury (out),Derek,Barnett,2020,PHI,2020_Barnett_PHI
Eagles,2020-12-11,Jason Peters,toe injury (out),Jason,Peters,2020,PHI,2020_Peters_PHI
