game_id,home_team,away_team,season_type,week,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,qtr,down,time,yrdln,ydstogo,desc,injured_player,injured_team,Contact/ non-contact,injury area,player role
2019_01_ATL_MIN,MIN,ATL,REG,1,ATL,away,MIN,ATL,55,43716,33,33,1833,Half1,2,2,0.022916667,ATL 45,10,(:33) (Shotgun) 2-M.Ryan pass short middle to 83-R.Gage to MIN 42 for 13 yards (22-H.Smith; 29-X.Rhodes). ATL-83-R.Gage was injured during the play.,R.Gage,ATL-83,contact,head/neck,ball carrier
2019_01_ATL_MIN,MIN,ATL,REG,1,MIN,home,ATL,MIN,51,43716,448,448,2248,Half1,2,3,0.311111111,MIN 49,7,"(7:28) (Shotgun) 8-K.Cousins pass incomplete short left to 14-S.Diggs. ATL-98-T.McKinley was injured during the play. PENALTY on ATL-59-D.Campbell, Defensive Holding, 5 yards, enforced at MIN 49 - No Play.",T.McKinley,ATL-98,contact,knee,pass rusher
2019_01_ATL_MIN,MIN,ATL,REG,1,ATL,away,MIN,MIN,34,43716,120,120,1920,Half1,2,3,0.083333333,MIN 34,6,"(2:00) (Shotgun) 2-M.Ryan pass short middle to 12-M.Sanu to MIN 28 for 6 yards (20-Mac.Alexander). MIN-20-Mac.Alexander was injured during the play. PENALTY on ATL-77-J.Carpenter, Offensive Holding, 10 yards, enforced at MIN 34 - No Play.",Mac.Alexander,MIN-20,contact,upper body,pass defender
2019_01_BAL_MIA,MIA,BAL,REG,1,MIA,home,BAL,MIA,75,43716,510,1410,3210,Half1,1,2,0.354166667,MIA 25,10,(8:30) (Shotgun) 14-R.Fitzpatrick pass short left to 27-K.Ballage to MIA 38 for 13 yards (29-E.Thomas). BAL-22-J.Smith was injured during the play.,J.Smith,BAL-22,contact,knee,tackler
2019_01_BAL_MIA,MIA,BAL,REG,1,BAL,away,MIA,MIA,15,43716,727,727,727,Half2,4,2,0.504861111,MIA 15,5,(12:07) (Shotgun) 35-G.Edwards right guard to MIA 5 for 10 yards (28-B.McCain). MIA-28-B.McCain was injured during the play.,B.McCain,MIA-28,contact,upper body,tackler
2019_01_BAL_MIA,MIA,BAL,REG,1,MIA,home,BAL,MIA,75,43716,489,489,489,Half2,4,4,0.339583333,MIA 25,15,"(8:09) (Punt formation) 2-M.Haack punts 54 yards to BAL 21, Center-46-T.Pepper, downed by MIA-47-V.Biegel. MIA-52-R.McMillan was injured during the play.",R.McMillan,MIA-52,unknown,unknown,unkown
2019_01_BUF_NYJ,NYJ,BUF,REG,1,NYJ,home,BUF,NYJ,95,43716,372,1272,3072,Half1,1,1,0.258333333,NYJ 5,10,"(6:12) 26-L.Bell right tackle to NYJ 8 for 3 yards (58-M.Milano). NYJ-81-Q.Enunwa was injured during the play. PENALTY on NYJ-67-B.Winters, Offensive Holding, 2 yards, enforced at NYJ 5 - No Play.",Q.Enunwa,NYJ-81,contact,upper body,run blocker
2019_01_BUF_NYJ,NYJ,BUF,REG,1,BUF,away,NYJ,BUF,64,43716,267,267,267,Half2,4,2,0.185416667,BUF 36,10,(4:27) (Shotgun) 17-J.Allen pass deep right to 11-Z.Jones to NYJ 44 for 20 yards (22-T.Johnson). NYJ-34-B.Poole was injured during the play.,B.Poole,NYJ-34,non contact,lower body,AFP
2019_01_CIN_SEA,SEA,CIN,REG,1,SEA,home,CIN,SEA,79,43716,684,1584,3384,Half1,1,2,0.475,SEA 21,9,(11:24) 3-R.Wilson pass incomplete deep left [97-G.Atkins]. SEA-68-J.Britt was injured during the play.,J.Britt,SEA-68,contact,knee,pass blocker
2019_01_CIN_SEA,SEA,CIN,REG,1,CIN,away,SEA,CIN,55,43716,20,20,1820,Half1,2,1,0.013888889,CIN 45,10,(:20) (Shotgun) 14-A.Dalton pass incomplete short left to 11-J.Ross III. SEA-28-U.Amadi was injured during the play.,U.Amadi,SEA-28,contact,upper body,AFP
2019_01_DEN_OAK,LV,DEN,REG,1,DEN,away,LV,DEN,51,43717,58,58,1858,Half1,2,1,0.040277778,DEN 49,10,"(:58) (No Huddle, Shotgun) 5-J.Flacco pass short middle to 28-R.Freeman to OAK 46 for 5 yards (55-V.Burfict). DEN-14-C.Sutton was injured during the play. His return is Questionable.",C.Sutton,DEN-14,contact,head/neck,pass reciever
2019_01_DEN_OAK,LV,DEN,REG,1,DEN,away,LV,DEN,53,43717,313,1213,1213,Half2,3,1,0.217361111,DEN 47,10,"(5:13) (Shotgun) 28-R.Freeman right tackle pushed ob at OAK 27 for 26 yards (24-J.Abram; 21-G.Conley). OAK-21-G.Conley was injured during the play. He is Out. PENALTY on OAK-24-J.Abram, Lowering the Head to Initiate Contact, 14 yards, enforced at OAK 27.",G.Conley,OAK-21,contact,head/neck,tackler
2019_01_DEN_OAK,LV,DEN,REG,1,DEN,away,LV,LV,31,43717,844,844,2644,Half1,2,1,0.586111111,LV 31,10,"(14:04) 30-P.Lindsay left tackle to OAK 27 for 4 yards (24-J.Abram). DEN-70-J.James was injured during the play. His return is Questionable. PENALTY on DEN-65-R.Leary, Offensive Holding, 10 yards, enforced at OAK 31 - No Play.",J.James,DEN-70,contact,knee,pass blocker
2019_01_DET_ARI,ARI,DET,REG,1,ARI,home,DET,DET,38,43716,120,120,120,Half2,4,1,0.083333333,DET 38,10,(2:00) (Shotgun) 1-K.Murray pass short right to 19-K.Johnson to DET 38 for no gain (39-J.Agnew). DET-29-R.Melvin was injured during the play.,R.Melvin,DET-29,contact,lower body,pass rusher
2019_01_HOU_NO,NO,HOU,REG,1,HOU,away,NO,HOU,75,43717,394,394,394,Half2,4,1,0.273611111,HOU 25,10,(6:34) (Shotgun) 25-D.Johnson right end to NO 43 for 32 yards (53-A.Klein). NO-43-M.Williams was injured during the play. His return is Probable.,M.Williams,NO-43,non contact,lower body,AFP
2019_01_IND_LAC,LAC,IND,REG,1,LAC,home,IND,IND,43,43716,642,642,642,Half2,4,2,0.445833333,IND 43,20,(10:42) (Shotgun) 17-P.Rivers pass deep middle to 81-M.Williams to IND 26 for 17 yards (35-P.Desir). LAC-81-M.Williams was injured during the play. His return is Questionable.,M.Williams,LAC-81,contact,lower body,ball carrier
2019_01_IND_LAC,LAC,IND,REG,1,LAC,home,IND,IND,22,43716,84,84,1884,Half1,2,1,0.058333333,IND 22,10,(1:24) (Shotgun) 17-P.Rivers pass incomplete short left to 30-A.Ekeler (53-D.Leonard). IND-53-D.Leonard was injured during the play.,D.Leonard,IND-53,contact,upper body,pass rusher
2019_01_IND_LAC,LAC,IND,REG,1,IND,away,LAC,LAC,26,43716,707,1607,1607,Half2,3,2,0.490972222,LAC 26,7,(11:47) 21-N.Hines right end to LAC 26 for no gain (58-T.Davis). LAC-71-D.Square was injured during the play.,D.Square,LAC-71,contact,upper body,run defender
2019_01_IND_LAC,LAC,IND,REG,1,IND,away,LAC,IND,81,43716,207,1107,1107,Half2,3,2,0.14375,IND 19,1,(3:27) 25-M.Mack right guard to IND 24 for 5 yards (58-T.Davis). LAC-54-M.Ingram was injured during the play.,M.Ingram,LAC-54,non contact,lower body,run defender
2019_01_IND_LAC,LAC,IND,REG,1,IND,away,LAC,LAC,19,43716,53,53,53,Half2,4,1,0.036805556,LAC 19,10,(:53) (Shotgun) 7-J.Brissett pass incomplete deep left to 17-D.Funchess. IND-17-D.Funchess was injured during the play. He is Out.,D.Funchess,IND-17,non contact,upper body,pass reciever
2019_01_IND_LAC,LAC,IND,REG,1,IND,away,LAC,LAC,34,43716,860,860,2660,Half1,2,1,0.597222222,LAC 34,10,(14:20) 7-J.Brissett scrambles right end to LAC 28 for 6 yards (31-A.Phillips). LAC-54-M.Ingram was injured during the play.,M.Ingram,LAC-54,non contact,upper body,tackler
2019_01_LAR_CAR,CAR,LAR,REG,1,CAR,home,LA,CAR,72,43716,337,337,2137,Half1,2,2,0.234027778,CAR 28,9,(5:37) 1-C.Newton pass short right to 22-C.McCaffrey to CAR 33 for 5 yards (58-C.Littleton). LA-32-E.Weddle was injured during the play. His return is Doubtful.,E.Weddle,LAR-32,contact,head/neck,tackler
2019_01_NYG_DAL,DAL,NYG,REG,1,DAL,home,NYG,NYG,33,43716,140,140,1940,Half1,2,3,0.097222222,NYG 33,4,(2:20) (Shotgun) 4-D.Prescott left tackle to NYG 25 for 8 yards (21-J.Peppers). NYG-21-J.Peppers was injured during the play. His return is Questionable.,J.Peppers,NYG-21,contact,head/neck,tackler
2019_01_NYG_DAL,DAL,NYG,REG,1,DAL,home,NYG,DAL,69,43716,454,1354,3154,Half1,1,2,0.315277778,DAL 31,4,(7:34) (Shotgun) 4-D.Prescott pass incomplete short middle to 82-J.Witten (47-A.Ogletree). NYG-95-B.Hill was injured during the play. His return is Questionable.,B.Hill,NYG-95,contact,upper body,pass rusher
2019_01_PIT_NE,NE,PIT,REG,1,PIT,away,NE,PIT,83,43716,215,1115,2915,Half1,1,2,0.149305556,PIT 17,18,(3:35) (Shotgun) 7-B.Roethlisberger pass short middle to 11-D.Moncrief pushed ob at PIT 20 for 3 yards (30-J.McCourty). NE-90-S.Calhoun was injured during the play. His return is Probable.,S.Calhoun,NE-90,contact,ankle,pass rusher
2019_01_PIT_NE,NE,PIT,REG,1,PIT,away,NE,PIT,75,43716,398,398,398,Half2,4,1,0.276388889,PIT 25,10,"(6:38) (Shotgun) 30-J.Conner right end to PIT 25 for no gain (58-J.Collins, 21-D.Harmon). PIT-53-M.Pouncey was injured during the play.",M.Pouncey,PIT-53,contact,lower body,run blocker
2019_01_PIT_NE,NE,PIT,REG,1,NE,home,PIT,PIT,25,43716,490,490,490,Half2,4,1,0.340277778,PIT 25,10,"(8:10) 26-S.Michel right end to PIT 21 for 4 yards (97-C.Heyward, 55-D.Bush). NE-61-M.Cannon was injured during the play.",M.Cannon,NE-61,contact,upper body,run blocker
2019_01_SF_TB,TB,SF,REG,1,SF,away,TB,TB,24,43716,326,326,2126,Half1,2,2,0.226388889,TB 24,3,(5:26) (Shotgun) 31-R.Mostert right guard to TB 24 for no gain (92-W.Gholston). TB-56-R.Nunez-Roches was injured during the play. His return is Questionable.,R.Nunez-Roches,TB-56,contact,upper body,run defender
2019_01_SF_TB,TB,SF,REG,1,SF,away,TB,TB,39,43716,209,1109,1109,Half2,3,1,0.145138889,TB 39,10,(3:29) 10-J.Garoppolo pass incomplete short right to 11-M.Goodwin. TB-33-C.Davis was injured during the play. His return is Questionable.,C.Davis,TB-33,non contact,lower body,pass defender
2019_01_TEN_CLE,CLE,TEN,REG,1,CLE,home,TEN,CLE,98,43716,107,107,1907,Half1,2,1,0.074305556,CLE 2,11,"(1:47) 6-B.Mayfield sacked in End Zone for -2 yards, SAFETY (91-C.Wake). CLE-70-K.Lamm was injured during the play. He is Out.",K.Lamm,CLE-70,contact,knee,pass blocker
2019_01_WAS_PHI,PHI,WAS,REG,1,WAS,away,PHI,PHI,37,43716,280,1180,2980,Half1,1,3,0.194444444,PHI 37,7,(4:40) (Shotgun) 8-C.Keenum pass short right to 18-T.Quinn ran ob at PHI 23 for 14 yards (21-R.Darby). PHI-29-A.Maddox was injured during the play.,A.Maddox,PHI-29,contact,ankle,tackler
2019_01_WAS_PHI,PHI,WAS,REG,1,PHI,home,WAS,WAS,22,43716,600,1500,1500,Half2,3,1,0.416666667,WAS 22,10,(10:00) (Shotgun) 26-M.Sanders up the middle to WAS 3 for 19 yards (45-D.Rodgers-Cromartie). WAS-45-D.Rodgers-Cromartie was injured during the play.,D.Rodgers-Cromartie,WAS-45,contact,unknown,tackler
2019_01_WAS_PHI,PHI,WAS,REG,1,PHI,home,WAS,PHI,66,43716,87,987,2787,Half1,1,3,0.060416667,PHI 34,1,(1:27) 11-C.Wentz up the middle to PHI 36 for 2 yards (53-J.Bostic; 91-R.Kerrigan). WAS-93-J.Allen was injured during the play. His return is Probable.,J.Allen,WAS-93,contact,lower body,run defender
2019_01_WAS_PHI,PHI,WAS,REG,1,WAS,away,PHI,PHI,48,43716,668,1568,3368,Half1,1,3,0.463888889,PHI 48,2,"(11:08) 8-C.Keenum pass short right to 85-V.Davis for 48 yards, TOUCHDOWN. WAS-85-V.Davis was injured during the play.",V.Davis,WAS-85,non contact,unknown,AFP
2019_01_WAS_PHI,PHI,WAS,REG,1,PHI,home,WAS,PHI,83,43716,681,681,681,Half2,4,3,0.472916667,PHI 17,15,(11:21) (Shotgun) 11-C.Wentz pass short left to 86-Z.Ertz to PHI 33 for 16 yards (23-Q.Dunbar). WAS-55-C.Holcomb was injured during the play.,C.Holcomb,WAS-55,non contact,unknown,AFP
2019_02_ARI_BAL,BAL,ARI,REG,2,BAL,home,ARI,BAL,71,43723,783,1683,1683,Half2,3,4,0.54375,BAL 29,6,"(13:03) (Punt formation) 4-S.Koch punts 44 yards to ARI 27, Center-46-M.Cox. 13-C.Kirk pushed ob at ARI 48 for 21 yards (4-S.Koch). BAL-31-B.Trawick was injured during the play. PENALTY on ARI-54-C.Marsh, Illegal Block Above the Waist, 10 yards, enforced at ARI 27.",B.Trawick,BAL-31,contact,upper body,punt team
2019_02_BUF_NYG,NYG,BUF,REG,2,NYG,home,BUF,NYG,80,43723,358,1258,1258,Half2,3,1,0.248611111,NYG 20,10,(5:58) (Shotgun) 26-S.Barkley up the middle to NYG 19 for -1 yards (33-S.Neal; 92-D.Johnson). BUF-92-D.Johnson was injured during the play.,D.Johnson,BUF-92,contact,back/neck,run defender
2019_02_BUF_NYG,NYG,BUF,REG,2,NYG,home,BUF,BUF,15,43723,785,785,785,Half2,4,4,0.545138889,BUF 15,2,(13:05) (Shotgun) 10-E.Manning pass short middle to 12-C.Latimer to BUF 6 for 9 yards (21-J.Poyer). NYG-12-C.Latimer was injured during the play.,C.Latimer,NYG-12,contact,head,pass receiver
2019_02_BUF_NYG,NYG,BUF,REG,2,BUF,away,NYG,BUF,65,43723,488,488,2288,Half1,2,1,0.338888889,BUF 35,20,"(8:08) (Shotgun) 17-J.Allen pass deep right to 10-C.Beasley to NYG 14 for 51 yards (27-D.Baker, 21-J.Peppers). BUF-77-T.Nsekhe was injured during the play.",T.Nsekhe,BUF-77,contact,lower body/knee,pass blocker
2019_02_BUF_NYG,NYG,BUF,REG,2,BUF,away,NYG,NYG,47,43723,296,296,296,Half2,4,2,0.205555556,NYG 47,15,(4:56) 26-D.Singletary left end ran ob at NYG 43 for 4 yards (27-D.Baker). BUF-26-D.Singletary was injured during the play.,D.Singletary,BUF-26,non contact,ankle,ball carrier
2019_02_CHI_DEN,DEN,CHI,REG,2,CHI,away,DEN,CHI,72,43723,180,180,180,Half2,4,4,0.125,CHI 28,5,"(3:00) 16-P.O'Donnell punts 51 yards to DEN 21, Center-48-P.Scales. 11-D.Spencer to DEN 38 for 17 yards (48-P.Scales). DEN-36-T.Marshall was injured during the play.",T.Marshall,DEN-36,non contact,lower body,punt return
2019_02_CHI_DEN,DEN,CHI,REG,2,DEN,home,CHI,DEN,51,43723,187,187,1987,Half1,2,2,0.129861111,DEN 49,6,(3:07) (No Huddle) 5-J.Flacco pass short right to 10-E.Sanders ran ob at CHI 41 for 10 yards. CHI-20-P.Amukamara was injured during the play.,P.Amukamara,CHI-20,unknown,lower body,pass defender
2019_02_CLE_NYJ,NYJ,CLE,REG,2,NYJ,home,CLE,NYJ,68,43724,478,478,2278,Half1,2,3,0.331944444,NYJ 32,16,"(7:58) (Shotgun) 19-T.Siemian pass incomplete deep middle to 84-R.Griffin (26-G.Williams) [95-M.Garrett]. NYJ-19-T.Siemian was injured during the play. PENALTY on CLE-95-M.Garrett, Roughing the Passer, 15 yards, enforced at NYJ 32 - No Play.",T.Siemian,NYJ-19,contact,ankle,passer
2019_02_CLE_NYJ,NYJ,CLE,REG,2,CLE,away,NYJ,50,50,43724,486,1386,3186,Half1,1,2,0.3375,MID 50,8,(8:06) (Shotgun) 6-B.Mayfield pass incomplete short right to 85-D.Njoku (21-N.Hairston). CLE-85-D.Njoku was injured during the play.,D.Njoku,CLE-85,contact,head/neck,pass catcher
2019_02_CLE_NYJ,NYJ,CLE,REG,2,CLE,away,NYJ,CLE,66,43724,541,1441,1441,Half2,3,1,0.375694444,CLE 34,10,(9:01) 24-N.Chubb up the middle to CLE 36 for 2 yards (99-S.McLendon; 96-H.Anderson). NYJ-50-F.Luvu was injured during the play.,F.Luvu,NYJ-50,contact,knee,tackler
2019_02_CLE_NYJ,NYJ,CLE,REG,2,CLE,away,NYJ,NYJ,40,43724,35,35,1835,Half1,2,1,0.024305556,NYJ 40,10,(:35) (Shotgun) 6-B.Mayfield pass incomplete deep middle to 13-O.Beckham (20-M.Maye). CLE-13-O.Beckham was injured during the play.,O.Beckham,CLE-13,contact,lower body,pass reciever
2019_02_CLE_NYJ,NYJ,CLE,REG,2,CLE,away,NYJ,CLE,64,43724,216,216,216,Half2,4,2,0.15,CLE 36,10,(3:36) (Shotgun) 6-B.Mayfield pass short right to 18-D.Ratley pushed ob at NYJ 35 for 29 yards (45-R.Miles). NYJ-21-N.Hairston was injured during the play.,N.Hairston,NYJ-21,contact,lower body,tackler
2019_02_CLE_NYJ,NYJ,CLE,REG,2,CLE,away,NYJ,CLE,89,43724,349,349,349,Half2,4,3,0.242361111,CLE 11,9,(5:49) (Shotgun) 6-B.Mayfield pass short left to 24-N.Chubb to CLE 24 for 13 yards (33-J.Adams). CLE-24-N.Chubb was injured during the play.,N.Chubb,CLE-24,contact,upper body,ball carrier
2019_02_DAL_WAS,WAS,DAL,REG,2,WAS,home,DAL,DAL,42,43723,682,682,2482,Half1,2,1,0.473611111,DAL 42,5,"(11:22) 8-C.Keenum pass short middle to 34-W.Smallwood to DAL 35 for 7 yards (54-J.Smith). DAL-99-A.Woods was injured during the play. PENALTY on WAS-75-B.Scherff, Offensive Holding, 10 yards, enforced at DAL 42 - No Play.",A.Woods,DAL-99,contact,knee,pass rusher
2019_02_DAL_WAS,WAS,DAL,REG,2,DAL,away,WAS,DAL,84,43723,488,1388,3188,Half1,1,2,0.338888889,DAL 16,4,(8:08) (Shotgun) 21-E.Elliott left guard to DAL 19 for 3 yards (90-M.Sweat). WAS-45-D.Rodgers-Cromartie was injured during the play.,D.Rodgers-Cromartie,WAS-45,contact,lower body,tackler
2019_02_IND_TEN,TEN,IND,REG,2,TEN,home,IND,IND,28,43723,723,1623,1623,Half2,3,1,0.502083333,IND 28,10,"(12:03) (No Huddle, Shotgun) 8-M.Mariota pass short middle to 84-C.Davis to IND 3 for 25 yards (35-P.Desir). IND-35-P.Desir was injured during the play. His return is Questionable.",P.Desir,IND-35,contact,lower body,tackler
2019_02_JAX_HOU,HOU,JAX,REG,2,HOU,home,JAX,HOU,74,43723,231,231,231,Half2,4,3,0.160416667,HOU 26,19,(3:51) (Shotgun) 25-D.Johnson right tackle to HOU 27 for 1 yard (56-Q.Williams). JAX-93-C.Campbell was injured during the play. His return is Questionable.,C.Campbell,JAX-93,contact,eye,run defender
2019_02_JAX_HOU,HOU,JAX,REG,2,JAX,away,HOU,JAX,62,43723,478,478,2278,Half1,2,2,0.331944444,JAX 38,3,(7:58) 27-L.Fournette left end ran ob at JAX 48 for 10 yards (39-T.Gipson). HOU-20-J.Reid was injured during the play. His return is Questionable.,J.Reid,HOU-20,contact,upper body,run defender
2019_02_JAX_HOU,HOU,JAX,REG,2,HOU,home,JAX,JAX,3,43723,733,733,733,Half2,4,3,0.509027778,JAX 3,2,(12:13) (Shotgun) 23-C.Hyde left guard to JAX 2 for 1 yard (93-C.Campbell; 36-R.Harrison). HOU-78-L.Tunsil was injured during the play. His return is Questionable.,L.Tunsil,HOU-78,contact,knee,run blocker
2019_02_KC_OAK,LV,KC,REG,2,KC,away,LV,LV,17,43723,116,116,1916,Half1,2,2,0.080555556,LV 17,7,"(1:56) (Shotgun) 15-P.Mahomes pass short left to 26-Dam.Williams to OAK 14 for 3 yards (92-P.Hall). OAK-96-C.Ferrell was injured during the play. His return is Probable. PENALTY on KC-75-C.Erving, Illegal Block Above the Waist, 10 yards, enforced at OAK 17 - No Play.",C.Ferrell,OAK-96,contact,head,pass rusher
2019_02_KC_OAK,LV,KC,REG,2,KC,away,LV,LV,49,43723,25,925,2725,Half1,1,2,0.017361111,LV 49,2,"(:25) (Shotgun) 26-Dam.Williams right end to OAK 44 for 5 yards (73-M.Hurst, 20-D.Worley). OAK-73-M.Hurst was injured during the play. His return is Probable.",M.Hurst,OAK-73,contact,lower body,tackler
2019_02_KC_OAK,LV,KC,REG,2,LV,home,KC,50,50,43723,224,224,2024,Half1,2,4,0.155555556,MID 50,5,"(3:44) 6-A.Cole punts 41 yards to KC 9, Center-47-T.Sieg. 84-D.Thomas to KC 22 for 13 yards (52-M.Lee). OAK-17-D.Harris was injured during the play. His return is Questionable. PENALTY on KC-44-D.O'Daniel, Illegal Block Above the Waist, 6 yards, enforced at KC 12.",D.Harris,OAK-17,contact,lower body,punt team
2019_02_KC_OAK,LV,KC,REG,2,KC,away,LV,LV,46,43723,822,1722,1722,Half2,3,3,0.570833333,LV 46,6,(13:42) (Shotgun) 15-P.Mahomes pass short right to 26-Dam.Williams ran ob at OAK 38 for 8 yards (55-V.Burfict). OAK-55-V.Burfict was injured during the play. His return is Questionable.,V.Burfict,OAK-55,contact,lower body,tackler
2019_02_KC_OAK,LV,KC,REG,2,KC,away,LV,LV,32,43723,403,403,2203,Half1,2,1,0.279861111,LV 32,10,(6:43) (Shotgun) 15-P.Mahomes pass incomplete deep right to 81-B.Bell. OAK-20-D.Worley was injured during the play. His return is Probable.,D.Worley,OAK-20,contact,upper body,tackler
2019_02_LAC_DET,DET,LAC,REG,2,DET,home,LAC,DET,65,43723,669,669,669,Half2,4,2,0.464583333,DET 35,6,(11:09) 9-M.Stafford pass short right to 33-K.Johnson to DET 46 for 11 yards (42-U.Nwosu). LAC-31-A.Phillips was injured during the play. His return is Questionable.,A.Phillips,LAC-31,contact,upper body,tackler
2019_02_LAC_DET,DET,LAC,REG,2,LAC,away,DET,LAC,80,43723,425,425,425,Half2,4,3,0.295138889,LAC 20,10,(7:05) (Shotgun) 17-P.Rivers scrambles up the middle to LAC 32 for 12 yards (21-T.Walker). DET-23-D.Slay was injured during the play.,D.Slay,DET-23,non contact,upper body,AFP
2019_02_MIN_GB,GB,MIN,REG,2,MIN,away,GB,MIN,75,43723,900,1800,1800,Half2,3,1,0.625,MIN 25,10,(15:00) 33-D.Cook right end to MIN 23 for -2 yards (94-D.Lowry). GB-24-R.Greene was injured during the play. He is Out.,R.Greene,GB-24,contact,lower body,run defender
2019_02_MIN_GB,GB,MIN,REG,2,MIN,away,GB,GB,38,43723,451,451,451,Half2,4,3,0.313194444,GB 38,3,(7:31) (Shotgun) 8-K.Cousins pass short middle to 82-K.Rudolph to GB 33 for 5 yards (50-B.Martinez). GB-55-Z.Smith was injured during the play.,Z.Smith,GB-55,contact,lower body,pass rusher
2019_02_NE_MIA,MIA,NE,REG,2,MIA,home,NE,MIA,82,43723,494,1394,1394,Half2,3,2,0.343055556,MIA 18,17,"(8:14) 32-K.Drake left end to MIA 21 for 3 yards (70-A.Butler). NE-23-P.Chung was injured during the play. Penalty on MIA-67-D.Kilgore, Offensive Holding, declined.",P.Chung,NE-23,contact,head,tackler
2019_02_NE_MIA,MIA,NE,REG,2,MIA,home,NE,NE,41,43723,338,338,338,Half2,4,2,0.234722222,NE 41,10,(5:38) (Shotgun) 3-J.Rosen sacked at NE 41 for 0 yards (55-J.Simon). MIA-3-J.Rosen was injured during the play.,J.Rosen,MIA-3,contact,lower body,passer
2019_02_NO_LAR,LAR,NO,REG,2,LA,home,NO,NO,24,43723,411,411,2211,Half1,2,1,0.285416667,NO 24,20,(6:51) (Shotgun) 16-J.Goff pass incomplete deep right to 89-T.Higbee. LA-66-A.Blythe was injured during the play. He is Out. A.Blythe Ankle injury. He is out.,A.Blythe,LAR-66,contact,lower body,pass blocker
2019_02_NO_LAR,LAR,NO,REG,2,NO,away,LA,NO,60,43723,806,1706,1706,Half2,3,1,0.559722222,NO 40,10,(13:26) 41-A.Kamara up the middle to NO 45 for 5 yards (32-E.Weddle). NO-75-A.Peat was injured during the play. His return is Probable.,A.Peat,NO-75,contact,lower body,pass blocker
2019_02_NO_LAR,LAR,NO,REG,2,LA,home,NO,NO,26,43723,217,1117,1117,Half2,3,1,0.150694444,NO 26,10,(3:37) 34-M.Brown left end to NO 14 for 12 yards (25-E.Apple). NO-53-A.Klein was injured during the play. His return is Probable.,A.Klein,NO-53,contact,lower body,tackler
2019_02_NO_LAR,LAR,NO,REG,2,NO,away,LA,LA,48,43723,778,778,778,Half2,4,1,0.540277778,LA 48,10,(12:58) 5-T.Bridgewater pass short right to 10-T.Smith to LA 20 for 28 yards (32-E.Weddle). NO-10-T.Smith was injured during the play. His return is Probable.,T.Smith,NO-10,contact,lower body,pass receiver
2019_02_PHI_ATL,ATL,PHI,REG,2,PHI,away,ATL,PHI,61,43723,89,89,89,Half2,4,4,0.061805556,PHI 39,14,(1:29) (Shotgun) 11-C.Wentz pass deep left to 13-N.Agholor to ATL 18 for 43 yards (37-R.Allen) [99-A.Clayborn]. ATL-37-R.Allen was injured during the play. PHI-71-J.Peters was injured during the play. ATL-99-A.Clayborn was injured during the play. Both teams charged with injury timeout.,A.Clayborn,ATL-99,contact,unknown,pass rusher
2019_02_PHI_ATL,ATL,PHI,REG,2,PHI,away,ATL,PHI,68,43723,106,106,1906,Half1,2,4,0.073611111,PHI 32,10,"(1:46) 1-C.Johnston punts 57 yards to ATL 11, Center-45-R.Lovato. 38-K.Barner ran ob at ATL 22 for 11 yards (30-C.Clement). ATL-27-D.Kazee was injured during the play. PENALTY on ATL-33-B.Wreh-Wilson, Offensive Holding, 5 yards, enforced at ATL 11.",D.Kazee,ATL-27,contact,lower body,punt blocker
2019_02_PHI_ATL,ATL,PHI,REG,2,PHI,away,ATL,ATL,49,43723,516,516,516,Half2,4,2,0.358333333,ATL 49,9,"(8:36) (Shotgun) 11-C.Wentz pass short right to 16-M.Hollins to ATL 46 for 3 yards (45-D.Jones, 27-D.Kazee). ATL-21-D.Trufant was injured during the play.",D.Trufant,ATL-21,contact,lower body,tackler
2019_02_PHI_ATL,ATL,PHI,REG,2,PHI,away,ATL,ATL,13,43723,13,13,1813,Half1,2,2,0.009027778,ATL 13,10,(:13) (Shotgun) 11-C.Wentz pass incomplete short right to 13-N.Agholor (37-R.Allen). PHI-13-N.Agholor was injured during the play.,N.Agholor,PHI-13,contact,upper body,pass receiver
2019_02_PHI_ATL,ATL,PHI,REG,2,ATL,home,PHI,PHI,33,43723,500,500,2300,Half1,2,1,0.347222222,PHI 33,10,(8:20) 2-M.Ryan pass short left to 18-C.Ridley to PHI 32 for 1 yard (22-S.Jones) [96-D.Barnett]. ATL-76-K.McGary was injured during the play. His return is Questionable.,K.McGary,ATL-76,contact,lower body,pass blocker
2019_02_SEA_PIT,PIT,SEA,REG,2,SEA,away,PIT,PIT,41,43723,80,80,1880,Half1,2,2,0.055555556,PIT 41,1,"(1:20) (No Huddle, Shotgun) 22-C.Prosise up the middle to PIT 36 for 5 yards (48-B.Dupree; 79-J.Hargrave). SEA-78-D.Fluker was injured during the play.",D.Fluker,SEA-78,contact,lower body,run blocker
2019_02_SEA_PIT,PIT,SEA,REG,2,SEA,away,PIT,PIT,42,43723,713,1613,1613,Half2,3,2,0.495138889,PIT 42,12,(11:53) (Shotgun) 3-R.Wilson pass short left to 14-DK.Metcalf to PIT 25 for 17 yards (22-S.Nelson) [48-B.Dupree]. PIT-21-S.Davis was injured during the play.,S.Davis,PIT-21,non contact,unknown,pass defender
